n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
10000,1,13,38,14,17,133,16
10000,2,13,38,14,17,132,16
10000,3,13,38,14,17,132,16
10000,4,13,38,14,17,132,16
10000,5,13,38,14,17,129,16
10000,6,13,38,14,17,119,16
10000,7,13,38,14,17,146,16
10000,8,13,38,14,17,132,16
10000,9,13,38,14,17,118,16
10000,10,13,38,14,17,141,16
10000,11,13,38,14,17,131,16
10000,12,13,38,14,17,132,16
10000,13,13,38,14,17,132,16
10000,14,13,38,14,17,118,16
10000,15,13,38,14,17,140,17
10000,16,13,38,14,17,146,16
10000,17,13,38,14,17,132,16
10000,18,13,38,14,17,129,17
10000,19,13,38,14,17,132,16
10000,20,13,38,14,17,132,16
20000,1,14,39,15,18,160,18
20000,2,14,39,15,19,133,18
20000,3,14,39,15,18,146,18
20000,4,14,39,15,18,144,18
20000,5,14,39,15,18,133,17
20000,6,14,39,15,18,133,18
20000,7,14,39,15,18,126,17
20000,8,14,39,15,19,127,18
20000,9,14,39,15,18,127,18
20000,10,14,39,15,19,144,18
20000,11,14,39,15,19,160,18
20000,12,14,39,15,18,131,17
20000,13,14,39,15,19,131,18
20000,14,14,39,15,18,145,17
20000,15,14,39,15,18,133,17
20000,16,14,39,15,18,133,17
20000,17,14,39,15,18,133,18
20000,18,14,39,15,18,134,17
20000,19,14,39,16,19,140,18
20000,20,14,39,15,18,133,17
30000,1,14,40,16,19,145,18
30000,2,14,40,16,19,134,18
30000,3,14,40,16,19,134,18
30000,4,14,40,16,19,161,19
30000,5,14,40,16,19,147,19
30000,6,14,40,16,19,156,18
30000,7,14,40,16,19,144,18
30000,8,14,40,16,19,132,18
30000,9,14,40,16,19,161,18
30000,10,14,40,16,19,161,19
30000,11,14,40,16,19,134,18
30000,12,14,40,16,19,144,18
30000,13,14,40,16,19,134,18
30000,14,14,40,16,19,130,18
30000,15,14,40,16,19,133,18
30000,16,14,40,16,19,171,18
30000,17,14,40,16,19,171,18
30000,18,14,40,16,19,147,18
30000,19,14,40,16,19,145,18
30000,20,14,40,16,19,133,18
40000,1,15,40,17,19,145,19
40000,2,15,40,16,19,144,19
40000,3,15,40,16,20,141,19
40000,4,15,40,17,19,147,19
40000,5,15,40,16,19,161,18
40000,6,15,40,16,20,160,19
40000,7,15,40,16,19,147,19
40000,8,15,40,17,20,141,19
40000,9,15,40,17,20,147,19
40000,10,15,40,17,20,148,19
40000,11,15,40,16,20,141,19
40000,12,15,40,16,20,144,19
40000,13,15,40,17,19,145,19
40000,14,15,40,16,19,147,18
40000,15,15,40,16,19,144,19
40000,16,15,40,16,19,141,19
40000,17,15,40,17,20,146,19
40000,18,15,40,16,19,145,18
40000,19,15,40,17,20,156,19
40000,20,15,40,16,19,147,19
50000,1,15,40,17,20,141,19
50000,2,15,41,17,20,141,19
50000,3,15,41,17,20,147,19
50000,4,15,41,17,20,148,19
50000,5,15,41,17,20,175,19
50000,6,15,41,17,20,155,19
50000,7,15,41,17,20,161,19
50000,8,15,41,17,20,160,19
50000,9,15,41,17,20,161,19
50000,10,15,40,17,20,161,19
50000,11,15,41,17,19,147,19
50000,12,15,41,17,20,148,19
50000,13,15,41,17,20,148,19
50000,14,15,41,17,20,141,19
50000,15,15,40,17,19,141,19
50000,16,15,41,17,20,146,19
50000,17,15,40,17,20,145,19
50000,18,15,41,17,20,162,19
50000,19,15,41,17,20,148,19
50000,20,15,41,17,19,148,19
60000,1,15,41,17,20,171,19
60000,2,15,41,17,20,142,20
60000,3,15,41,17,20,162,19
60000,4,15,41,17,20,148,20
60000,5,15,41,17,20,149,20
60000,6,15,41,18,21,161,20
60000,7,15,41,17,20,141,19
60000,8,15,41,17,20,149,20
60000,9,15,41,17,20,161,19
60000,10,15,41,17,21,146,20
60000,11,15,41,17,21,148,20
60000,12,15,41,17,20,148,19
60000,13,15,41,17,20,161,19
60000,14,15,41,17,20,148,19
60000,15,15,41,17,20,145,20
60000,16,15,41,17,20,148,20
60000,17,15,41,17,20,148,19
60000,18,15,41,17,20,148,19
60000,19,15,41,17,20,161,19
60000,20,15,41,17,20,159,20
70000,1,16,41,18,21,148,20
70000,2,16,41,18,21,148,20
70000,3,15,41,17,20,148,20
70000,4,16,41,17,20,148,20
70000,5,16,41,17,20,175,20
70000,6,15,41,17,20,145,20
70000,7,16,41,17,21,148,20
70000,8,16,41,18,21,162,20
70000,9,15,41,17,21,142,20
70000,10,16,41,18,21,142,20
70000,11,15,41,17,21,148,20
70000,12,16,41,18,21,149,20
70000,13,16,41,18,21,162,20
70000,14,16,41,17,20,159,20
70000,15,16,41,17,20,160,19
70000,16,16,41,17,21,162,20
70000,17,15,41,17,20,161,19
70000,18,15,41,17,20,149,20
70000,19,16,41,17,20,161,20
70000,20,15,41,17,20,162,20
80000,1,16,41,18,21,175,20
80000,2,16,41,18,21,162,20
80000,3,16,41,18,21,149,20
80000,4,16,41,18,21,155,20
80000,5,16,41,18,21,149,20
80000,6,16,41,18,21,159,20
80000,7,16,41,18,21,145,20
80000,8,16,41,18,21,155,20
80000,9,16,41,18,21,142,20
80000,10,16,41,18,21,160,20
80000,11,16,41,18,21,161,20
80000,12,16,41,18,21,149,20
80000,13,16,41,18,21,171,20
80000,14,16,41,18,21,162,20
80000,15,16,41,18,20,162,20
80000,16,16,41,18,21,161,20
80000,17,16,41,18,21,175,20
80000,18,16,41,17,20,142,20
80000,19,16,41,18,21,148,20
80000,20,16,41,18,21,161,20
90000,1,16,42,18,21,170,20
90000,2,16,41,18,21,161,21
90000,3,16,41,18,21,176,20
90000,4,16,42,18,21,149,20
90000,5,16,42,18,21,149,20
90000,6,16,41,18,21,162,20
90000,7,16,41,18,21,162,20
90000,8,16,42,18,21,149,20
90000,9,16,42,18,21,147,20
90000,10,16,41,18,21,142,20
90000,11,16,42,18,21,175,20
90000,12,16,41,18,21,155,20
90000,13,16,41,18,21,149,20
90000,14,16,41,18,21,163,20
90000,15,16,42,18,21,146,20
90000,16,16,42,18,21,155,20
90000,17,16,42,18,21,175,20
90000,18,16,41,18,21,162,20
90000,19,16,41,18,20,142,20
90000,20,16,41,18,21,149,20
100000,1,16,42,18,21,161,20
100000,2,16,42,18,21,162,20
100000,3,16,42,18,21,161,21
100000,4,16,42,18,21,149,20
100000,5,16,42,18,21,186,21
