n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
80000,13,28,75,27,31,235,30
80000,14,28,75,27,31,235,30
80000,15,28,75,27,31,235,30
80000,16,28,75,27,31,235,30
80000,17,28,75,27,31,235,30
80000,18,28,75,27,31,235,30
80000,19,28,75,27,31,235,30
80000,20,28,75,27,31,235,30
90000,1,28,75,27,31,245,30
90000,2,28,75,27,31,245,30
90000,3,28,75,27,31,245,30
90000,4,28,75,27,31,245,30
90000,5,28,75,27,31,245,30
90000,6,28,75,27,31,245,30
90000,7,28,75,27,31,245,30
90000,8,28,75,27,31,245,30
90000,9,28,75,27,31,245,30
90000,10,28,75,27,31,245,30
90000,11,28,75,27,31,245,30
90000,12,28,75,27,31,245,30
90000,13,28,75,27,31,245,30
90000,14,28,75,27,31,245,30
90000,15,28,75,27,31,245,30
90000,16,28,75,27,31,245,30
90000,17,28,75,27,31,245,30
90000,18,28,75,27,31,245,30
90000,19,28,75,27,31,245,30
90000,20,28,75,27,31,245,30
100000,1,28,75,27,32,245,31
100000,2,28,75,27,32,245,31
100000,3,28,75,27,32,245,31
100000,4,28,75,27,32,245,31
100000,5,28,75,27,32,245,31
100000,6,28,75,27,32,245,31
100000,7,28,75,27,32,245,31
100000,8,28,75,27,32,245,31
100000,9,28,75,27,32,245,31
100000,10,28,75,27,32,245,31
100000,11,28,75,27,32,245,31
100000,12,28,75,27,32,245,31
100000,13,28,75,27,32,245,31
100000,14,28,75,27,32,245,31
100000,15,28,75,27,32,245,31
100000,16,28,75,27,32,245,31
100000,17,28,75,27,32,245,31
100000,18,28,75,27,32,245,31
100000,19,28,75,27,32,245,31
100000,20,28,75,27,32,245,31
