n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
10000,1,22,69,21,25,190,24
10000,2,22,69,21,25,190,24
10000,3,22,69,21,25,190,24
10000,4,22,69,21,25,190,24
10000,5,22,69,21,25,190,24
10000,6,22,69,21,25,190,24
10000,7,22,69,21,25,190,24
10000,8,22,69,21,25,190,24
10000,9,22,69,21,25,190,24
10000,10,22,69,21,25,190,24
10000,11,22,69,21,25,190,24
10000,12,22,69,21,25,190,24
10000,13,22,69,21,25,190,24
10000,14,22,69,21,25,190,24
10000,15,22,69,21,25,190,24
10000,16,22,69,21,25,190,24
10000,17,22,69,21,25,190,24
10000,18,22,69,21,25,190,24
10000,19,22,69,21,25,190,24
10000,20,22,69,21,25,190,24
20000,1,24,71,23,27,205,26
20000,2,24,71,23,27,205,26
20000,3,24,71,23,27,205,26
20000,4,24,71,23,27,205,26
20000,5,24,71,23,27,205,26
20000,6,24,71,23,27,205,26
20000,7,24,71,23,27,205,26
20000,8,24,71,23,27,205,26
20000,9,24,71,23,27,205,26
20000,10,24,71,23,27,205,26
20000,11,24,71,23,27,205,26
20000,12,24,71,23,27,205,26
20000,13,24,71,23,27,205,26
20000,14,24,71,23,27,205,26
20000,15,24,71,23,27,205,26
20000,16,24,71,23,27,205,26
20000,17,24,71,23,27,205,26
20000,18,24,71,23,27,205,26
20000,19,24,71,23,27,205,26
20000,20,24,71,23,27,205,26
30000,1,25,72,24,28,219,27
30000,2,25,72,24,28,219,27
30000,3,25,72,24,28,219,27
30000,4,25,72,24,28,219,27
30000,5,25,72,24,28,219,27
30000,6,25,72,24,28,219,27
30000,7,25,72,24,28,219,27
30000,8,25,72,24,28,219,27
30000,9,25,72,24,28,219,27
30000,10,25,72,24,28,219,27
30000,11,25,72,24,28,219,27
30000,12,25,72,24,28,219,27
30000,13,25,72,24,28,219,27
30000,14,25,72,24,28,219,27
30000,15,25,72,24,28,219,27
30000,16,25,72,24,28,219,27
30000,17,25,72,24,28,219,27
30000,18,25,72,24,28,219,27
30000,19,25,72,24,28,219,27
30000,20,25,72,24,28,219,27
40000,1,26,73,25,29,220,28
40000,2,26,73,25,29,220,28
40000,3,26,73,25,29,220,28
40000,4,26,73,25,29,220,28
40000,5,26,73,25,29,220,28
40000,6,26,73,25,29,220,28
40000,7,26,73,25,29,220,28
40000,8,26,73,25,29,220,28
40000,9,26,73,25,29,220,28
40000,10,26,73,25,29,220,28
40000,11,26,73,25,29,220,28
40000,12,26,73,25,29,220,28
40000,13,26,73,25,29,220,28
40000,14,26,73,25,29,220,28
40000,15,26,73,25,29,220,28
40000,16,26,73,25,29,220,28
40000,17,26,73,25,29,220,28
40000,18,26,73,25,29,220,28
40000,19,26,73,25,29,220,28
40000,20,26,73,25,29,220,28
50000,1,26,73,25,30,230,29
50000,2,26,73,25,30,230,29
50000,3,26,73,25,30,230,29
50000,4,26,73,25,30,230,29
50000,5,26,73,25,30,230,29
50000,6,26,73,25,30,230,29
50000,7,26,73,25,30,230,29
50000,8,26,73,25,30,230,29
50000,9,26,73,25,30,230,29
50000,10,26,73,25,30,230,29
50000,11,26,73,25,30,230,29
50000,12,26,73,25,30,230,29
50000,13,26,73,25,30,230,29
50000,14,26,73,25,30,230,29
50000,15,26,73,25,30,230,29
50000,16,26,73,25,30,230,29
50000,17,26,73,25,30,230,29
50000,18,26,73,25,30,230,29
50000,19,26,73,25,30,230,29
50000,20,26,73,25,30,230,29
60000,1,27,74,26,30,234,29
60000,2,27,74,26,30,234,29
60000,3,27,74,26,30,234,29
60000,4,27,74,26,30,234,29
60000,5,27,74,26,30,234,29
60000,6,27,74,26,30,234,29
60000,7,27,74,26,30,234,29
60000,8,27,74,26,30,234,29
60000,9,27,74,26,30,234,29
60000,10,27,74,26,30,234,29
60000,11,27,74,26,30,234,29
60000,12,27,74,26,30,234,29
60000,13,27,74,26,30,234,29
60000,14,27,74,26,30,234,29
60000,15,27,74,26,30,234,29
60000,16,27,74,26,30,234,29
60000,17,27,74,26,30,234,29
60000,18,27,74,26,30,234,29
60000,19,27,74,26,30,234,29
60000,20,27,74,26,30,234,29
70000,1,27,74,26,31,234,30
70000,2,27,74,26,31,234,30
70000,3,27,74,26,31,234,30
70000,4,27,74,26,31,234,30
70000,5,27,74,26,31,234,30
70000,6,27,74,26,31,234,30
70000,7,27,74,26,31,234,30
70000,8,27,74,26,31,234,30
70000,9,27,74,26,31,234,30
70000,10,27,74,26,31,234,30
70000,11,27,74,26,31,234,30
70000,12,27,74,26,31,234,30
70000,13,27,74,26,31,234,30
70000,14,27,74,26,31,234,30
70000,15,27,74,26,31,234,30
70000,16,27,74,26,31,234,30
70000,17,27,74,26,31,234,30
70000,18,27,74,26,31,234,30
70000,19,27,74,26,31,234,30
70000,20,27,74,26,31,234,30
80000,1,28,75,27,31,235,30
80000,2,28,75,27,31,235,30
80000,3,28,75,27,31,235,30
80000,4,28,75,27,31,235,30
80000,5,28,75,27,31,235,30
80000,6,28,75,27,31,235,30
80000,7,28,75,27,31,235,30
80000,8,28,75,27,31,235,30
80000,9,28,75,27,31,235,30
80000,10,28,75,27,31,235,30
80000,11,28,75,27,31,235,30
80000,12,28,75,27,31,235,30
