n,m,comparisons,swaps
1000,1,5992,4759
1000,2,5992,4759
1000,3,5992,4759
1000,4,5992,4759
1000,5,5992,4759
1000,6,5992,4759
1000,7,5992,4759
1000,8,5992,4759
1000,9,5992,4759
1000,10,5992,4759
2000,1,12845,10273
2000,2,12845,10273
2000,3,12845,10273
2000,4,12845,10273
2000,5,12845,10273
2000,6,12845,10273
2000,7,12845,10273
2000,8,12845,10273
2000,9,12845,10273
2000,10,12845,10273
3000,1,19097,15111
3000,2,19097,15111
3000,3,19097,15111
3000,4,19097,15111
3000,5,19097,15111
3000,6,19097,15111
3000,7,19097,15111
3000,8,19097,15111
3000,9,19097,15111
3000,10,19097,15111
4000,1,25245,19951
4000,2,25245,19951
4000,3,25245,19951
4000,4,25245,19951
4000,5,25245,19951
4000,6,25245,19951
4000,7,25245,19951
4000,8,25245,19951
4000,9,25245,19951
4000,10,25245,19951
5000,1,32779,26019
5000,2,32779,26019
5000,3,32779,26019
5000,4,32779,26019
5000,5,32779,26019
5000,6,32779,26019
5000,7,32779,26019
5000,8,32779,26019
5000,9,32779,26019
5000,10,32779,26019
6000,1,38531,30504
6000,2,38531,30504
6000,3,38531,30504
6000,4,38531,30504
6000,5,38531,30504
6000,6,38531,30504
6000,7,38531,30504
6000,8,38531,30504
6000,9,38531,30504
6000,10,38531,30504
7000,1,45568,36140
7000,2,45568,36140
7000,3,45568,36140
7000,4,45568,36140
7000,5,45568,36140
7000,6,45568,36140
7000,7,45568,36140
7000,8,45568,36140
7000,9,45568,36140
7000,10,45568,36140
8000,1,51708,41028
8000,2,51708,41028
8000,3,51708,41028
8000,4,51708,41028
8000,5,51708,41028
8000,6,51708,41028
8000,7,51708,41028
8000,8,51708,41028
8000,9,51708,41028
8000,10,51708,41028
9000,1,57919,45844
9000,2,57919,45844
9000,3,57919,45844
9000,4,57919,45844
9000,5,57919,45844
9000,6,57919,45844
9000,7,57919,45844
9000,8,57919,45844
9000,9,57919,45844
9000,10,57919,45844
10000,1,64482,51025
10000,2,64482,51025
10000,3,64482,51025
10000,4,64482,51025
10000,5,64482,51025
10000,6,64482,51025
10000,7,64482,51025
10000,8,64482,51025
10000,9,64482,51025
10000,10,64482,51025
11000,1,74055,58987
11000,2,74055,58987
11000,3,74055,58987
11000,4,74055,58987
11000,5,74055,58987
11000,6,74055,58987
11000,7,74055,58987
11000,8,74055,58987
11000,9,74055,58987
11000,10,74055,58987
12000,1,77668,61357
12000,2,77668,61357
12000,3,77668,61357
12000,4,77668,61357
12000,5,77668,61357
12000,6,77668,61357
12000,7,77668,61357
12000,8,77668,61357
12000,9,77668,61357
12000,10,77668,61357
13000,1,86773,69082
13000,2,86773,69082
13000,3,86773,69082
13000,4,86773,69082
13000,5,86773,69082
13000,6,86773,69082
13000,7,86773,69082
13000,8,86773,69082
13000,9,86773,69082
13000,10,86773,69082
14000,1,91966,72950
14000,2,91966,72950
14000,3,91966,72950
14000,4,91966,72950
14000,5,91966,72950
14000,6,91966,72950
14000,7,91966,72950
14000,8,91966,72950
14000,9,91966,72950
14000,10,91966,72950
15000,1,99937,79702
15000,2,99937,79702
15000,3,99937,79702
15000,4,99937,79702
15000,5,99937,79702
15000,6,99937,79702
15000,7,99937,79702
15000,8,99937,79702
15000,9,99937,79702
15000,10,99937,79702
16000,1,106127,84394
16000,2,106127,84394
16000,3,106127,84394
16000,4,106127,84394
16000,5,106127,84394
16000,6,106127,84394
16000,7,106127,84394
16000,8,106127,84394
16000,9,106127,84394
16000,10,106127,84394
17000,1,114091,90991
17000,2,114091,90991
17000,3,114091,90991
17000,4,114091,90991
17000,5,114091,90991
17000,6,114091,90991
17000,7,114091,90991
17000,8,114091,90991
17000,9,114091,90991
17000,10,114091,90991
18000,1,119998,95600
18000,2,119998,95600
18000,3,119998,95600
18000,4,119998,95600
18000,5,119998,95600
18000,6,119998,95600
18000,7,119998,95600
18000,8,119998,95600
18000,9,119998,95600
18000,10,119998,95600
19000,1,126212,100093
19000,2,126212,100093
19000,3,126212,100093
19000,4,126212,100093
19000,5,126212,100093
19000,6,126212,100093
19000,7,126212,100093
19000,8,126212,100093
19000,9,126212,100093
19000,10,126212,100093
20000,1,133291,106066
20000,2,133291,106066
20000,3,133291,106066
20000,4,133291,106066
20000,5,133291,106066
20000,6,133291,106066
20000,7,133291,106066
20000,8,133291,106066
20000,9,133291,106066
20000,10,133291,106066
21000,1,141203,112413
21000,2,141203,112413
21000,3,141203,112413
21000,4,141203,112413
21000,5,141203,112413
21000,6,141203,112413
