n,m,comparisons,swaps
1000,1,7499,6184
1000,2,7499,6184
1000,3,7499,6184
1000,4,7499,6184
1000,5,7499,6184
1000,6,7499,6184
1000,7,7499,6184
1000,8,7499,6184
1000,9,7499,6184
1000,10,7499,6184
2000,1,15938,13284
2000,2,15938,13284
2000,3,15938,13284
2000,4,15938,13284
2000,5,15938,13284
2000,6,15938,13284
2000,7,15938,13284
2000,8,15938,13284
2000,9,15938,13284
2000,10,15938,13284
3000,1,25130,21135
3000,2,25130,21135
3000,3,25130,21135
3000,4,25130,21135
3000,5,25130,21135
3000,6,25130,21135
3000,7,25130,21135
3000,8,25130,21135
3000,9,25130,21135
3000,10,25130,21135
4000,1,34155,28816
4000,2,34155,28816
4000,3,34155,28816
4000,4,34155,28816
4000,5,34155,28816
4000,6,34155,28816
4000,7,34155,28816
4000,8,34155,28816
4000,9,34155,28816
4000,10,34155,28816
5000,1,42711,36010
5000,2,42711,36010
5000,3,42711,36010
5000,4,42711,36010
5000,5,42711,36010
5000,6,42711,36010
5000,7,42711,36010
5000,8,42711,36010
5000,9,42711,36010
5000,10,42711,36010
6000,1,51056,42943
6000,2,51056,42943
6000,3,51056,42943
6000,4,51056,42943
6000,5,51056,42943
6000,6,51056,42943
6000,7,51056,42943
6000,8,51056,42943
6000,9,51056,42943
6000,10,51056,42943
7000,1,57414,47914
7000,2,57414,47914
7000,3,57414,47914
7000,4,57414,47914
7000,5,57414,47914
7000,6,57414,47914
7000,7,57414,47914
7000,8,57414,47914
7000,9,57414,47914
7000,10,57414,47914
8000,1,62893,52070
8000,2,62893,52070
8000,3,62893,52070
8000,4,62893,52070
8000,5,62893,52070
8000,6,62893,52070
8000,7,62893,52070
8000,8,62893,52070
8000,9,62893,52070
8000,10,62893,52070
9000,1,74578,62397
9000,2,74578,62397
9000,3,74578,62397
9000,4,74578,62397
9000,5,74578,62397
9000,6,74578,62397
9000,7,74578,62397
9000,8,74578,62397
9000,9,74578,62397
9000,10,74578,62397
10000,1,85078,71530
10000,2,85078,71530
10000,3,85078,71530
10000,4,85078,71530
10000,5,85078,71530
10000,6,85078,71530
10000,7,85078,71530
10000,8,85078,71530
10000,9,85078,71530
10000,10,85078,71530
11000,1,95622,80709
11000,2,95622,80709
11000,3,95622,80709
11000,4,95622,80709
11000,5,95622,80709
11000,6,95622,80709
11000,7,95622,80709
11000,8,95622,80709
11000,9,95622,80709
11000,10,95622,80709
12000,1,104560,88202
12000,2,104560,88202
12000,3,104560,88202
12000,4,104560,88202
12000,5,104560,88202
12000,6,104560,88202
12000,7,104560,88202
12000,8,104560,88202
12000,9,104560,88202
12000,10,104560,88202
13000,1,112332,94578
13000,2,112332,94578
13000,3,112332,94578
13000,4,112332,94578
13000,5,112332,94578
13000,6,112332,94578
13000,7,112332,94578
13000,8,112332,94578
13000,9,112332,94578
13000,10,112332,94578
14000,1,116131,96966
14000,2,116131,96966
14000,3,116131,96966
14000,4,116131,96966
14000,5,116131,96966
14000,6,116131,96966
14000,7,116131,96966
14000,8,116131,96966
14000,9,116131,96966
14000,10,116131,96966
15000,1,117234,96775
15000,2,117234,96775
15000,3,117234,96775
15000,4,117234,96775
15000,5,117234,96775
15000,6,117234,96775
15000,7,117234,96775
15000,8,117234,96775
15000,9,117234,96775
15000,10,117234,96775
16000,1,132848,111020
16000,2,132848,111020
16000,3,132848,111020
16000,4,132848,111020
16000,5,132848,111020
16000,6,132848,111020
16000,7,132848,111020
16000,8,132848,111020
16000,9,132848,111020
16000,10,132848,111020
17000,1,146180,122963
17000,2,146180,122963
17000,3,146180,122963
17000,4,146180,122963
17000,5,146180,122963
17000,6,146180,122963
17000,7,146180,122963
17000,8,146180,122963
17000,9,146180,122963
17000,10,146180,122963
18000,1,158574,134019
18000,2,158574,134019
18000,3,158574,134019
18000,4,158574,134019
18000,5,158574,134019
18000,6,158574,134019
18000,7,158574,134019
18000,8,158574,134019
18000,9,158574,134019
18000,10,158574,134019
19000,1,163265,137393
19000,2,163265,137393
19000,3,163265,137393
19000,4,163265,137393
19000,5,163265,137393
19000,6,163265,137393
19000,7,163265,137393
19000,8,163265,137393
19000,9,163265,137393
19000,10,163265,137393
20000,1,173227,145839
20000,2,173227,145839
20000,3,173227,145839
20000,4,173227,145839
20000,5,173227,145839
20000,6,173227,145839
20000,7,173227,145839
20000,8,173227,145839
20000,9,173227,145839
20000,10,173227,145839
21000,1,175706,147000
21000,2,175706,147000
21000,3,175706,147000
21000,4,175706,147000
21000,5,175706,147000
21000,6,175706,147000
21000,7,175706,147000
21000,8,175706,147000
21000,9,175706,147000
21000,10,175706,147000
22000,1,173661,143537
22000,2,173661,143537
22000,3,173661,143537
22000,4,173661,143537
22000,5,173661,143537
22000,6,173661,143537
22000,7,173661,143537
22000,8,173661,143537
22000,9,173661,143537
22000,10,173661,143537
23000,1,193196,161664
23000,2,193196,161664
23000,3,193196,161664
23000,4,193196,161664
23000,5,193196,161664
23000,6,193196,161664
23000,7,193196,161664
