n,m,comparisons,swaps
1000,1,9345,8053
1000,2,9345,8053
1000,3,9345,8053
1000,4,9345,8053
1000,5,9345,8053
1000,6,9345,8053
1000,7,9345,8053
1000,8,9345,8053
1000,9,9345,8053
1000,10,9345,8053
2000,1,18693,16129
2000,2,18693,16129
2000,3,18693,16129
2000,4,18693,16129
2000,5,18693,16129
2000,6,18693,16129
2000,7,18693,16129
2000,8,18693,16129
2000,9,18693,16129
2000,10,18693,16129
3000,1,28293,24508
3000,2,28293,24508
3000,3,28293,24508
3000,4,28293,24508
3000,5,28293,24508
3000,6,28293,24508
3000,7,28293,24508
3000,8,28293,24508
3000,9,28293,24508
3000,10,28293,24508
4000,1,38034,32938
4000,2,38034,32938
4000,3,38034,32938
4000,4,38034,32938
4000,5,38034,32938
4000,6,38034,32938
4000,7,38034,32938
4000,8,38034,32938
4000,9,38034,32938
4000,10,38034,32938
5000,1,46761,40509
5000,2,46761,40509
5000,3,46761,40509
5000,4,46761,40509
5000,5,46761,40509
5000,6,46761,40509
5000,7,46761,40509
5000,8,46761,40509
5000,9,46761,40509
5000,10,46761,40509
6000,1,56786,49159
6000,2,56786,49159
6000,3,56786,49159
6000,4,56786,49159
6000,5,56786,49159
6000,6,56786,49159
6000,7,56786,49159
6000,8,56786,49159
6000,9,56786,49159
6000,10,56786,49159
7000,1,66519,57654
7000,2,66519,57654
7000,3,66519,57654
7000,4,66519,57654
7000,5,66519,57654
7000,6,66519,57654
7000,7,66519,57654
7000,8,66519,57654
7000,9,66519,57654
7000,10,66519,57654
8000,1,75905,65723
8000,2,75905,65723
8000,3,75905,65723
8000,4,75905,65723
8000,5,75905,65723
8000,6,75905,65723
8000,7,75905,65723
8000,8,75905,65723
8000,9,75905,65723
8000,10,75905,65723
9000,1,85548,74139
9000,2,85548,74139
9000,3,85548,74139
9000,4,85548,74139
9000,5,85548,74139
9000,6,85548,74139
9000,7,85548,74139
9000,8,85548,74139
9000,9,85548,74139
9000,10,85548,74139
10000,1,94815,82225
10000,2,94815,82225
10000,3,94815,82225
10000,4,94815,82225
10000,5,94815,82225
10000,6,94815,82225
10000,7,94815,82225
10000,8,94815,82225
10000,9,94815,82225
10000,10,94815,82225
11000,1,103048,89166
11000,2,103048,89166
11000,3,103048,89166
11000,4,103048,89166
11000,5,103048,89166
11000,6,103048,89166
11000,7,103048,89166
11000,8,103048,89166
11000,9,103048,89166
11000,10,103048,89166
12000,1,114586,99302
12000,2,114586,99302
12000,3,114586,99302
12000,4,114586,99302
12000,5,114586,99302
12000,6,114586,99302
12000,7,114586,99302
12000,8,114586,99302
12000,9,114586,99302
12000,10,114586,99302
13000,1,124189,107651
13000,2,124189,107651
13000,3,124189,107651
13000,4,124189,107651
13000,5,124189,107651
13000,6,124189,107651
13000,7,124189,107651
13000,8,124189,107651
13000,9,124189,107651
13000,10,124189,107651
14000,1,132617,114831
14000,2,132617,114831
14000,3,132617,114831
14000,4,132617,114831
14000,5,132617,114831
14000,6,132617,114831
14000,7,132617,114831
14000,8,132617,114831
14000,9,132617,114831
14000,10,132617,114831
15000,1,143804,124738
15000,2,143804,124738
15000,3,143804,124738
15000,4,143804,124738
15000,5,143804,124738
15000,6,143804,124738
15000,7,143804,124738
15000,8,143804,124738
15000,9,143804,124738
15000,10,143804,124738
16000,1,153091,132737
16000,2,153091,132737
16000,3,153091,132737
16000,4,153091,132737
16000,5,153091,132737
16000,6,153091,132737
16000,7,153091,132737
16000,8,153091,132737
16000,9,153091,132737
16000,10,153091,132737
17000,1,160377,138754
17000,2,160377,138754
17000,3,160377,138754
17000,4,160377,138754
17000,5,160377,138754
17000,6,160377,138754
17000,7,160377,138754
17000,8,160377,138754
17000,9,160377,138754
17000,10,160377,138754
18000,1,172486,149541
18000,2,172486,149541
18000,3,172486,149541
18000,4,172486,149541
18000,5,172486,149541
18000,6,172486,149541
18000,7,172486,149541
18000,8,172486,149541
18000,9,172486,149541
18000,10,172486,149541
19000,1,181874,157680
19000,2,181874,157680
19000,3,181874,157680
19000,4,181874,157680
19000,5,181874,157680
19000,6,181874,157680
19000,7,181874,157680
19000,8,181874,157680
19000,9,181874,157680
19000,10,181874,157680
20000,1,190377,165044
20000,2,190377,165044
20000,3,190377,165044
20000,4,190377,165044
20000,5,190377,165044
20000,6,190377,165044
20000,7,190377,165044
20000,8,190377,165044
20000,9,190377,165044
20000,10,190377,165044
21000,1,201402,174739
21000,2,201402,174739
21000,3,201402,174739
21000,4,201402,174739
21000,5,201402,174739
21000,6,201402,174739
21000,7,201402,174739
21000,8,201402,174739
21000,9,201402,174739
21000,10,201402,174739
22000,1,209740,181869
22000,2,209740,181869
22000,3,209740,181869
22000,4,209740,181869
22000,5,209740,181869
22000,6,209740,181869
22000,7,209740,181869
22000,8,209740,181869
22000,9,209740,181869
22000,10,209740,181869
23000,1,217227,188122
23000,2,217227,188122
23000,3,217227,188122
23000,4,217227,188122
23000,5,217227,188122
23000,6,217227,188122
23000,7,217227,188122
23000,8,217227,188122
23000,9,217227,188122
23000,10,217227,188122
24000,1,230513,199888
24000,2,230513,199888
24000,3,230513,199888
24000,4,230513,199888
24000,5,230513,199888
24000,6,230513,199888
24000,7,230513,199888
24000,8,230513,199888
24000,9,230513,199888
24000,10,230513,199888
25000,1,239985,208107
25000,2,239985,208107
25000,3,239985,208107
25000,4,239985,208107
25000,5,239985,208107
25000,6,239985,208107
25000,7,239985,208107
25000,8,239985,208107
25000,9,239985,208107
25000,10,239985,208107
26000,1,248563,215456
26000,2,248563,215456
26000,3,248563,215456
26000,4,248563,215456
26000,5,248563,215456
26000,6,248563,215456
26000,7,248563,215456
26000,8,248563,215456
26000,9,248563,215456
26000,10,248563,215456
27000,1,260001,225514
27000,2,260001,225514
27000,3,260001,225514
27000,4,260001,225514
27000,5,260001,225514
27000,6,260001,225514
27000,7,260001,225514
27000,8,260001,225514
27000,9,260001,225514
27000,10,260001,225514
28000,1,267195,231484
28000,2,267195,231484
28000,3,267195,231484
28000,4,267195,231484
28000,5,267195,231484
28000,6,267195,231484
28000,7,267195,231484
28000,8,267195,231484
28000,9,267195,231484
28000,10,267195,231484
29000,1,276613,239657
29000,2,276613,239657
29000,3,276613,239657
29000,4,276613,239657
29000,5,276613,239657
29000,6,276613,239657
29000,7,276613,239657
29000,8,276613,239657
29000,9,276613,239657
29000,10,276613,239657
30000,1,288983,250734
30000,2,288983,250734
30000,3,288983,250734
30000,4,288983,250734
30000,5,288983,250734
30000,6,288983,250734
30000,7,288983,250734
30000,8,288983,250734
30000,9,288983,250734
30000,10,288983,250734
31000,1,296049,256532
31000,2,296049,256532
31000,3,296049,256532
31000,4,296049,256532
31000,5,296049,256532
31000,6,296049,256532
31000,7,296049,256532
31000,8,296049,256532
31000,9,296049,256532
31000,10,296049,256532
32000,1,307843,266990
32000,2,307843,266990
32000,3,307843,266990
32000,4,307843,266990
32000,5,307843,266990
32000,6,307843,266990
32000,7,307843,266990
32000,8,307843,266990
32000,9,307843,266990
32000,10,307843,266990
33000,1,317010,274912
33000,2,317010,274912
33000,3,317010,274912
33000,4,317010,274912
33000,5,317010,274912
33000,6,317010,274912
33000,7,317010,274912
33000,8,317010,274912
33000,9,317010,274912
33000,10,317010,274912
34000,1,322932,279560
34000,2,322932,279560
34000,3,322932,279560
34000,4,322932,279560
34000,5,322932,279560
34000,6,322932,279560
34000,7,322932,279560
34000,8,322932,279560
34000,9,322932,279560
34000,10,322932,279560
35000,1,335080,290340
35000,2,335080,290340
35000,3,335080,290340
35000,4,335080,290340
35000,5,335080,290340
35000,6,335080,290340
35000,7,335080,290340
35000,8,335080,290340
35000,9,335080,290340
35000,10,335080,290340
36000,1,347354,301404
36000,2,347354,301404
36000,3,347354,301404
36000,4,347354,301404
36000,5,347354,301404
36000,6,347354,301404
36000,7,347354,301404
36000,8,347354,301404
36000,9,347354,301404
36000,10,347354,301404
37000,1,352451,305174
37000,2,352451,305174
37000,3,352451,305174
37000,4,352451,305174
37000,5,352451,305174
37000,6,352451,305174
37000,7,352451,305174
37000,8,352451,305174
37000,9,352451,305174
37000,10,352451,305174
38000,1,366890,318349
38000,2,366890,318349
38000,3,366890,318349
38000,4,366890,318349
38000,5,366890,318349
38000,6,366890,318349
38000,7,366890,318349
38000,8,366890,318349
38000,9,366890,318349
38000,10,366890,318349
39000,1,375452,325689
39000,2,375452,325689
39000,3,375452,325689
39000,4,375452,325689
39000,5,375452,325689
39000,6,375452,325689
39000,7,375452,325689
39000,8,375452,325689
39000,9,375452,325689
39000,10,375452,325689
40000,1,379194,328271
40000,2,379194,328271
40000,3,379194,328271
40000,4,379194,328271
40000,5,379194,328271
40000,6,379194,328271
40000,7,379194,328271
40000,8,379194,328271
40000,9,379194,328271
40000,10,379194,328271
41000,1,394179,341960
41000,2,394179,341960
41000,3,394179,341960
41000,4,394179,341960
41000,5,394179,341960
41000,6,394179,341960
41000,7,394179,341960
41000,8,394179,341960
41000,9,394179,341960
41000,10,394179,341960
42000,1,404392,350898
42000,2,404392,350898
42000,3,404392,350898
42000,4,404392,350898
42000,5,404392,350898
42000,6,404392,350898
42000,7,404392,350898
42000,8,404392,350898
42000,9,404392,350898
42000,10,404392,350898
43000,1,409322,354619
43000,2,409322,354619
43000,3,409322,354619
43000,4,409322,354619
43000,5,409322,354619
43000,6,409322,354619
43000,7,409322,354619
43000,8,409322,354619
43000,9,409322,354619
43000,10,409322,354619
44000,1,422644,366649
44000,2,422644,366649
44000,3,422644,366649
44000,4,422644,366649
44000,5,422644,366649
44000,6,422644,366649
44000,7,422644,366649
44000,8,422644,366649
44000,9,422644,366649
44000,10,422644,366649
45000,1,430658,373424
45000,2,430658,373424
45000,3,430658,373424
45000,4,430658,373424
45000,5,430658,373424
45000,6,430658,373424
45000,7,430658,373424
45000,8,430658,373424
45000,9,430658,373424
45000,10,430658,373424
46000,1,436013,377569
46000,2,436013,377569
46000,3,436013,377569
46000,4,436013,377569
46000,5,436013,377569
46000,6,436013,377569
46000,7,436013,377569
46000,8,436013,377569
46000,9,436013,377569
46000,10,436013,377569
47000,1,452436,392427
47000,2,452436,392427
47000,3,452436,392427
47000,4,452436,392427
47000,5,452436,392427
47000,6,452436,392427
47000,7,452436,392427
47000,8,452436,392427
47000,9,452436,392427
47000,10,452436,392427
48000,1,461335,400008
48000,2,461335,400008
48000,3,461335,400008
48000,4,461335,400008
48000,5,461335,400008
48000,6,461335,400008
48000,7,461335,400008
48000,8,461335,400008
48000,9,461335,400008
48000,10,461335,400008
49000,1,470042,407473
49000,2,470042,407473
49000,3,470042,407473
49000,4,470042,407473
49000,5,470042,407473
49000,6,470042,407473
49000,7,470042,407473
49000,8,470042,407473
49000,9,470042,407473
49000,10,470042,407473
50000,1,483400,419575
50000,2,483400,419575
50000,3,483400,419575
50000,4,483400,419575
50000,5,483400,419575
50000,6,483400,419575
50000,7,483400,419575
50000,8,483400,419575
50000,9,483400,419575
50000,10,483400,419575
