n,m,comparisons,swaps
1000,1,6745,5575
1000,2,6745,5575
1000,3,6745,5575
1000,4,6745,5575
1000,5,6745,5575
1000,6,6745,5575
1000,7,6745,5575
1000,8,6745,5575
1000,9,6745,5575
1000,10,6745,5575
2000,1,13821,11429
2000,2,13821,11429
2000,3,13821,11429
2000,4,13821,11429
2000,5,13821,11429
2000,6,13821,11429
2000,7,13821,11429
2000,8,13821,11429
2000,9,13821,11429
2000,10,13821,11429
3000,1,21243,17563
3000,2,21243,17563
3000,3,21243,17563
3000,4,21243,17563
3000,5,21243,17563
3000,6,21243,17563
3000,7,21243,17563
3000,8,21243,17563
3000,9,21243,17563
3000,10,21243,17563
4000,1,28380,23495
4000,2,28380,23495
4000,3,28380,23495
4000,4,28380,23495
4000,5,28380,23495
4000,6,28380,23495
4000,7,28380,23495
4000,8,28380,23495
4000,9,28380,23495
4000,10,28380,23495
5000,1,34664,28548
5000,2,34664,28548
5000,3,34664,28548
5000,4,34664,28548
5000,5,34664,28548
5000,6,34664,28548
5000,7,34664,28548
5000,8,34664,28548
5000,9,34664,28548
5000,10,34664,28548
6000,1,42253,34843
6000,2,42253,34843
6000,3,42253,34843
6000,4,42253,34843
6000,5,42253,34843
6000,6,42253,34843
6000,7,42253,34843
6000,8,42253,34843
6000,9,42253,34843
6000,10,42253,34843
7000,1,49650,40934
7000,2,49650,40934
7000,3,49650,40934
7000,4,49650,40934
7000,5,49650,40934
7000,6,49650,40934
7000,7,49650,40934
7000,8,49650,40934
7000,9,49650,40934
7000,10,49650,40934
8000,1,56713,46761
8000,2,56713,46761
8000,3,56713,46761
8000,4,56713,46761
8000,5,56713,46761
8000,6,56713,46761
8000,7,56713,46761
8000,8,56713,46761
8000,9,56713,46761
8000,10,56713,46761
9000,1,64315,53025
9000,2,64315,53025
9000,3,64315,53025
9000,4,64315,53025
9000,5,64315,53025
9000,6,64315,53025
9000,7,64315,53025
9000,8,64315,53025
9000,9,64315,53025
9000,10,64315,53025
10000,1,71381,58884
10000,2,71381,58884
10000,3,71381,58884
10000,4,71381,58884
10000,5,71381,58884
10000,6,71381,58884
10000,7,71381,58884
10000,8,71381,58884
10000,9,71381,58884
10000,10,71381,58884
11000,1,78633,64824
11000,2,78633,64824
11000,3,78633,64824
11000,4,78633,64824
11000,5,78633,64824
11000,6,78633,64824
11000,7,78633,64824
11000,8,78633,64824
11000,9,78633,64824
11000,10,78633,64824
12000,1,85741,70683
12000,2,85741,70683
12000,3,85741,70683
12000,4,85741,70683
12000,5,85741,70683
12000,6,85741,70683
12000,7,85741,70683
12000,8,85741,70683
12000,9,85741,70683
12000,10,85741,70683
13000,1,92473,76223
13000,2,92473,76223
13000,3,92473,76223
13000,4,92473,76223
13000,5,92473,76223
13000,6,92473,76223
13000,7,92473,76223
13000,8,92473,76223
13000,9,92473,76223
13000,10,92473,76223
14000,1,98432,81060
14000,2,98432,81060
14000,3,98432,81060
14000,4,98432,81060
14000,5,98432,81060
14000,6,98432,81060
14000,7,98432,81060
14000,8,98432,81060
14000,9,98432,81060
14000,10,98432,81060
15000,1,106615,87781
15000,2,106615,87781
15000,3,106615,87781
15000,4,106615,87781
15000,5,106615,87781
15000,6,106615,87781
15000,7,106615,87781
15000,8,106615,87781
15000,9,106615,87781
15000,10,106615,87781
16000,1,115351,95242
16000,2,115351,95242
16000,3,115351,95242
16000,4,115351,95242
16000,5,115351,95242
16000,6,115351,95242
16000,7,115351,95242
16000,8,115351,95242
16000,9,115351,95242
16000,10,115351,95242
17000,1,122932,101605
17000,2,122932,101605
17000,3,122932,101605
17000,4,122932,101605
17000,5,122932,101605
17000,6,122932,101605
17000,7,122932,101605
17000,8,122932,101605
17000,9,122932,101605
17000,10,122932,101605
18000,1,128496,105906
18000,2,128496,105906
18000,3,128496,105906
18000,4,128496,105906
18000,5,128496,105906
18000,6,128496,105906
18000,7,128496,105906
18000,8,128496,105906
18000,9,128496,105906
18000,10,128496,105906
19000,1,137172,113114
19000,2,137172,113114
19000,3,137172,113114
19000,4,137172,113114
19000,5,137172,113114
19000,6,137172,113114
19000,7,137172,113114
19000,8,137172,113114
19000,9,137172,113114
19000,10,137172,113114
20000,1,144759,119564
20000,2,144759,119564
20000,3,144759,119564
20000,4,144759,119564
20000,5,144759,119564
20000,6,144759,119564
20000,7,144759,119564
20000,8,144759,119564
20000,9,144759,119564
20000,10,144759,119564
21000,1,152674,126200
21000,2,152674,126200
21000,3,152674,126200
21000,4,152674,126200
21000,5,152674,126200
21000,6,152674,126200
21000,7,152674,126200
21000,8,152674,126200
21000,9,152674,126200
21000,10,152674,126200
22000,1,159229,131498
22000,2,159229,131498
22000,3,159229,131498
22000,4,159229,131498
22000,5,159229,131498
22000,6,159229,131498
22000,7,159229,131498
22000,8,159229,131498
22000,9,159229,131498
22000,10,159229,131498
23000,1,164386,135450
23000,2,164386,135450
23000,3,164386,135450
23000,4,164386,135450
23000,5,164386,135450
23000,6,164386,135450
23000,7,164386,135450
23000,8,164386,135450
23000,9,164386,135450
23000,10,164386,135450
24000,1,173988,143504
24000,2,173988,143504
24000,3,173988,143504
24000,4,173988,143504
24000,5,173988,143504
24000,6,173988,143504
24000,7,173988,143504
24000,8,173988,143504
24000,9,173988,143504
24000,10,173988,143504
25000,1,180324,148750
25000,2,180324,148750
25000,3,180324,148750
25000,4,180324,148750
25000,5,180324,148750
25000,6,180324,148750
25000,7,180324,148750
25000,8,180324,148750
25000,9,180324,148750
25000,10,180324,148750
26000,1,186065,153296
26000,2,186065,153296
26000,3,186065,153296
26000,4,186065,153296
26000,5,186065,153296
26000,6,186065,153296
26000,7,186065,153296
26000,8,186065,153296
26000,9,186065,153296
26000,10,186065,153296
27000,1,194671,160611
27000,2,194671,160611
27000,3,194671,160611
27000,4,194671,160611
27000,5,194671,160611
27000,6,194671,160611
27000,7,194671,160611
27000,8,194671,160611
27000,9,194671,160611
27000,10,194671,160611
28000,1,203832,168261
28000,2,203832,168261
28000,3,203832,168261
28000,4,203832,168261
28000,5,203832,168261
28000,6,203832,168261
28000,7,203832,168261
28000,8,203832,168261
28000,9,203832,168261
28000,10,203832,168261
29000,1,208108,171337
29000,2,208108,171337
29000,3,208108,171337
29000,4,208108,171337
29000,5,208108,171337
