n,m,comparisons,swaps
1000,1,7349,5911
1000,2,7349,5911
1000,3,7349,5911
1000,4,7349,5911
1000,5,7349,5911
1000,6,7349,5911
1000,7,7349,5911
1000,8,7349,5911
1000,9,7349,5911
1000,10,7349,5911
2000,1,15039,12064
2000,2,15039,12064
2000,3,15039,12064
2000,4,15039,12064
2000,5,15039,12064
2000,6,15039,12064
2000,7,15039,12064
2000,8,15039,12064
2000,9,15039,12064
2000,10,15039,12064
3000,1,22757,18209
3000,2,22757,18209
3000,3,22757,18209
3000,4,22757,18209
3000,5,22757,18209
3000,6,22757,18209
3000,7,22757,18209
3000,8,22757,18209
3000,9,22757,18209
3000,10,22757,18209
4000,1,30516,24425
4000,2,30516,24425
4000,3,30516,24425
4000,4,30516,24425
4000,5,30516,24425
4000,6,30516,24425
4000,7,30516,24425
4000,8,30516,24425
4000,9,30516,24425
4000,10,30516,24425
5000,1,38529,30795
5000,2,38529,30795
5000,3,38529,30795
5000,4,38529,30795
5000,5,38529,30795
5000,6,38529,30795
5000,7,38529,30795
5000,8,38529,30795
5000,9,38529,30795
5000,10,38529,30795
6000,1,46400,37081
6000,2,46400,37081
6000,3,46400,37081
6000,4,46400,37081
6000,5,46400,37081
6000,6,46400,37081
6000,7,46400,37081
6000,8,46400,37081
6000,9,46400,37081
6000,10,46400,37081
7000,1,54107,43231
7000,2,54107,43231
7000,3,54107,43231
7000,4,54107,43231
7000,5,54107,43231
7000,6,54107,43231
7000,7,54107,43231
7000,8,54107,43231
7000,9,54107,43231
7000,10,54107,43231
8000,1,62034,49562
8000,2,62034,49562
8000,3,62034,49562
8000,4,62034,49562
8000,5,62034,49562
8000,6,62034,49562
8000,7,62034,49562
8000,8,62034,49562
8000,9,62034,49562
8000,10,62034,49562
9000,1,69929,55852
9000,2,69929,55852
9000,3,69929,55852
9000,4,69929,55852
9000,5,69929,55852
9000,6,69929,55852
9000,7,69929,55852
9000,8,69929,55852
9000,9,69929,55852
9000,10,69929,55852
10000,1,78097,62366
10000,2,78097,62366
10000,3,78097,62366
10000,4,78097,62366
10000,5,78097,62366
10000,6,78097,62366
10000,7,78097,62366
10000,8,78097,62366
10000,9,78097,62366
10000,10,78097,62366
11000,1,86001,68666
11000,2,86001,68666
11000,3,86001,68666
11000,4,86001,68666
11000,5,86001,68666
11000,6,86001,68666
11000,7,86001,68666
11000,8,86001,68666
11000,9,86001,68666
11000,10,86001,68666
12000,1,93868,74973
12000,2,93868,74973
12000,3,93868,74973
12000,4,93868,74973
12000,5,93868,74973
12000,6,93868,74973
12000,7,93868,74973
12000,8,93868,74973
12000,9,93868,74973
12000,10,93868,74973
13000,1,101846,81276
13000,2,101846,81276
13000,3,101846,81276
13000,4,101846,81276
13000,5,101846,81276
13000,6,101846,81276
13000,7,101846,81276
13000,8,101846,81276
13000,9,101846,81276
13000,10,101846,81276
14000,1,109677,87548
14000,2,109677,87548
14000,3,109677,87548
14000,4,109677,87548
14000,5,109677,87548
14000,6,109677,87548
14000,7,109677,87548
14000,8,109677,87548
14000,9,109677,87548
14000,10,109677,87548
15000,1,117636,93907
15000,2,117636,93907
15000,3,117636,93907
15000,4,117636,93907
15000,5,117636,93907
15000,6,117636,93907
15000,7,117636,93907
15000,8,117636,93907
15000,9,117636,93907
15000,10,117636,93907
16000,1,125555,100273
16000,2,125555,100273
16000,3,125555,100273
16000,4,125555,100273
16000,5,125555,100273
16000,6,125555,100273
16000,7,125555,100273
16000,8,125555,100273
16000,9,125555,100273
16000,10,125555,100273
17000,1,133452,106478
17000,2,133452,106478
17000,3,133452,106478
17000,4,133452,106478
17000,5,133452,106478
17000,6,133452,106478
17000,7,133452,106478
17000,8,133452,106478
17000,9,133452,106478
