n,m,comparisons,swaps
1000,1,1547,787
1000,2,1547,787
1000,3,1547,787
1000,4,1547,787
1000,5,1547,787
1000,6,1547,787
1000,7,1547,787
1000,8,1547,787
1000,9,1547,787
1000,10,1547,787
2000,1,7722,4033
2000,2,7722,4033
2000,3,7722,4033
2000,4,7722,4033
2000,5,7722,4033
2000,6,7722,4033
2000,7,7722,4033
2000,8,7722,4033
2000,9,7722,4033
2000,10,7722,4033
3000,1,10298,5331
3000,2,10298,5331
3000,3,10298,5331
3000,4,10298,5331
3000,5,10298,5331
3000,6,10298,5331
3000,7,10298,5331
3000,8,10298,5331
3000,9,10298,5331
3000,10,10298,5331
4000,1,9691,5042
4000,2,9691,5042
4000,3,9691,5042
4000,4,9691,5042
4000,5,9691,5042
4000,6,9691,5042
4000,7,9691,5042
4000,8,9691,5042
4000,9,9691,5042
4000,10,9691,5042
5000,1,18418,9534
5000,2,18418,9534
5000,3,18418,9534
5000,4,18418,9534
5000,5,18418,9534
5000,6,18418,9534
5000,7,18418,9534
5000,8,18418,9534
5000,9,18418,9534
5000,10,18418,9534
6000,1,24013,12364
6000,2,24013,12364
6000,3,24013,12364
6000,4,24013,12364
6000,5,24013,12364
6000,6,24013,12364
6000,7,24013,12364
6000,8,24013,12364
6000,9,24013,12364
6000,10,24013,12364
7000,1,15799,8145
7000,2,15799,8145
7000,3,15799,8145
7000,4,15799,8145
7000,5,15799,8145
7000,6,15799,8145
7000,7,15799,8145
7000,8,15799,8145
7000,9,15799,8145
7000,10,15799,8145
8000,1,38073,19803
8000,2,38073,19803
8000,3,38073,19803
8000,4,38073,19803
8000,5,38073,19803
8000,6,38073,19803
8000,7,38073,19803
8000,8,38073,19803
8000,9,38073,19803
8000,10,38073,19803
9000,1,39019,20134
9000,2,39019,20134
9000,3,39019,20134
9000,4,39019,20134
9000,5,39019,20134
9000,6,39019,20134
9000,7,39019,20134
9000,8,39019,20134
9000,9,39019,20134
9000,10,39019,20134
10000,1,17224,8737
10000,2,17224,8737
10000,3,17224,8737
10000,4,17224,8737
10000,5,17224,8737
10000,6,17224,8737
10000,7,17224,8737
10000,8,17224,8737
10000,9,17224,8737
10000,10,17224,8737
11000,1,45578,23497
11000,2,45578,23497
11000,3,45578,23497
11000,4,45578,23497
11000,5,45578,23497
11000,6,45578,23497
11000,7,45578,23497
11000,8,45578,23497
11000,9,45578,23497
11000,10,45578,23497
12000,1,45703,23406
12000,2,45703,23406
12000,3,45703,23406
12000,4,45703,23406
12000,5,45703,23406
12000,6,45703,23406
12000,7,45703,23406
12000,8,45703,23406
12000,9,45703,23406
12000,10,45703,23406
13000,1,30183,15488
13000,2,30183,15488
13000,3,30183,15488
13000,4,30183,15488
13000,5,30183,15488
13000,6,30183,15488
13000,7,30183,15488
13000,8,30183,15488
13000,9,30183,15488
13000,10,30183,15488
14000,1,55715,28678
14000,2,55715,28678
14000,3,55715,28678
14000,4,55715,28678
14000,5,55715,28678
14000,6,55715,28678
14000,7,55715,28678
14000,8,55715,28678
14000,9,55715,28678
14000,10,55715,28678
15000,1,63043,32358
15000,2,63043,32358
15000,3,63043,32358
15000,4,63043,32358
15000,5,63043,32358
15000,6,63043,32358
15000,7,63043,32358
15000,8,63043,32358
15000,9,63043,32358
15000,10,63043,32358
16000,1,39868,20474
16000,2,39868,20474
16000,3,39868,20474
16000,4,39868,20474
16000,5,39868,20474
16000,6,39868,20474
16000,7,39868,20474
16000,8,39868,20474
16000,9,39868,20474
16000,10,39868,20474
17000,1,74665,38217
17000,2,74665,38217
17000,3,74665,38217
17000,4,74665,38217
17000,5,74665,38217
17000,6,74665,38217
17000,7,74665,38217
17000,8,74665,38217
17000,9,74665,38217
17000,10,74665,38217
18000,1,81025,41498
18000,2,81025,41498
18000,3,81025,41498
18000,4,81025,41498
18000,5,81025,41498
18000,6,81025,41498
18000,7,81025,41498
18000,8,81025,41498
18000,9,81025,41498
18000,10,81025,41498
19000,1,33579,16980
19000,2,33579,16980
19000,3,33579,16980
19000,4,33579,16980
19000,5,33579,16980
19000,6,33579,16980
19000,7,33579,16980
19000,8,33579,16980
19000,9,33579,16980
19000,10,33579,16980
20000,1,83837,42884
20000,2,83837,42884
20000,3,83837,42884
