n,m,comparisons,swaps
1000,1,2365,1189
1000,2,2365,1189
1000,3,2365,1189
1000,4,2365,1189
1000,5,2365,1189
1000,6,2365,1189
1000,7,2365,1189
1000,8,2365,1189
1000,9,2365,1189
1000,10,2365,1189
2000,1,4876,2414
2000,2,4876,2414
2000,3,4876,2414
2000,4,4876,2414
2000,5,4876,2414
2000,6,4876,2414
2000,7,4876,2414
2000,8,4876,2414
2000,9,4876,2414
2000,10,4876,2414
3000,1,6924,3450
3000,2,6924,3450
3000,3,6924,3450
3000,4,6924,3450
3000,5,6924,3450
3000,6,6924,3450
3000,7,6924,3450
3000,8,6924,3450
3000,9,6924,3450
3000,10,6924,3450
4000,1,9884,4912
4000,2,9884,4912
4000,3,9884,4912
4000,4,9884,4912
4000,5,9884,4912
4000,6,9884,4912
4000,7,9884,4912
4000,8,9884,4912
4000,9,9884,4912
4000,10,9884,4912
5000,1,12398,6231
5000,2,12398,6231
5000,3,12398,6231
5000,4,12398,6231
5000,5,12398,6231
5000,6,12398,6231
5000,7,12398,6231
5000,8,12398,6231
5000,9,12398,6231
5000,10,12398,6231
6000,1,14831,7398
6000,2,14831,7398
6000,3,14831,7398
6000,4,14831,7398
6000,5,14831,7398
6000,6,14831,7398
6000,7,14831,7398
6000,8,14831,7398
6000,9,14831,7398
6000,10,14831,7398
7000,1,17063,8527
7000,2,17063,8527
7000,3,17063,8527
7000,4,17063,8527
7000,5,17063,8527
7000,6,17063,8527
7000,7,17063,8527
7000,8,17063,8527
7000,9,17063,8527
7000,10,17063,8527
8000,1,20032,9975
8000,2,20032,9975
8000,3,20032,9975
8000,4,20032,9975
8000,5,20032,9975
8000,6,20032,9975
8000,7,20032,9975
8000,8,20032,9975
8000,9,20032,9975
8000,10,20032,9975
9000,1,21284,10651
9000,2,21284,10651
9000,3,21284,10651
9000,4,21284,10651
9000,5,21284,10651
9000,6,21284,10651
9000,7,21284,10651
9000,8,21284,10651
9000,9,21284,10651
9000,10,21284,10651
10000,1,25041,12562
10000,2,25041,12562
10000,3,25041,12562
10000,4,25041,12562
10000,5,25041,12562
10000,6,25041,12562
10000,7,25041,12562
10000,8,25041,12562
10000,9,25041,12562
10000,10,25041,12562
11000,1,27415,13732
11000,2,27415,13732
11000,3,27415,13732
11000,4,27415,13732
11000,5,27415,13732
11000,6,27415,13732
11000,7,27415,13732
11000,8,27415,13732
11000,9,27415,13732
11000,10,27415,13732
12000,1,30026,14995
12000,2,30026,14995
12000,3,30026,14995
12000,4,30026,14995
12000,5,30026,14995
12000,6,30026,14995
12000,7,30026,14995
12000,8,30026,14995
12000,9,30026,14995
12000,10,30026,14995
