n,m,comparisons,swaps,execution_time
2200,5,25749,10308,0.01761620002798736
2200,6,25749,10308,0.01902070001233369
2200,7,25749,10308,0.017467199941165745
2200,8,25749,10308,0.017862000036984682
2200,9,25749,10308,0.016940300003625453
2200,10,25749,10308,0.017603799933567643
2300,1,27952,10058,0.01627969997934997
2300,2,27952,10058,0.018022999982349575
2300,3,27952,10058,0.01773630001116544
2300,4,27952,10058,0.016486200038343668
2300,5,27952,10058,0.01784879993647337
2300,6,27952,10058,0.016879200004041195
2300,7,27952,10058,0.016762999934144318
2300,8,27952,10058,0.017059899982996285
2300,9,27952,10058,0.017683599959127605
2300,10,27952,10058,0.01651809993200004
2400,1,30799,11986,0.01672730001155287
2400,2,30799,11986,0.015944399987347424
2400,3,30799,11986,0.0175362000009045
2400,4,30799,11986,0.018844100064598024
2400,5,30799,11986,0.017063400009647012
2400,6,30799,11986,0.01775389991234988
2400,7,30799,11986,0.01710649998858571
2400,8,30799,11986,0.016881100018508732
2400,9,30799,11986,0.01853759994264692
2400,10,30799,11986,0.01840760000050068
2500,1,31049,12864,0.0160104000242427
2500,2,31049,12864,0.01761650003027171
2500,3,31049,12864,0.018150100018829107
2500,4,31049,12864,0.017902999999932945
2500,5,31049,12864,0.01832449994981289
2500,6,31049,12864,0.016369499964639544
2500,7,31049,12864,0.016714400029741228
2500,8,31049,12864,0.017477400018833578
2500,9,31049,12864,0.016990200034342706
2500,10,31049,12864,0.017493000021204352
2600,1,31756,14252,0.01678980002179742
2600,2,31756,14252,0.01603820000309497
2600,3,31756,14252,0.016263300087302923
2600,4,31756,14252,0.0162519000004977
2600,5,31756,14252,0.018152300035580993
2600,6,31756,14252,0.017253699945285916
2600,7,31756,14252,0.01864719996228814
2600,8,31756,14252,0.017367899999953806
2600,9,31756,14252,0.01638960000127554
2600,10,31756,14252,0.01793610001914203
2700,1,32129,13159,0.017276700004003942
2700,2,32129,13159,0.017790499958209693
2700,3,32129,13159,0.018460099934600294
2700,4,32129,13159,0.016452800016850233
2700,5,32129,13159,0.016413999954238534
2700,6,32129,13159,0.01588890003040433
2700,7,32129,13159,0.016402099980041385
2700,8,32129,13159,0.016137999948114157
2700,9,32129,13159,0.01828040007967502
2700,10,32129,13159,0.019059599959291518
2800,1,34054,15317,0.016525399987585843
2800,2,34054,15317,0.016791899921372533
2800,3,34054,15317,0.01712420000694692
2800,4,34054,15317,0.019879500032402575
2800,5,34054,15317,0.017704099998809397
2800,6,34054,15317,0.01732719992287457
2800,7,34054,15317,0.018534999922849238
2800,8,34054,15317,0.022378899971954525
2800,9,34054,15317,0.04406369989737868
2800,10,34054,15317,0.028392899897880852
2900,1,36750,12745,0.018575299996882677
2900,2,36750,12745,0.018776000011712313
2900,3,36750,12745,0.019276699982583523
2900,4,36750,12745,0.018879600102081895
2900,5,36750,12745,0.01752320001833141
2900,6,36750,12745,0.021110299974679947
2900,7,36750,12745,0.0181940000038594
2900,8,36750,12745,0.018236500094644725
2900,9,36750,12745,0.02064050000626594
2900,10,36750,12745,0.018195900018326938
3000,1,35851,15887,0.017351399990729988
3000,2,35851,15887,0.017155800014734268
3000,3,35851,15887,0.016654999926686287
3000,4,35851,15887,0.018054499989375472
3000,5,35851,15887,0.017181699979119003
3000,6,35851,15887,0.023042600019834936
3000,7,35851,15887,0.019015599973499775
3000,8,35851,15887,0.019865999929606915
3000,9,35851,15887,0.01801929995417595
3000,10,35851,15887,0.017010999959893525
3100,1,39249,15310,0.018444000044837594
3100,2,39249,15310,0.017513599945232272
3100,3,39249,15310,0.01884599996265024
3100,4,39249,15310,0.01856130000669509
3100,5,39249,15310,0.021569000091403723
3100,6,39249,15310,0.01799840002786368
3100,7,39249,15310,0.018763800035230815
3100,8,39249,15310,0.01767400000244379
3100,9,39249,15310,0.01817940000910312
3100,10,39249,15310,0.01842360000591725
3200,1,41238,14632,0.01718790002632886
3200,2,41238,14632,0.017479499918408692
3200,3,41238,14632,0.018840699922293425
3200,4,41238,14632,0.017304399982094765
3200,5,41238,14632,0.016843599965795875
3200,6,41238,14632,0.01702969998586923
3200,7,41238,14632,0.02018819993827492
3200,8,41238,14632,0.019461400108411908
3200,9,41238,14632,0.01714350003749132
3200,10,41238,14632,0.019017800106666982
3300,1,40575,18677,0.018624500022269785
3300,2,40575,18677,0.02045650000218302
3300,3,40575,18677,0.017473299987614155
3300,4,40575,18677,0.017463100026361644
3300,5,40575,18677,0.018491300055757165
3300,6,40575,18677,0.017265699920244515
3300,7,40575,18677,0.01805019995663315
3300,8,40575,18677,0.01861169992480427
3300,9,40575,18677,0.01966069999616593
3300,10,40575,18677,0.0173731999238953
3400,1,41933,16324,0.01859860005788505
3400,2,41933,16324,0.01874239998869598
3400,3,41933,16324,0.01929500000551343
3400,4,41933,16324,0.018552599940449
3400,5,41933,16324,0.017701599979773164
3400,6,41933,16324,0.018622800009325147
3400,7,41933,16324,0.018708999967202544
3400,8,41933,16324,0.018378300010226667
3400,9,41933,16324,0.017636300064623356
3400,10,41933,16324,0.018483799998648465
3500,1,46828,15729,0.017507499898783863
3500,2,46828,15729,0.019844299997203052
3500,3,46828,15729,0.021260499954223633
3500,4,46828,15729,0.019996099988929927
3500,5,46828,15729,0.019247099990025163
3500,6,46828,15729,0.01734929997473955
3500,7,46828,15729,0.018238400109112263
3500,8,46828,15729,0.018959200009703636
3500,9,46828,15729,0.019722500001080334
3500,10,46828,15729,0.02010990004055202
3600,1,43953,18055,0.019353199983015656
3600,2,43953,18055,0.01954700006172061
3600,3,43953,18055,0.019229399971663952
3600,4,43953,18055,0.01945639995392412
3600,5,43953,18055,0.02083300007507205
3600,6,43953,18055,0.020107800024561584
3600,7,43953,18055,0.019789300044067204
3600,8,43953,18055,0.017985000042244792
3600,9,43953,18055,0.01910069992300123
3600,10,43953,18055,0.019088800065219402
3700,1,47624,18967,0.017897099955007434
3700,2,47624,18967,0.018500500009395182
3700,3,47624,18967,0.018669000011868775
3700,4,47624,18967,0.018073500017635524
3700,5,47624,18967,0.018764200038276613
3700,6,47624,18967,0.018487100023776293
3700,7,47624,18967,0.019363900064490736
3700,8,47624,18967,0.019124199985526502
3700,9,47624,18967,0.018454100005328655
3700,10,47624,18967,0.018807100015692413
3800,1,47659,19936,0.020796300028450787
3800,2,47659,19936,0.027179900091141462
3800,3,47659,19936,0.025224699988029897
3800,4,47659,19936,0.022892499924637377
3800,5,47659,19936,0.023423100006766617
3800,6,47659,19936,0.02541969995945692
3800,7,47659,19936,0.022313999943435192
3800,8,47659,19936,0.023549599922262132
3800,9,47659,19936,0.025270699989050627
3800,10,47659,19936,0.025257900008000433
3900,1,52044,23028,0.02251780009828508
3900,2,52044,23028,0.0230362000875175
3900,3,52044,23028,0.02419320004992187
3900,4,52044,23028,0.023516800021752715
3900,5,52044,23028,0.023752400069497526
3900,6,52044,23028,0.023979299934580922
3900,7,52044,23028,0.025842700037173927
3900,8,52044,23028,0.02296039997600019
3900,9,52044,23028,0.023506700061261654
3900,10,52044,23028,0.022591899964027107
4000,1,53620,21015,0.0243252000072971
4000,2,53620,21015,0.023943100008182228
4000,3,53620,21015,0.022640899987891316
4000,4,53620,21015,0.022535600000992417
4000,5,53620,21015,0.023283799993805587
4000,6,53620,21015,0.02521260001230985
4000,7,53620,21015,0.025685400003567338
4000,8,53620,21015,0.024986500036902726
4000,9,53620,21015,0.022682599956169724
4000,10,53620,21015,0.025066099944524467
4100,1,53938,20999,0.02733579999767244
4100,2,53938,20999,0.024142300011590123
4100,3,53938,20999,0.02329410007223487
4100,4,53938,20999,0.023410600028000772
4100,5,53938,20999,0.023488800041377544
4100,6,53938,20999,0.027154999901540577
4100,7,53938,20999,0.024193499935790896
4100,8,53938,20999,0.026785199996083975
4100,9,53938,20999,0.025397400022484362
4100,10,53938,20999,0.02380169997923076
4200,1,54270,20151,0.023460199940018356
4200,2,54270,20151,0.023915600031614304
4200,3,54270,20151,0.024767299997620285
4200,4,54270,20151,0.028197199921123683
4200,5,54270,20151,0.023533000028692186
4200,6,54270,20151,0.02371139999013394
4200,7,54270,20151,0.024455899954773486
4200,8,54270,20151,0.026225399924442172
4200,9,54270,20151,0.024424699950031936
4200,10,54270,20151,0.023657500045374036
4300,1,55772,21263,0.023576500010676682
4300,2,55772,21263,0.023740799981169403
4300,3,55772,21263,0.02404059993568808
4300,4,55772,21263,0.02689119998831302
4300,5,55772,21263,0.025053800083696842
4300,6,55772,21263,0.024897800059989095
4300,7,55772,21263,0.023506700061261654
4300,8,55772,21263,0.024712500046007335
4300,9,55772,21263,0.023247399949468672
4300,10,55772,21263,0.02337199996691197
4400,1,58251,23055,0.024353699991479516
4400,2,58251,23055,0.025374700082466006
4400,3,58251,23055,0.02421689999755472
4400,4,58251,23055,0.02923069999087602
4400,5,58251,23055,0.024617700022645295
4400,6,58251,23055,0.02410290006082505
4400,7,58251,23055,0.025239599985070527
4400,8,58251,23055,0.02748239994980395
4400,9,58251,23055,0.02685430005658418
4400,10,58251,23055,0.025844500050880015
4500,1,62621,27480,0.024892200017347932
4500,2,62621,27480,0.02354580000974238
4500,3,62621,27480,0.024629299994558096
4500,4,62621,27480,0.025044099893420935
4500,5,62621,27480,0.026313600013963878
4500,6,62621,27480,0.026116299908608198
4500,7,62621,27480,0.02928080002311617
4500,8,62621,27480,0.025612999917939305
4500,9,62621,27480,0.025514099979773164
4500,10,62621,27480,0.025225399993360043
4600,1,58880,24379,0.024860500008799136
4600,2,58880,24379,0.025348099996335804
4600,3,58880,24379,0.025199800031259656
4600,4,58880,24379,0.025974299991503358
4600,5,58880,24379,0.025236999965272844
4600,6,58880,24379,0.02545860002283007
4600,7,58880,24379,0.02528029994573444
4600,8,58880,24379,0.02594109997153282
4600,9,58880,24379,0.02568830002564937
4600,10,58880,24379,0.025850499980151653
4700,1,61833,25113,0.02447930001653731
4700,2,61833,25113,0.02498420001938939
4700,3,61833,25113,0.02454140002373606
4700,4,61833,25113,0.02528940001502633
4700,5,61833,25113,0.02485529996920377
4700,6,61833,25113,0.028060700045898557
4700,7,61833,25113,0.026094899978488684
4700,8,61833,25113,0.02844839997123927
4700,9,61833,25113,0.026047600083984435
4700,10,61833,25113,0.026989700039848685
4800,1,59043,26231,0.02638579998165369
4800,2,59043,26231,0.02628809993620962
4800,3,59043,26231,0.026320500066503882
4800,4,59043,26231,0.02471950009930879
4800,5,59043,26231,0.027583400020375848
4800,6,59043,26231,0.02532649994827807
4800,7,59043,26231,0.02655619999859482
4800,8,59043,26231,0.02687149995472282
4800,9,59043,26231,0.025836999993771315
4800,10,59043,26231,0.026965000084601343
4900,1,66143,25715,0.02739950001705438
4900,2,66143,25715,0.027781200013123453
4900,3,66143,25715,0.027410399983637035
4900,4,66143,25715,0.025155300041660666
4900,5,66143,25715,0.02469969994854182
4900,6,66143,25715,0.025193999987095594
4900,7,66143,25715,0.02551500010304153
4900,8,66143,25715,0.025167200015857816
4900,9,66143,25715,0.025596800027415156
4900,10,66143,25715,0.026881600031629205
5000,1,65679,26729,0.026239600032567978
5000,2,65679,26729,0.025722999940626323
5000,3,65679,26729,0.02490289998240769
5000,4,65679,26729,0.025468500098213553
5000,5,65679,26729,0.026631199987605214
5000,6,65679,26729,0.026727800024673343
5000,7,65679,26729,0.02559330000076443
5000,8,65679,26729,0.025718900025822222
5000,9,65679,26729,0.02637570002116263
5000,10,65679,26729,0.02541839994955808
5100,1,75205,25584,0.02641419996507466
5100,2,75205,25584,0.02571620000526309
5100,3,75205,25584,0.026306700077839196
5100,4,75205,25584,0.025862700073048472
5100,5,75205,25584,0.026115400018170476
5100,6,75205,25584,0.027618899941444397
5100,7,75205,25584,0.02560829999856651
5100,8,75205,25584,0.024949299986474216
5100,9,75205,25584,0.025637099985033274
5100,10,75205,25584,0.027830100036226213
5200,1,72033,26579,0.02600189996883273
5200,2,72033,26579,0.02504069998394698
5200,3,72033,26579,0.0257652000291273
5200,4,72033,26579,0.0269523001043126
5200,5,72033,26579,0.02858599997125566
5200,6,72033,26579,0.026409300044178963
5200,7,72033,26579,0.026277200086042285
5200,8,72033,26579,0.02776540000922978
5200,9,72033,26579,0.027189299929887056
5200,10,72033,26579,0.02674160001333803
5300,1,70059,28146,0.026112899999134243
5300,2,70059,28146,0.025073600001633167
5300,3,70059,28146,0.026391300023533404
5300,4,70059,28146,0.026872700080275536
5300,5,70059,28146,0.027364299981854856
5300,6,70059,28146,0.026841699960641563
5300,7,70059,28146,0.02624969999305904
5300,8,70059,28146,0.02650300005916506
5300,9,70059,28146,0.02710920001845807
5300,10,70059,28146,0.02803950000088662
5400,1,72909,27117,0.026540399994701147
5400,2,72909,27117,0.02598630008287728
5400,3,72909,27117,0.02607360004913062
5400,4,72909,27117,0.02630770008545369
5400,5,72909,27117,0.02573690004646778
5400,6,72909,27117,0.02767330000642687
5400,7,72909,27117,0.026861099991947412
5400,8,72909,27117,0.026312500005587935
5400,9,72909,27117,0.025919899926520884
5400,10,72909,27117,0.02677440003026277
5500,1,77197,31105,0.02683190000243485
5500,2,77197,31105,0.028086200007237494
5500,3,77197,31105,0.02729590004310012
5500,4,77197,31105,0.028376800008118153
5500,5,77197,31105,0.02569699997548014
5500,6,77197,31105,0.02672520000487566
5500,7,77197,31105,0.026961200055666268
5500,8,77197,31105,0.027575400075875223
5500,9,77197,31105,0.026701300055719912
5500,10,77197,31105,0.02744400000665337
5600,1,79953,34067,0.02661260007880628
5600,2,79953,34067,0.027485699974931777
5600,3,79953,34067,0.02895209996495396
5600,4,79953,34067,0.029626699979417026
5600,5,79953,34067,0.028659200062975287
5600,6,79953,34067,0.02750470000319183
5600,7,79953,34067,0.027038899948820472
5600,8,79953,34067,0.026200199965387583
5600,9,79953,34067,0.027271300088614225
5600,10,79953,34067,0.026195900049060583
5700,1,76280,32278,0.02583179995417595
5700,2,76280,32278,0.02664039994124323
5700,3,76280,32278,0.028343499987386167
5700,4,76280,32278,0.026870799949392676
5700,5,76280,32278,0.031523299985565245
5700,6,76280,32278,0.029053200036287308
5700,7,76280,32278,0.027820299961604178
5700,8,76280,32278,0.028287900029681623
5700,9,76280,32278,0.027370499912649393
5700,10,76280,32278,0.027235299930907786
5800,1,80048,28876,0.026705000083893538
5800,2,80048,28876,0.02950619999319315
5800,3,80048,28876,0.028025500010699034
5800,4,80048,28876,0.031350300065241754
5800,5,80048,28876,0.030704200034961104
5800,6,80048,28876,0.027537700021639466
5800,7,80048,28876,0.027528700069524348
5800,8,80048,28876,0.029222400044091046
5800,9,80048,28876,0.027207800070755184
5800,10,80048,28876,0.02748379996046424
5900,1,88082,30372,0.02689730003476143
5900,2,88082,30372,0.027048900024965405
5900,3,88082,30372,0.028587999986484647
5900,4,88082,30372,0.02911340002901852
5900,5,88082,30372,0.028605800005607307
5900,6,88082,30372,0.027915699989534914
5900,7,88082,30372,0.029231399996206164
5900,8,88082,30372,0.028503600042313337
5900,9,88082,30372,0.031465400010347366
5900,10,88082,30372,0.03001440002117306
6000,1,81062,31694,0.027484499965794384
6000,2,81062,31694,0.028611899935640395
6000,3,81062,31694,0.02800239995121956
6000,4,81062,31694,0.03058009990490973
6000,5,81062,31694,0.027453499962575734
6000,6,81062,31694,0.027699400088749826
6000,7,81062,31694,0.028205599985085428
6000,8,81062,31694,0.02864809997845441
6000,9,81062,31694,0.026969200000166893
6000,10,81062,31694,0.0272525999462232
6100,1,91171,31217,0.027949600014835596
6100,2,91171,31217,0.027936900034546852
6100,3,91171,31217,0.0300236000912264
6100,4,91171,31217,0.027768000029027462
6100,5,91171,31217,0.02717709995340556
6100,6,91171,31217,0.02823179995175451
6100,7,91171,31217,0.03115229995455593
6100,8,91171,31217,0.030480299959890544
6100,9,91171,31217,0.029692500014789402
6100,10,91171,31217,0.027485100086778402
6200,1,92087,31177,0.03015070001129061
6200,2,92087,31177,0.02668329991865903
6200,3,92087,31177,0.02812359994277358
6200,4,92087,31177,0.029398499988019466
6200,5,92087,31177,0.02708380005788058
6200,6,92087,31177,0.02759800001513213
6200,7,92087,31177,0.027783999918028712
6200,8,92087,31177,0.027291800011880696
6200,9,92087,31177,0.028806200018152595
6200,10,92087,31177,0.029050300014205277
6300,1,84045,32956,0.02958640002179891
6300,2,84045,32956,0.027616500039584935
6300,3,84045,32956,0.02782279998064041
6300,4,84045,32956,0.029044999973848462
6300,5,84045,32956,0.02797549997922033
6300,6,84045,32956,0.029013899969868362
6300,7,84045,32956,0.027548399986699224
6300,8,84045,32956,0.031028799945488572
6300,9,84045,32956,0.028727400000207126
6300,10,84045,32956,0.030394400004297495
6400,1,91273,35514,0.027683299966156483
6400,2,91273,35514,0.028522799955680966
6400,3,91273,35514,0.028217699960805476
6400,4,91273,35514,0.029060499975457788
6400,5,91273,35514,0.028787300107069314
6400,6,91273,35514,0.027450900059193373
6400,7,91273,35514,0.027172400034032762
6400,8,91273,35514,0.028810299932956696
6400,9,91273,35514,0.02821879996918142
6400,10,91273,35514,0.030597199918702245
6500,1,88215,36903,0.027491399901919067
6500,2,88215,36903,0.027281700051389635
6500,3,88215,36903,0.027489200001582503
6500,4,88215,36903,0.02787789993453771
6500,5,88215,36903,0.029016799991950393
6500,6,88215,36903,0.027973599964752793
6500,7,88215,36903,0.02875820000190288
6500,8,88215,36903,0.028739199973642826
6500,9,88215,36903,0.027618400054052472
6500,10,88215,36903,0.027726100059226155
6600,1,95534,32852,0.027698899968527257
6600,2,95534,32852,0.02933719998691231
6600,3,95534,32852,0.029554500011727214
6600,4,95534,32852,0.030610400019213557
6600,5,95534,32852,0.029832499916665256
6600,6,95534,32852,0.028914600028656423
6600,7,95534,32852,0.031628599972464144
6600,8,95534,32852,0.030607799999415874
6600,9,95534,32852,0.029010199941694736
6600,10,95534,32852,0.031129400013014674
6700,1,93127,39408,0.02796249999664724
6700,2,93127,39408,0.02795609994791448
6700,3,93127,39408,0.02774579997640103
6700,4,93127,39408,0.03001729992683977
6700,5,93127,39408,0.031726600020192564
6700,6,93127,39408,0.0289106999989599
6700,7,93127,39408,0.028681299998424947
6700,8,93127,39408,0.029425400076434016
6700,9,93127,39408,0.02849719999358058
6700,10,93127,39408,0.028593699913471937
6800,1,93731,32980,0.03318830009084195
6800,2,93731,32980,0.03040839999448508
6800,3,93731,32980,0.029081799904815853
6800,4,93731,32980,0.029186600004322827
6800,5,93731,32980,0.02861000003758818
6800,6,93731,32980,0.028415199951268733
6800,7,93731,32980,0.02777879999484867
6800,8,93731,32980,0.029576600063592196
6800,9,93731,32980,0.029550999985076487
6800,10,93731,32980,0.028652100008912385
6900,1,101477,38201,0.029301000060513616
6900,2,101477,38201,0.028527999995276332
6900,3,101477,38201,0.030041699996218085
6900,4,101477,38201,0.028271399904042482
6900,5,101477,38201,0.028912500012665987
6900,6,101477,38201,0.028392600012011826
6900,7,101477,38201,0.030735600041225553
6900,8,101477,38201,0.030497200088575482
6900,9,101477,38201,0.03091670002322644
6900,10,101477,38201,0.03079240000806749
7000,1,102451,38240,0.028878899989649653
7000,2,102451,38240,0.029044599970802665
7000,3,102451,38240,0.02955039998050779
7000,4,102451,38240,0.02962009992916137
7000,5,102451,38240,0.03130969998892397
7000,6,102451,38240,0.030664500081911683
7000,7,102451,38240,0.03034330008085817
7000,8,102451,38240,0.02905610005836934
7000,9,102451,38240,0.029307999997399747
7000,10,102451,38240,0.02864059992134571
7100,1,108905,38331,0.02913549996446818
7100,2,108905,38331,0.02905150002334267
7100,3,108905,38331,0.03287110000383109
