n,m,comparisons,swaps,execution_time
2400,6,2878800,1441199,0.04421069996897131
2400,7,2878800,1441199,0.04655850003473461
2400,8,2878800,1441199,0.04759230010677129
2400,9,2878800,1441199,0.04425280005671084
2400,10,2878800,1441199,0.047825400019064546
2500,1,3123750,1563749,0.04868830007035285
2500,2,3123750,1563749,0.05148579995147884
2500,3,3123750,1563749,0.04802600003313273
2500,4,3123750,1563749,0.04694010003004223
2500,5,3123750,1563749,0.04819410003256053
2500,6,3123750,1563749,0.04640530003234744
2500,7,3123750,1563749,0.051511900033801794
2500,8,3123750,1563749,0.04752939997706562
2500,9,3123750,1563749,0.04773879994172603
2500,10,3123750,1563749,0.04878149996511638
2600,1,3378700,1691299,0.048730600043199956
2600,2,3378700,1691299,0.04923479992430657
2600,3,3378700,1691299,0.04885480005759746
2600,4,3378700,1691299,0.052453999989666045
2600,5,3378700,1691299,0.051257100072689354
2600,6,3378700,1691299,0.04936139995697886
2600,7,3378700,1691299,0.048641499946825206
2600,8,3378700,1691299,0.05240559997037053
2600,9,3378700,1691299,0.04985409998334944
2600,10,3378700,1691299,0.053062899969518185
2700,1,3643650,1823849,0.05406049999874085
2700,2,3643650,1823849,0.05333230004180223
2700,3,3643650,1823849,0.05157249991316348
2700,4,3643650,1823849,0.05299230001401156
2700,5,3643650,1823849,0.0521493999985978
2700,6,3643650,1823849,0.0535194999538362
2700,7,3643650,1823849,0.05318420007824898
2700,8,3643650,1823849,0.054499999969266355
2700,9,3643650,1823849,0.05164459999650717
2700,10,3643650,1823849,0.05351060000248253
2800,1,3918600,1961399,0.0536209000274539
2800,2,3918600,1961399,0.05599709996022284
2800,3,3918600,1961399,0.05535599996801466
2800,4,3918600,1961399,0.05600660003256053
2800,5,3918600,1961399,0.05384189996402711
2800,6,3918600,1961399,0.05466809996869415
2800,7,3918600,1961399,0.05360640003345907
2800,8,3918600,1961399,0.053777000051923096
2800,9,3918600,1961399,0.05374410003423691
2800,10,3918600,1961399,0.05464589991606772
2900,1,4203550,2103949,0.05896639998536557
2900,2,4203550,2103949,0.05933109996840358
2900,3,4203550,2103949,0.0590817000484094
2900,4,4203550,2103949,0.057875199941918254
2900,5,4203550,2103949,0.059877000050619245
2900,6,4203550,2103949,0.05786600010469556
2900,7,4203550,2103949,0.058653100044466555
2900,8,4203550,2103949,0.057038199971430004
2900,9,4203550,2103949,0.06038819998502731
2900,10,4203550,2103949,0.056889700004830956
3000,1,4498500,2251499,0.06456229998730123
3000,2,4498500,2251499,0.0624449000461027
3000,3,4498500,2251499,0.06015709997154772
3000,4,4498500,2251499,0.06367339997086674
3000,5,4498500,2251499,0.06261570006608963
3000,6,4498500,2251499,0.0604215000057593
3000,7,4498500,2251499,0.060900600044988096
3000,8,4498500,2251499,0.06259960005991161
3000,9,4498500,2251499,0.06365879997611046
3000,10,4498500,2251499,0.061467999941669405
3100,1,4803450,2404049,0.06270910007879138
3100,2,4803450,2404049,0.06470999994780868
3100,3,4803450,2404049,0.06616269994992763
3100,4,4803450,2404049,0.06341420009266585
3100,5,4803450,2404049,0.06309740000870079
3100,6,4803450,2404049,0.06597060000058264
3100,7,4803450,2404049,0.0667943999869749
3100,8,4803450,2404049,0.0646217999747023
3100,9,4803450,2404049,0.06649189989548177
3100,10,4803450,2404049,0.06535669998265803
3200,1,5118400,2561599,0.06643499992787838
3200,2,5118400,2561599,0.06545680004637688
3200,3,5118400,2561599,0.06760599999688566
3200,4,5118400,2561599,0.06882199994288385
3200,5,5118400,2561599,0.06659049994777888
3200,6,5118400,2561599,0.07183740008622408
3200,7,5118400,2561599,0.06818109995219857
3200,8,5118400,2561599,0.07298289996106178
3200,9,5118400,2561599,0.06648390006739646
3200,10,5118400,2561599,0.07146360003389418
3300,1,5443350,2724149,0.06911509996280074
3300,2,5443350,2724149,0.07423470006324351
3300,3,5443350,2724149,0.07688019995111972
3300,4,5443350,2724149,0.0708891999674961
3300,5,5443350,2724149,0.06909889995586127
3300,6,5443350,2724149,0.069538600044325
3300,7,5443350,2724149,0.07126070000231266
3300,8,5443350,2724149,0.06909579993225634
3300,9,5443350,2724149,0.07771089999005198
3300,10,5443350,2724149,0.0720982999773696
3400,1,5778300,2891699,0.07475969998631626
3400,2,5778300,2891699,0.07709659996908158
3400,3,5778300,2891699,0.0781571000115946
3400,4,5778300,2891699,0.0729056999552995
3400,5,5778300,2891699,0.07984949997626245
3400,6,5778300,2891699,0.07731319998856634
3400,7,5778300,2891699,0.07674070005305111
3400,8,5778300,2891699,0.0748319000704214
3400,9,5778300,2891699,0.07423659996129572
3400,10,5778300,2891699,0.07351000001654029
3500,1,6123250,3064249,0.07786460011266172
3500,2,6123250,3064249,0.08033280004747212
3500,3,6123250,3064249,0.08188640000298619
3500,4,6123250,3064249,0.07936169998720288
3500,5,6123250,3064249,0.07816170004662126
3500,6,6123250,3064249,0.07825749996118248
3500,7,6123250,3064249,0.07817550003528595
3500,8,6123250,3064249,0.0834117999766022
3500,9,6123250,3064249,0.08383839996531606
3500,10,6123250,3064249,0.08309390000067651
3600,1,6478200,3241799,0.081989899976179
3600,2,6478200,3241799,0.08423879998736084
3600,3,6478200,3241799,0.08166040002834052
3600,4,6478200,3241799,0.08368590008467436
3600,5,6478200,3241799,0.08166049991268665
3600,6,6478200,3241799,0.08246559998951852
3600,7,6478200,3241799,0.08125669998116791
3600,8,6478200,3241799,0.08168189995922148
3600,9,6478200,3241799,0.08501729997806251
3600,10,6478200,3241799,0.08209809998515993
3700,1,6843150,3424349,0.08655519993044436
3700,2,6843150,3424349,0.08745079999789596
3700,3,6843150,3424349,0.0827422000002116
3700,4,6843150,3424349,0.08560440002474934
3700,5,6843150,3424349,0.08489519997965544
3700,6,6843150,3424349,0.08360160002484918
3700,7,6843150,3424349,0.09070609998889267
3700,8,6843150,3424349,0.08910749992355704
3700,9,6843150,3424349,0.0873665000544861
3700,10,6843150,3424349,0.08572929992806166
3800,1,7218100,3611899,0.08567259996198118
3800,2,7218100,3611899,0.08690639992710203
3800,3,7218100,3611899,0.08607540000230074
3800,4,7218100,3611899,0.09493250004015863
3800,5,7218100,3611899,0.09296039992477745
3800,6,7218100,3611899,0.08954760001506656
3800,7,7218100,3611899,0.08731930004432797
3800,8,7218100,3611899,0.09339230007026345
3800,9,7218100,3611899,0.0917387999361381
3800,10,7218100,3611899,0.09069230000022799
3900,1,7603050,3804449,0.0936499999370426
3900,2,7603050,3804449,0.09418689995072782
3900,3,7603050,3804449,0.0967820999212563
3900,4,7603050,3804449,0.09210580005310476
3900,5,7603050,3804449,0.09280559991020709
3900,6,7603050,3804449,0.09277660003863275
3900,7,7603050,3804449,0.09894799999892712
3900,8,7603050,3804449,0.09269770001992583
3900,9,7603050,3804449,0.09186069993302226
3900,10,7603050,3804449,0.09611470007803291
4000,1,7998000,4001999,0.09907060000114143
4000,2,7998000,4001999,0.09737979993224144
4000,3,7998000,4001999,0.10081520001403987
4000,4,7998000,4001999,0.09666969999670982
4000,5,7998000,4001999,0.09603060001973063
4000,6,7998000,4001999,0.10146009991876781
4000,7,7998000,4001999,0.10019470006227493
4000,8,7998000,4001999,0.09430200001224875
4000,9,7998000,4001999,0.09684960008598864
4000,10,7998000,4001999,0.10056619998067617
4100,1,8402950,4204549,0.10310519998893142
4100,2,8402950,4204549,0.10025279992260039
4100,3,8402950,4204549,0.10004280006978661
4100,4,8402950,4204549,0.10059940000064671
4100,5,8402950,4204549,0.10058410000056028
4100,6,8402950,4204549,0.10156059998553246
4100,7,8402950,4204549,0.1042983999941498
4100,8,8402950,4204549,0.10099289997015148
4100,9,8402950,4204549,0.10742140002548695
4100,10,8402950,4204549,0.09736219991464168
4200,1,8817900,4412099,0.12179430003743619
4200,2,8817900,4412099,0.12618259992450476
4200,3,8817900,4412099,0.10505340003874153
4200,4,8817900,4412099,0.13175449997652322
4200,5,8817900,4412099,0.10625910002272576
4200,6,8817900,4412099,0.1047323999227956
4200,7,8817900,4412099,0.1066063999896869
4200,8,8817900,4412099,0.10862159996759146
4200,9,8817900,4412099,0.11148710001725703
4200,10,8817900,4412099,0.10736300004646182
4300,1,9242850,4624649,0.10881280002649873
4300,2,9242850,4624649,0.11742950009647757
4300,3,9242850,4624649,0.10619179997593164
4300,4,9242850,4624649,0.11435550008900464
4300,5,9242850,4624649,0.1143461000174284
4300,6,9242850,4624649,0.10982400004286319
4300,7,9242850,4624649,0.10535269998945296
4300,8,9242850,4624649,0.11075480002909899
4300,9,9242850,4624649,0.11350320000201464
4300,10,9242850,4624649,0.11525159992743284
4400,1,9677800,4842199,0.11429989989846945
4400,2,9677800,4842199,0.11619710002560169
4400,3,9677800,4842199,0.11623490008059889
4400,4,9677800,4842199,0.112333899945952
4400,5,9677800,4842199,0.14354499999899417
4400,6,9677800,4842199,0.1272278999676928
4400,7,9677800,4842199,0.11537719995249063
4400,8,9677800,4842199,0.11165350000374019
4400,9,9677800,4842199,0.11055190011393279
4400,10,9677800,4842199,0.11299649998545647
4500,1,10122750,5064749,0.1170513000106439
4500,2,10122750,5064749,0.11521149997133762
4500,3,10122750,5064749,0.12251650006510317
4500,4,10122750,5064749,0.11714580003172159
4500,5,10122750,5064749,0.1147243999876082
4500,6,10122750,5064749,0.14133819995913655
4500,7,10122750,5064749,0.14314880000893027
4500,8,10122750,5064749,0.13653619994875044
4500,9,10122750,5064749,0.14705459994729608
4500,10,10122750,5064749,0.13882650004234165
4600,1,10577700,5292299,0.1448021000251174
4600,2,10577700,5292299,0.14296339999418706
4600,3,10577700,5292299,0.1475717999273911
4600,4,10577700,5292299,0.1811094000004232
4600,5,10577700,5292299,0.1707155000185594
4600,6,10577700,5292299,0.16473179997410625
4600,7,10577700,5292299,0.14813850005157292
4600,8,10577700,5292299,0.1475085000274703
4600,9,10577700,5292299,0.14806849998421967
4600,10,10577700,5292299,0.1460351999849081
4700,1,11042650,5524849,0.1497904999414459
4700,2,11042650,5524849,0.1491026000585407
4700,3,11042650,5524849,0.15914050000719726
4700,4,11042650,5524849,0.1501329999882728
4700,5,11042650,5524849,0.15393299993593246
4700,6,11042650,5524849,0.1547180999768898
4700,7,11042650,5524849,0.14760490006301552
4700,8,11042650,5524849,0.15000260004308075
4700,9,11042650,5524849,0.14890329993795604
4700,10,11042650,5524849,0.15365570003632456
4800,1,11517600,5762399,0.157771100057289
4800,2,11517600,5762399,0.16028459998779
4800,3,11517600,5762399,0.15627109992783517
4800,4,11517600,5762399,0.15305219998117536
4800,5,11517600,5762399,0.1547495999839157
4800,6,11517600,5762399,0.15300499997101724
4800,7,11517600,5762399,0.1668506000423804
4800,8,11517600,5762399,0.15543779998552054
4800,9,11517600,5762399,0.15882930008228868
4800,10,11517600,5762399,0.15627180004958063
4900,1,12002550,6004949,0.16085720004048198
4900,2,12002550,6004949,0.1618346000323072
4900,3,12002550,6004949,0.1642678000498563
4900,4,12002550,6004949,0.17280049994587898
4900,5,12002550,6004949,0.16355569998268038
4900,6,12002550,6004949,0.16136350005399436
4900,7,12002550,6004949,0.21204750007018447
4900,8,12002550,6004949,0.18679249996785074
4900,9,12002550,6004949,0.1613886000122875
4900,10,12002550,6004949,0.17598699999507517
5000,1,12497500,6252499,0.17200010002125055
5000,2,12497500,6252499,0.16877150000073016
5000,3,12497500,6252499,0.16480110003612936
5000,4,12497500,6252499,0.16473929991479963
5000,5,12497500,6252499,0.165818199981004
5000,6,12497500,6252499,0.17981480003800243
5000,7,12497500,6252499,0.16578500007744879
5000,8,12497500,6252499,0.163948499946855
5000,9,12497500,6252499,0.17035070003475994
5000,10,12497500,6252499,0.16453230008482933
5100,1,13002450,6505049,0.1836375999264419
5100,2,13002450,6505049,0.18183689995203167
5100,3,13002450,6505049,0.17611910006962717
5100,4,13002450,6505049,0.16940670006442815
5100,5,13002450,6505049,0.17324520007241517
5100,6,13002450,6505049,0.16967460000887513
5100,7,13002450,6505049,0.17119820008520037
5100,8,13002450,6505049,0.1738482000073418
5100,9,13002450,6505049,0.18245029996614903
5100,10,13002450,6505049,0.1704730000346899
5200,1,13517400,6762599,0.18178970005828887
5200,2,13517400,6762599,0.1750645999563858
5200,3,13517400,6762599,0.1763249000068754
5200,4,13517400,6762599,0.1789721999084577
5200,5,13517400,6762599,0.19223519996739924
5200,6,13517400,6762599,0.1961882000323385
5200,7,13517400,6762599,0.22831380006391555
5200,8,13517400,6762599,0.1879962000530213
5200,9,13517400,6762599,0.18998410005588084
5200,10,13517400,6762599,0.18807489995379
5300,1,14042350,7025149,0.18287539994344115
5300,2,14042350,7025149,0.18155219999607652
5300,3,14042350,7025149,0.18426869995892048
5300,4,14042350,7025149,0.18898089998401701
5300,5,14042350,7025149,0.18564599996898323
5300,6,14042350,7025149,0.19639119994826615
5300,7,14042350,7025149,0.1824963999679312
5300,8,14042350,7025149,0.18548380001448095
5300,9,14042350,7025149,0.1850115000270307
5300,10,14042350,7025149,0.1862069999333471
5400,1,14577300,7292699,0.19074200000613928
5400,2,14577300,7292699,0.2050624000839889
5400,3,14577300,7292699,0.18824280006811023
5400,4,14577300,7292699,0.18974850000813603
5400,5,14577300,7292699,0.193035600008443
5400,6,14577300,7292699,0.18791440001223236
5400,7,14577300,7292699,0.2005068000871688
5400,8,14577300,7292699,0.191206100047566
5400,9,14577300,7292699,0.18786009994801134
5400,10,14577300,7292699,0.19344669999554753
5500,1,15122250,7565249,0.19483169994782656
5500,2,15122250,7565249,0.1949545000679791
5500,3,15122250,7565249,0.22747190005611628
5500,4,15122250,7565249,0.23733139992691576
5500,5,15122250,7565249,0.2109793999698013
5500,6,15122250,7565249,0.19966429995838553
5500,7,15122250,7565249,0.19841990002896637
5500,8,15122250,7565249,0.21094820008147508
5500,9,15122250,7565249,0.19517600000835955
5500,10,15122250,7565249,0.19670589989982545
5600,1,15677200,7842799,0.2122579999268055
5600,2,15677200,7842799,0.24253699998371303
5600,3,15677200,7842799,0.25169499998446554
5600,4,15677200,7842799,0.23982220003381371
5600,5,15677200,7842799,0.23922550003044307
5600,6,15677200,7842799,0.21587559999898076
5600,7,15677200,7842799,0.2450276999734342
5600,8,15677200,7842799,0.2139280999545008
5600,9,15677200,7842799,0.21132969995960593
5600,10,15677200,7842799,0.2144855000078678
5700,1,16242150,8125349,0.20994030009023845
5700,2,16242150,8125349,0.21221430005971342
5700,3,16242150,8125349,0.22009769990108907
5700,4,16242150,8125349,0.21081740001682192
5700,5,16242150,8125349,0.20931389997713268
5700,6,16242150,8125349,0.21338450000621378
5700,7,16242150,8125349,0.24251469993032515
5700,8,16242150,8125349,0.24752239999361336
5700,9,16242150,8125349,0.2090437998995185
5700,10,16242150,8125349,0.21087399998214096
5800,1,16817100,8412899,0.21546129998750985
5800,2,16817100,8412899,0.22402019996661693
5800,3,16817100,8412899,0.2211146999616176
5800,4,16817100,8412899,0.2144309999421239
5800,5,16817100,8412899,0.21702570002526045
5800,6,16817100,8412899,0.2202759999781847
5800,7,16817100,8412899,0.2290385999949649
5800,8,16817100,8412899,0.21428650000598282
5800,9,16817100,8412899,0.22035409999080002
5800,10,16817100,8412899,0.21457660000305623
5900,1,17402050,8705449,0.2278902999823913
5900,2,17402050,8705449,0.2381309000775218
5900,3,17402050,8705449,0.21975149994250387
5900,4,17402050,8705449,0.22012199996970594
5900,5,17402050,8705449,0.22487399994861335
5900,6,17402050,8705449,0.2240321000572294
5900,7,17402050,8705449,0.23373719991650432
5900,8,17402050,8705449,0.22190690005663782
5900,9,17402050,8705449,0.21989960002247244
5900,10,17402050,8705449,0.23843260004650801
6000,1,17997000,9002999,0.29083820001687855
6000,2,17997000,9002999,0.23631020006723702
6000,3,17997000,9002999,0.23170890007168055
6000,4,17997000,9002999,0.22910070000216365
6000,5,17997000,9002999,0.23407300002872944
6000,6,17997000,9002999,0.2425137999234721
6000,7,17997000,9002999,0.23142450000159442
6000,8,17997000,9002999,0.22692020004615188
6000,9,17997000,9002999,0.23639730003196746
6000,10,17997000,9002999,0.22720740002114326
6100,1,18601950,9305549,0.24915040004998446
6100,2,18601950,9305549,0.2466705999104306
6100,3,18601950,9305549,0.24633680004626513
6100,4,18601950,9305549,0.2382539000827819
6100,5,18601950,9305549,0.2468547000316903
6100,6,18601950,9305549,0.2332139000063762
6100,7,18601950,9305549,0.23551359993871301
6100,8,18601950,9305549,0.24258209997788072
6100,9,18601950,9305549,0.23678089992608875
6100,10,18601950,9305549,0.24888760002795607
6200,1,19216900,9613099,0.2420764999696985
6200,2,19216900,9613099,0.29107989999465644
6200,3,19216900,9613099,0.2795046999817714
6200,4,19216900,9613099,0.25833889993373305
6200,5,19216900,9613099,0.2422680000308901
6200,6,19216900,9613099,0.23268879996612668
6200,7,19216900,9613099,0.2148944999789819
6200,8,19216900,9613099,0.2161365000065416
6200,9,19216900,9613099,0.20773829997051507
6200,10,19216900,9613099,0.23235760000534356
6300,1,19841850,9925649,0.24953190004453063
6300,2,19841850,9925649,0.25936949998140335
6300,3,19841850,9925649,0.2633828000398353
6300,4,19841850,9925649,0.25021640001796186
6300,5,19841850,9925649,0.2500267999712378
6300,6,19841850,9925649,0.25117079995106906
6300,7,19841850,9925649,0.26313520001713187
6300,8,19841850,9925649,0.2521012000506744
6300,9,19841850,9925649,0.24849140003789216
6300,10,19841850,9925649,0.2540680000092834
6400,1,20476800,10243199,0.2725729000521824
6400,2,20476800,10243199,0.2638505999930203
6400,3,20476800,10243199,0.33437559998128563
6400,4,20476800,10243199,0.2833538999548182
6400,5,20476800,10243199,0.2749271000502631
6400,6,20476800,10243199,0.23150570003781468
6400,7,20476800,10243199,0.21973849995993078
6400,8,20476800,10243199,0.21616730000823736
6400,9,20476800,10243199,0.2290078999940306
6400,10,20476800,10243199,0.24953279993496835
6500,1,21121750,10565749,0.2645209999755025
6500,2,21121750,10565749,0.26353120000567287
6500,3,21121750,10565749,0.2695561000145972
6500,4,21121750,10565749,0.2764418999431655
6500,5,21121750,10565749,0.26253710000310093
6500,6,21121750,10565749,0.2623331999639049
6500,7,21121750,10565749,0.26387799996882677
6500,8,21121750,10565749,0.28132529999129474
6500,9,21121750,10565749,0.2675326999742538
6500,10,21121750,10565749,0.26762029994279146
6600,1,21776700,10893299,0.2808406000258401
6600,2,21776700,10893299,0.2842673999257386
6600,3,21776700,10893299,0.33529670001007617
