n,k,comparisons,swaps
50,54,243,152
50,55,282,179
50,56,224,138
50,57,313,186
50,58,221,138
50,59,246,158
50,60,227,162
50,61,259,168
50,62,232,166
50,63,257,131
50,64,243,161
50,65,224,143
50,66,310,190
50,67,236,153
50,68,232,143
50,69,261,197
50,70,227,142
50,71,255,160
50,72,235,151
50,73,267,162
50,74,329,193
50,75,258,193
50,76,258,180
50,77,282,189
50,78,223,157
50,79,244,163
50,80,252,171
50,81,239,163
50,82,340,197
50,83,267,162
50,84,239,171
50,85,259,170
50,86,258,142
50,87,249,169
50,88,257,156
50,89,255,150
50,90,277,155
50,91,235,161
50,92,246,170
50,93,260,172
50,94,223,150
50,95,250,150
50,96,233,125
50,97,237,149
50,98,226,162
50,99,237,141
50,100,235,171
