n,k,comparisons,swaps
10,1,27,24
10,2,20,14
10,3,27,26
10,4,27,27
10,5,24,20
10,6,35,32
10,7,27,26
10,8,30,24
10,9,21,22
10,10,37,29
10,11,23,19
10,12,22,19
10,13,26,24
10,14,23,22
10,15,21,18
10,16,22,18
10,17,21,20
10,18,21,20
10,19,20,17
10,20,28,21
10,21,25,23
10,22,24,17
10,23,20,14
10,24,23,13
10,25,25,23
10,26,22,17
10,27,24,17
10,28,29,25
10,29,23,16
10,30,22,14
10,31,22,22
10,32,33,22
10,33,25,24
10,34,21,20
10,35,29,28
10,36,35,28
10,37,21,21
10,38,25,12
10,39,22,13
10,40,29,13
10,41,24,16
10,42,20,18
10,43,25,23
10,44,21,17
10,45,21,18
10,46,25,12
10,47,23,19
10,48,25,27
10,49,22,17
10,50,20,13
10,51,23,21
10,52,23,23
10,53,22,19
10,54,24,18
10,55,30,24
10,56,26,18
10,57,28,24
10,58,27,21
10,59,25,17
10,60,20,15
10,61,28,15
10,62,21,22
10,63,22,13
10,64,19,14
10,65,21,19
10,66,19,15
10,67,24,11
10,68,21,15
10,69,27,25
10,70,20,17
10,71,23,19
10,72,20,16
10,73,30,21
10,74,23,20
10,75,22,19
10,76,25,23
10,77,20,19
10,78,23,21
10,79,28,28
10,80,31,18
10,81,30,28
10,82,21,15
10,83,21,18
10,84,22,14
10,85,27,18
10,86,21,14
10,87,23,17
10,88,23,24
10,89,25,21
10,90,28,27
10,91,26,18
10,92,20,16
10,93,24,15
10,94,20,16
10,95,25,23
10,96,25,26
10,97,29,18
10,98,24,20
10,99,19,14
10,100,29,33
20,1,73,45
20,2,64,43
20,3,68,40
20,4,64,45
20,5,61,43
20,6,78,40
20,7,70,46
20,8,59,32
20,9,84,60
20,10,74,35
20,11,64,54
20,12,64,38
20,13,69,54
20,14,73,55
20,15,62,51
20,16,61,49
20,17,61,42
20,18,76,41
20,19,68,48
20,20,64,54
20,21,74,50
20,22,69,43
20,23,86,72
20,24,96,79
20,25,69,42
20,26,69,41
20,27,87,47
20,28,92,37
20,29,69,58
20,30,88,69
20,31,75,69
20,32,69,42
20,33,65,51
20,34,79,54
20,35,95,90
20,36,66,43
20,37,68,44
20,38,72,57
20,39,91,68
20,40,78,38
20,41,63,52
20,42,78,53
20,43,87,78
20,44,72,46
20,45,65,43
20,46,70,50
20,47,64,36
20,48,62,48
20,49,74,67
20,50,71,57
20,51,67,45
20,52,62,47
20,53,70,53
20,54,66,35
20,55,61,37
20,56,65,47
20,57,67,47
20,58,65,55
20,59,86,59
20,60,74,57
20,61,65,50
20,62,78,50
20,63,74,60
20,64,68,50
20,65,80,51
20,66,92,69
20,67,76,50
20,68,77,71
20,69,59,47
20,70,77,65
20,71,82,60
20,72,72,42
20,73,65,42
20,74,71,45
20,75,84,64
20,76,72,56
20,77,61,50
20,78,64,44
20,79,59,44
20,80,87,67
20,81,96,77
20,82,64,56
20,83,86,58
20,84,83,47
20,85,67,54
20,86,70,40
20,87,78,38
20,88,61,47
20,89,68,55
20,90,62,42
20,91,77,42
20,92,83,36
20,93,66,58
20,94,69,54
20,95,75,64
20,96,104,69
20,97,70,48
20,98,60,42
20,99,59,38
20,100,65,53
30,1,132,84
30,2,115,84
30,3,133,90
30,4,180,125
30,5,120,106
30,6,152,64
30,7,118,69
30,8,154,99
30,9,125,89
30,10,140,71
30,11,111,59
30,12,133,92
30,13,149,92
30,14,109,72
30,15,155,92
30,16,128,106
30,17,128,79
30,18,110,70
30,19,119,77
30,20,106,69
30,21,108,63
30,22,137,72
30,23,119,85
30,24,121,84
30,25,150,113
30,26,126,94
30,27,133,94
30,28,123,80
30,29,114,83
30,30,132,107
30,31,137,101
30,32,143,122
30,33,112,82
30,34,125,89
30,35,143,123
30,36,144,119
30,37,167,123
30,38,137,94
30,39,112,73
30,40,147,91
30,41,137,115
30,42,135,82
30,43,131,109
30,44,116,102
30,45,108,85
30,46,107,62
30,47,129,92
30,48,152,104
30,49,203,127
30,50,118,90
30,51,129,99
30,52,126,87
30,53,112,83
30,54,129,84
30,55,102,74
30,56,121,97
30,57,126,86
30,58,133,74
30,59,140,95
30,60,115,79
30,61,151,77
30,62,133,83
30,63,162,124
30,64,125,60
30,65,134,75
30,66,134,57
30,67,154,114
30,68,131,100
30,69,112,73
30,70,153,122
30,71,115,81
30,72,136,87
30,73,120,84
30,74,124,94
30,75,118,89
30,76,119,101
30,77,136,59
30,78,120,85
30,79,119,89
30,80,141,74
30,81,134,73
30,82,134,58
30,83,162,84
30,84,127,98
30,85,123,94
30,86,110,90
30,87,154,112
30,88,127,107
30,89,140,97
30,90,115,78
30,91,153,104
30,92,118,78
30,93,128,105
30,94,132,78
30,95,119,72
30,96,124,76
30,97,110,76
30,98,111,77
30,99,106,75
30,100,116,77
40,1,159,116
40,2,202,120
40,3,179,138
40,4,188,129
40,5,211,138
40,6,205,103
40,7,162,125
40,8,201,141
40,9,207,158
40,10,181,124
40,11,169,106
40,12,191,127
40,13,184,126
40,14,167,112
40,15,171,116
40,16,158,107
40,17,180,135
40,18,208,138
40,19,215,134
40,20,168,143
40,21,186,119
40,22,219,169
40,23,175,126
40,24,176,125
40,25,202,116
40,26,200,144
40,27,183,96
40,28,181,144
40,29,169,145
40,30,186,117
40,31,194,104
40,32,242,137
40,33,176,117
40,34,235,111
40,35,177,114
40,36,164,114
40,37,202,132
40,38,176,125
40,39,225,134
40,40,177,118
40,41,165,116
40,42,180,136
40,43,211,89
40,44,229,163
40,45,163,111
40,46,185,118
40,47,200,96
40,48,179,141
40,49,179,97
40,50,164,110
40,51,191,144
40,52,174,129
40,53,163,109
40,54,181,93
40,55,184,151
40,56,173,124
40,57,193,109
40,58,161,104
40,59,185,128
40,60,160,118
40,61,160,107
40,62,178,121
40,63,195,126
40,64,171,124
40,65,190,93
40,66,212,100
40,67,228,123
40,68,210,147
40,69,200,159
40,70,166,96
40,71,183,102
40,72,201,148
40,73,187,142
40,74,213,164
40,75,187,121
40,76,194,128
40,77,186,101
40,78,221,100
40,79,180,142
40,80,208,142
40,81,184,102
40,82,180,122
40,83,189,119
40,84,216,131
40,85,168,117
40,86,155,96
40,87,165,116
40,88,194,151
40,89,185,108
40,90,188,135
40,91,215,134
40,92,206,148
40,93,188,154
40,94,176,120
40,95,200,130
40,96,201,146
40,97,160,93
40,98,203,98
40,99,169,117
40,100,171,107
50,1,239,161
50,2,242,161
50,3,273,208
50,4,245,188
50,5,240,166
50,6,242,187
50,7,262,138
50,8,216,144
50,9,229,149
50,10,277,189
50,11,245,146
50,12,247,196
50,13,244,159
50,14,232,145
50,15,291,150
50,16,230,147
50,17,274,143
50,18,272,180
50,19,232,186
50,20,254,149
50,21,247,176
50,22,263,153
50,23,318,143
50,24,262,176
50,25,281,192
50,26,241,127
50,27,257,156
50,28,263,156
50,29,277,195
50,30,385,232
50,31,238,131
50,32,280,187
50,33,296,235
50,34,211,146
50,35,244,198
50,36,250,136
50,37,254,183
50,38,254,174
50,39,226,142
50,40,304,230
50,41,217,138
50,42,254,168
50,43,258,188
50,44,269,149
50,45,311,180
50,46,268,173
50,47,318,162
50,48,273,208
50,49,233,148
50,50,215,153
50,51,289,167
50,52,233,167
50,53,223,142
