n,k,comparisons,swaps
40,25,394,359
40,26,356,321
40,27,400,363
40,28,399,363
40,29,424,389
40,30,426,392
40,31,445,408
40,32,441,404
40,33,374,338
40,34,415,380
40,35,463,427
40,36,423,387
40,37,420,384
40,38,387,348
40,39,437,404
40,40,398,362
40,41,412,375
40,42,398,363
40,43,349,313
40,44,444,410
40,45,429,393
40,46,438,403
40,47,440,407
40,48,383,346
40,49,438,403
40,50,425,388
40,51,417,380
40,52,413,376
40,53,463,426
40,54,410,371
40,55,362,324
40,56,443,405
40,57,405,369
40,58,423,385
40,59,471,437
40,60,465,432
40,61,423,388
40,62,436,401
40,63,453,420
40,64,450,414
40,65,398,360
40,66,439,406
40,67,329,292
40,68,401,365
40,69,455,419
40,70,397,361
40,71,365,329
40,72,438,401
40,73,432,395
40,74,402,366
40,75,418,381
40,76,517,486
40,77,465,427
40,78,473,436
40,79,345,308
40,80,362,325
40,81,400,365
40,82,451,415
40,83,408,372
40,84,404,368
40,85,439,403
40,86,381,344
40,87,421,383
40,88,385,350
40,89,367,331
40,90,472,437
40,91,443,405
40,92,400,362
40,93,394,356
40,94,344,308
40,95,447,415
40,96,452,417
40,97,383,345
40,98,451,416
40,99,444,408
40,100,409,372
50,1,648,601
50,2,619,573
50,3,676,632
50,4,647,604
50,5,668,621
50,6,678,635
50,7,544,502
50,8,653,608
50,9,641,595
50,10,638,594
50,11,566,520
50,12,642,596
50,13,728,682
50,14,757,712
50,15,690,643
50,16,670,625
50,17,583,539
50,18,681,635
50,19,567,521
50,20,556,511
50,21,703,655
50,22,616,571
50,23,618,573
50,24,677,632
50,25,597,552
50,26,626,584
50,27,619,572
50,28,692,645
50,29,483,437
50,30,662,616
50,31,721,675
50,32,760,714
50,33,571,525
50,34,710,668
50,35,664,618
50,36,590,545
50,37,586,540
50,38,690,642
50,39,749,704
50,40,701,656
50,41,665,618
50,42,611,565
50,43,754,708
50,44,582,536
50,45,662,617
50,46,624,579
50,47,549,502
50,48,718,673
50,49,657,611
50,50,644,600
50,51,655,613
50,52,672,626
50,53,716,672
50,54,627,579
50,55,578,532
50,56,584,536
50,57,766,719
50,58,560,512
50,59,701,655
50,60,706,661
50,61,538,491
50,62,654,610
50,63,634,587
50,64,603,555
50,65,638,594
50,66,802,757
50,67,640,592
50,68,641,595
50,69,618,571
50,70,637,592
50,71,554,508
50,72,687,643
50,73,640,594
50,74,614,571
50,75,598,553
50,76,626,585
50,77,564,517
50,78,648,604
50,79,651,607
50,80,553,508
50,81,630,586
50,82,706,659
50,83,641,596
50,84,659,611
50,85,742,694
50,86,580,534
50,87,686,642
50,88,690,646
50,89,507,461
50,90,609,561
50,91,709,666
50,92,536,489
50,93,655,607
50,94,643,596
50,95,687,638
50,96,601,554
50,97,686,640
50,98,661,615
50,99,522,476
50,100,588,542
