n,k,comparisons, execution_time
30000,3,9,0.05561079998733476
30000,4,11,0.0548294999753125
30000,5,12,0.0555632000323385
30000,6,15,0.055432400025893
30000,7,15,0.05550539999967441
30000,8,11,0.056827799999155104
30000,9,12,0.055953499977476895
30000,10,14,0.05618220003088936
31000,1,12,0.0566613000119105
31000,2,12,0.0556551999761723
31000,3,13,0.056864699989091605
31000,4,13,0.05614369997056201
31000,5,14,0.05619129998376593
31000,6,13,0.05586929997662082
31000,7,13,0.05600970005616546
31000,8,12,0.06671059998916462
31000,9,13,0.06722870003432035
31000,10,12,0.06503420002991334
32000,1,14,0.0591061000013724
32000,2,14,0.056850099994335324
32000,3,13,0.057789299986325204
32000,4,14,0.05619919998571277
32000,5,11,0.05735180003102869
32000,6,14,0.06236029998399317
32000,7,14,0.058969900012016296
32000,8,15,0.058149099990259856
32000,9,12,0.05747879995033145
32000,10,13,0.057463400007691234
33000,1,13,0.061129000037908554
33000,2,14,0.06063329998869449
33000,3,12,0.057735899987164885
33000,4,11,0.05858130002161488
33000,5,13,0.0580253999796696
33000,6,12,0.05783480004174635
33000,7,13,0.058387700002640486
33000,8,15,0.0586967000272125
33000,9,14,0.05845399998361245
33000,10,13,0.05896920000668615
34000,1,15,0.05882590002147481
34000,2,14,0.06055029999697581
34000,3,15,0.06013970001367852
34000,4,13,0.06091639999067411
34000,5,15,0.05901349999476224
34000,6,12,0.06411939999088645
34000,7,16,0.05983939999714494
34000,8,14,0.059710900008212775
34000,9,12,0.05857510003261268
34000,10,12,0.058540300000458956
35000,1,15,0.06628319999435917
35000,2,16,0.06617920001735911
35000,3,15,0.06795590004185215
35000,4,12,0.06172100000549108
35000,5,15,0.060190899996086955
35000,6,13,0.06153080001240596
35000,7,13,0.060487200040370226
35000,8,14,0.05989229999249801
35000,9,9,0.06047319999197498
35000,10,15,0.0588873999658972
36000,1,11,0.060024800011888146
36000,2,14,0.06131509999977425
36000,3,15,0.060687299992423505
36000,4,15,0.06363160000182688
36000,5,14,0.061297499982174486
36000,6,14,0.06226539995986968
36000,7,11,0.06213869998464361
36000,8,11,0.0615307999541983
36000,9,10,0.06222269998397678
36000,10,12,0.0625243000104092
37000,1,16,0.06219369999598712
37000,2,13,0.06324849999509752
37000,3,12,0.062383700045756996
37000,4,14,0.06339170003775507
37000,5,15,0.06497850001323968
37000,6,15,0.061914100020658225
37000,7,15,0.06181250000372529
37000,8,15,0.06293050001841038
