n,k,comparisons, execution_time
30000,6,15,0.0731243000482209
30000,7,15,0.07998219999717548
30000,8,15,0.0738611999549903
30000,9,15,0.07215320004615933
30000,10,15,0.07139469997491688
31000,1,15,0.07160090003162622
31000,2,15,0.07112039998173714
31000,3,15,0.07156830001622438
31000,4,15,0.08107760001439601
31000,5,15,0.07161909999558702
31000,6,15,0.07263499998953193
31000,7,15,0.07083270000293851
31000,8,15,0.07536620000610128
31000,9,15,0.07113339996431023
31000,10,15,0.07314110000152141
32000,1,15,0.07411510002566501
32000,2,15,0.07512340001994744
32000,3,15,0.08042579999892041
32000,4,15,0.07402250001905486
32000,5,15,0.07470889994874597
32000,6,15,0.079527199966833
32000,7,15,0.07700250000925735
32000,8,15,0.08079490001546219
32000,9,15,0.08371819998137653
32000,10,15,0.08355069998651743
33000,1,15,0.08890089998021722
33000,2,15,0.09199719998287037
33000,3,15,0.09458520001498982
33000,4,15,0.09696680004708469
33000,5,15,0.10249860002659261
33000,6,15,0.09229179995600134
33000,7,15,0.09205470001325011
33000,8,15,0.0813526000129059
33000,9,15,0.08217389998026192
33000,10,15,0.08545720000984147
34000,1,15,0.08411910000722855
34000,2,15,0.07623720000265166
34000,3,16,0.08243270003004
34000,4,15,0.07689609995577484
34000,5,16,0.07624350005062297
34000,6,15,0.07383499998832121
34000,7,15,0.07468010002048686
34000,8,15,0.07543389999773353
34000,9,15,0.07560799998464063
34000,10,15,0.07411839999258518
35000,1,15,0.07731580000836402
35000,2,15,0.07604329998139292
35000,3,15,0.07802040001843125
35000,4,16,0.08625459996983409
35000,5,15,0.08485370001289994
35000,6,15,0.08089920005295426
35000,7,15,0.08053389994893223
35000,8,15,0.07973969995509833
35000,9,15,0.0785401999601163
35000,10,15,0.07609420001972467
36000,1,15,0.07658870000159368
36000,2,15,0.07725329999811947
36000,3,16,0.08646279998356476
36000,4,15,0.07686319999629632
36000,5,15,0.07695249997777864
36000,6,16,0.07703380001476035
36000,7,15,0.08013899996876717
36000,8,15,0.08086120005464181
36000,9,15,0.07761009997921064
36000,10,15,0.07870710000861436
37000,1,16,0.07890599995153025
37000,2,16,0.08441369998035952
37000,3,15,0.07494489999953657
37000,4,16,0.07646150002256036
37000,5,15,0.07662240002537146
37000,6,15,0.07991140004014596
37000,7,15,0.0809159999480471
37000,8,15,0.07882119994610548
37000,9,16,0.07980509998742491
37000,10,15,0.07941230002325028
38000,1,15,0.07890129997394979
38000,2,16,0.07943230000091717
38000,3,16,0.07975370000349358
38000,4,15,0.08270230004563928
38000,5,16,0.08051880000857636
38000,6,15,0.0866006999858655
38000,7,15,0.08252799999900162
38000,8,16,0.08205759996781126
38000,9,16,0.08084340003551915
38000,10,16,0.08125479996670038
39000,1,15,0.08255980000831187
39000,2,16,0.08272369997575879
39000,3,16,0.08382199995685369
39000,4,15,0.08475040004123002
39000,5,15,0.08323899999959394
39000,6,15,0.08221449999837205
39000,7,15,0.08209729997906834
39000,8,15,0.08213120000436902
39000,9,16,0.0872341999784112
39000,10,15,0.0827988000237383
40000,1,16,0.08278609998524189
40000,2,16,0.08450080000329763
40000,3,16,0.08529690001159906
40000,4,15,0.08577369997510687
40000,5,15,0.08397490001516417
40000,6,15,0.08408050000434741
40000,7,16,0.08411639998666942
40000,8,15,0.08556970005156472
40000,9,15,0.08400959998834878
40000,10,15,0.08323980000568554
41000,1,15,0.0842865000013262
41000,2,16,0.08468670002184808
41000,3,15,0.09132740000495687
41000,4,16,0.09133840003050864
41000,5,16,0.09056219999911264
41000,6,16,0.0849634000333026
41000,7,15,0.08346369996434078
41000,8,15,0.08457760000601411
41000,9,16,0.09574939997401088
41000,10,15,0.0862908999552019
42000,1,16,0.09099250001600012
42000,2,16,0.08295730000827461
42000,3,15,0.08494109997991472
42000,4,16,0.08553420001408085
42000,5,15,0.08736090001184493
42000,6,15,0.0856140999821946
42000,7,15,0.08526590000838041
42000,8,16,0.09147400001529604
42000,9,15,0.08658959995955229
42000,10,15,0.09291130001656711
43000,1,15,0.08641400001943111
43000,2,15,0.08807729999534786
43000,3,15,0.08594739995896816
43000,4,15,0.0916974000283517
43000,5,15,0.08561499998904765
43000,6,15,0.08485980000114068
43000,7,16,0.08550159999867901
43000,8,16,0.0875998999690637
43000,9,16,0.0852362000150606
43000,10,16,0.08830539998598397
44000,1,15,0.09649590001208708
44000,2,16,0.0865223000291735
44000,3,16,0.08968410000670701
44000,4,16,0.09472680004546419
44000,5,15,0.08988790004514158
44000,6,16,0.098068899998907
44000,7,16,0.08750339999096468
44000,8,16,0.08634020003955811
44000,9,15,0.0870913999970071
44000,10,16,0.0871225000009872
45000,1,16,0.09643869998399168
45000,2,15,0.08945269999094307
45000,3,16,0.09799440001370385
45000,4,15,0.09611599997151643
45000,5,16,0.09778769995318726
45000,6,15,0.08819959999527782
45000,7,16,0.09770160005427897
45000,8,15,0.10567150003043935
45000,9,15,0.12331970001105219
45000,10,16,0.13562440004898235
46000,1,16,0.1512675000121817
46000,2,15,0.11538339999970049
46000,3,16,0.10601170000154525
46000,4,15,0.09774800000013784
46000,5,16,0.09327779995510355
46000,6,16,0.09360170003492385
46000,7,16,0.09317509998800233
46000,8,15,0.0914780999883078
46000,9,16,0.09127249999437481
46000,10,15,0.088717499980703
47000,1,16,0.09053139999741688
47000,2,15,0.0898524000076577
47000,3,15,0.09560530004091561
47000,4,16,0.10372449998976663
47000,5,16,0.09567820001393557
47000,6,16,0.09277209994615987
47000,7,15,0.09489579999353737
47000,8,16,0.09200679999776185
47000,9,15,0.09102370002074167
47000,10,16,0.089305899979081
48000,1,16,0.08883130003232509
48000,2,15,0.08947010000701994
48000,3,16,0.09017250000033528
48000,4,15,0.0923975000041537
48000,5,15,0.10004350001690909
48000,6,16,0.0927566000027582
48000,7,15,0.09075690002646297
48000,8,16,0.09104830003343523
48000,9,16,0.09264080005232245
48000,10,15,0.091944899992086
49000,1,16,0.09310030000051484
49000,2,16,0.09287849999964237
49000,3,16,0.0912938000401482
49000,4,15,0.09116579999681562
49000,5,16,0.09424059995217249
49000,6,16,0.09262409998336807
49000,7,15,0.09458560001803562
49000,8,16,0.09430430002976209
49000,9,15,0.09393879998242483
49000,10,15,0.09382519999053329
50000,1,16,0.09364959999220446
50000,2,16,0.09448450000490993
50000,3,15,0.09409859997685999
50000,4,16,0.09525459998985752
50000,5,15,0.0983233000151813
50000,6,16,0.0978894000290893
50000,7,16,0.09263079997617751
50000,8,16,0.09316290001152083
50000,9,16,0.10357559996191412
50000,10,16,0.09468310000374913
51000,1,16,0.09763909998582676
51000,2,16,0.09564620000310242
51000,3,15,0.09585600002901629
51000,4,16,0.09687040001153946
51000,5,16,0.09585489996243268
51000,6,15,0.09697529999539256
51000,7,16,0.0960462000221014
51000,8,16,0.09595689998241141
51000,9,16,0.09669120004400611
51000,10,16,0.10319579998031259
52000,1,16,0.09947299998020753
52000,2,16,0.10332120000384748
52000,3,16,0.10325460002059117
52000,4,16,0.09569320001173764
52000,5,16,0.10255459998734295
52000,6,16,0.10392719996161759
52000,7,16,0.11596320004900917
52000,8,16,0.0996949999826029
52000,9,16,0.0948723999899812
52000,10,15,0.09832420002203435
53000,1,16,0.10711440001614392
53000,2,16,0.09932159999152645
53000,3,16,0.09704280004370958
53000,4,16,0.0968400000128895
53000,5,16,0.10597480001160875
53000,6,16,0.09691969997948036
53000,7,16,0.09606640000129119
53000,8,15,0.09664639999391511
53000,9,16,0.09824020002270117
53000,10,16,0.10078340000472963
54000,1,15,0.10061159997712821
54000,2,15,0.10200220003025606
54000,3,16,0.10017729998799041
54000,4,15,0.09977229998912662
54000,5,16,0.10015539999585599
54000,6,16,0.10902460000943393
54000,7,16,0.101414900040254
54000,8,16,0.09608520002802834
54000,9,16,0.10524160001659766
54000,10,16,0.09950999997090548
55000,1,15,0.09952549997251481
55000,2,15,0.10017760004848242
55000,3,16,0.10661139996955171
55000,4,16,0.10186190000968054
55000,5,16,0.10861530003603548
55000,6,16,0.09979339997516945
55000,7,16,0.10003160004271194
55000,8,16,0.10908520000521094
55000,9,16,0.10706800001207739
55000,10,15,0.10746109997853637
56000,1,16,0.10847600002307445
56000,2,16,0.10915249999379739
56000,3,16,0.10124039999209344
56000,4,16,0.09936299995752051
56000,5,16,0.10214939998695627
56000,6,16,0.10381810000399128
56000,7,16,0.10118619998684153
56000,8,16,0.10079150000819936
56000,9,16,0.10191389999818057
56000,10,15,0.10448710003402084
57000,1,16,0.10758209996856749
57000,2,15,0.102915600000415
57000,3,15,0.10514530004002154
57000,4,16,0.10315919999266043
57000,5,16,0.10218440002063289
57000,6,16,0.10242780001135543
57000,7,16,0.1026601999765262
57000,8,16,0.10230479994788766
57000,9,15,0.10459269996499643
57000,10,16,0.10498689999803901
58000,1,15,0.10716279997723177
58000,2,16,0.10654110001632944
58000,3,16,0.10451400000602007
58000,4,16,0.10707490000640973
58000,5,16,0.1041384999989532
58000,6,16,0.11179589998209849
58000,7,16,0.10353249998297542
58000,8,16,0.10299889999441803
58000,9,16,0.10591620003106073
58000,10,16,0.1057079000165686
59000,1,16,0.10864019999280572
59000,2,16,0.11488999996799976
59000,3,16,0.11184669996146113
59000,4,16,0.11129480000818148
59000,5,16,0.10737240000162274
59000,6,16,0.10600900003919378
59000,7,16,0.10444089997326955
59000,8,16,0.104957600007765
59000,9,16,0.1070051999995485
59000,10,16,0.1043189000338316
60000,1,16,0.10622400004649535
60000,2,16,0.10700340004405007
60000,3,16,0.1167466000188142
60000,4,16,0.10618040000554174
60000,5,16,0.10492999997222796
60000,6,16,0.10734859999502078
60000,7,16,0.11215480003738776
60000,8,16,0.10718099999940023
60000,9,16,0.1057812999933958
60000,10,16,0.1061735000112094
61000,1,15,0.10777000000234693
61000,2,16,0.10670850001042709
61000,3,16,0.10766070004319772
61000,4,16,0.10770430002594367
61000,5,15,0.1065451999893412
61000,6,16,0.11242999997921288
61000,7,15,0.10794869996607304
61000,8,15,0.10652600001776591
61000,9,16,0.1102995999972336
61000,10,16,0.10352519998559728
62000,1,16,0.10647520003840327
62000,2,16,0.1114547000033781
62000,3,16,0.11401509999996051
62000,4,16,0.10572920000413433
62000,5,16,0.1046585000003688
62000,6,16,0.10843199997907504
62000,7,16,0.10983699996722862
62000,8,16,0.11011020001024008
62000,9,16,0.10913540003821254
62000,10,16,0.10817899997346103
63000,1,16,0.11123540002154186
63000,2,16,0.11419629998272285
63000,3,16,0.10829420003574342
63000,4,16,0.10934199998155236
63000,5,16,0.10785519995260984
63000,6,16,0.11141880002105609
63000,7,16,0.11207969998940825
63000,8,16,0.11042170005384833
63000,9,16,0.11485539999557659
63000,10,16,0.11466309998650104
64000,1,16,0.11628499999642372
64000,2,16,0.1169899000087753
64000,3,16,0.11819599999580532
64000,4,16,0.11310729995602742
64000,5,16,0.10999600001377985
64000,6,16,0.10810319997835904
64000,7,16,0.1113484000088647
64000,8,16,0.11416759999701753
64000,9,16,0.11656420002691448
64000,10,16,0.11511409998638555
65000,1,16,0.11730969999916852
65000,2,16,0.11668470001313835
65000,3,16,0.11915799998678267
65000,4,16,0.119663399993442
65000,5,16,0.11832060001324862
65000,6,16,0.11014320002868772
65000,7,16,0.11047070001950487
65000,8,16,0.1095359000028111
65000,9,16,0.11170549999224022
65000,10,16,0.11203550000209361
66000,1,16,0.11078300001099706
66000,2,16,0.11203339998610318
66000,3,16,0.1147744000190869
66000,4,16,0.11527120001846924
66000,5,16,0.11327590001747012
66000,6,16,0.11343100003432482
66000,7,16,0.11334759998135269
66000,8,16,0.11393490002956241
66000,9,16,0.11156879999907687
66000,10,16,0.11271810001926497
67000,1,16,0.1140542000066489
67000,2,16,0.11335280002094805
67000,3,16,0.1134384999750182
67000,4,16,0.11425460001919419
67000,5,16,0.1162000999902375
67000,6,16,0.11317839997354895
67000,7,16,0.1161873999517411
67000,8,16,0.11644399998476729
67000,9,16,0.11260689998744056
67000,10,16,0.11498529999516904
68000,1,17,0.1206302999635227
68000,2,16,0.11706819996470585
68000,3,16,0.11678809998556972
68000,4,16,0.11598170001525432
68000,5,16,0.11718650005059317
68000,6,16,0.1157548000337556
68000,7,16,0.11676789994817227
68000,8,16,0.11563830001978204
68000,9,16,0.11688019998837262
68000,10,16,0.11618110002018511
69000,1,16,0.11960010003531352
69000,2,16,0.12356839998392388
69000,3,16,0.11641170002985746
69000,4,16,0.11402239999733865
69000,5,17,0.12127040000632405
69000,6,16,0.12762130005285144
69000,7,16,0.11549609998473898
69000,8,16,0.1157721999916248
69000,9,16,0.11659220000728965
69000,10,16,0.12017740000737831
70000,1,17,0.11936419998528436
70000,2,16,0.1242568000452593
70000,3,16,0.11549179995199665
70000,4,16,0.11775160004617646
70000,5,17,0.12098740000510588
70000,6,16,0.12458360003074631
70000,7,16,0.12296469998545945
70000,8,16,0.11713490000693128
70000,9,16,0.12156479997793213
70000,10,16,0.12428960000397637
71000,1,16,0.1220527000259608
71000,2,16,0.11767490004422143
71000,3,16,0.11992019996978343
71000,4,16,0.12113759998464957
71000,5,16,0.11735730001237243
71000,6,16,0.11793080001370981
71000,7,16,0.12059480004245415
71000,8,17,0.12610719999065623
71000,9,16,0.13602300005732104
71000,10,16,0.12273439997807145
72000,1,16,0.12381949997507036
72000,2,16,0.1245784000493586
72000,3,16,0.12932000000728294
72000,4,16,0.13597469998057932
72000,5,17,0.13463329995283857
72000,6,17,0.13459200004581362
72000,7,16,0.13560149999102578
72000,8,16,0.13534219999564812
72000,9,16,0.12944140000035986
72000,10,16,0.13392639998346567
73000,1,16,0.13234799995552748
73000,2,17,0.1282511000172235
73000,3,16,0.1314093000255525
73000,4,17,0.13271769997663796
73000,5,16,0.1324216000502929
73000,6,16,0.1337797000305727
73000,7,16,0.13292190001811832
73000,8,17,0.13068750000093132
73000,9,16,0.12030710000544786
73000,10,16,0.12345479999203235
74000,1,17,0.1231207000091672
74000,2,16,0.12753519997932017
74000,3,16,0.12285109999356791
74000,4,16,0.12320910004200414
74000,5,17,0.12400579999666661
74000,6,16,0.12268659996334463
74000,7,17,0.12276440003188327
74000,8,16,0.12443359999451786
74000,9,16,0.12767199997324497
74000,10,17,0.12005389999831095
75000,1,16,0.12283619999652728
75000,2,16,0.1277750000008382
75000,3,16,0.12388869997812435
75000,4,16,0.12422870000591502
75000,5,16,0.12715210003079847
75000,6,16,0.12413489999016747
75000,7,17,0.12642470002174377
75000,8,16,0.12356590002309531
75000,9,17,0.1330125000094995
75000,10,16,0.12279389996547252
76000,1,17,0.1235115000163205
76000,2,16,0.12477940000826493
76000,3,17,0.12459469999885187
76000,4,16,0.12598750001052395
76000,5,17,0.12673220003489405
76000,6,16,0.12460350000765175
76000,7,16,0.1268421999993734
76000,8,17,0.12476259999675676
76000,9,17,0.12520700000459328
76000,10,16,0.12531110004056245
77000,1,16,0.12787520000711083
77000,2,17,0.1257925999816507
77000,3,16,0.13059529999736696
77000,4,16,0.1339717999799177
77000,5,16,0.12382169999182224
77000,6,16,0.13327519997255877
77000,7,16,0.12618429999565706
77000,8,17,0.1327136000036262
77000,9,16,0.12593029998242855
77000,10,16,0.1262976999860257
78000,1,16,0.13361479999730363
78000,2,16,0.1263588999863714
78000,3,17,0.1267439000075683
78000,4,17,0.1290319999679923
78000,5,16,0.13753769994946197
78000,6,16,0.14417970000067726
78000,7,17,0.14628419996006414
78000,8,16,0.13011540001025423
78000,9,16,0.13002859998960048
78000,10,16,0.1282569000031799
79000,1,16,0.12848259997554123
79000,2,17,0.13101249997271225
79000,3,16,0.12677390000317246
79000,4,16,0.12868399999570101
79000,5,16,0.12634149997029454
79000,6,17,0.1263054000446573
79000,7,16,0.12725590000627562
79000,8,16,0.12447000003885478
79000,9,16,0.12732440000399947
79000,10,17,0.12458619999233633
80000,1,16,0.12260950001655146
80000,2,16,0.12469120003515854
80000,3,17,0.1290576999890618
80000,4,16,0.13530480000190437
80000,5,16,0.12345030001597479
80000,6,16,0.12964409997221082
80000,7,16,0.13419319997774437
80000,8,16,0.1253359999973327
80000,9,16,0.12566609994973987
80000,10,17,0.13326969998888671
81000,1,16,0.132539700018242
81000,2,17,0.13020070001948625
81000,3,17,0.12972580001223832
81000,4,17,0.12778480001725256
81000,5,17,0.13355259998934343
81000,6,17,0.13208599999779835
81000,7,16,0.1317016999819316
81000,8,16,0.12992310000117868
81000,9,16,0.12606189999496564
81000,10,17,0.12707619997672737
82000,1,17,0.12784750002902
82000,2,17,0.12792559998342767
82000,3,16,0.12876829999731854
82000,4,16,0.12951339996652678
82000,5,16,0.12974269996630028
82000,6,17,0.12947649997659028
82000,7,17,0.12953310000011697
82000,8,17,0.13101050001569092
82000,9,16,0.12942080001812428
82000,10,16,0.13447650003945455
83000,1,17,0.1338557000271976
83000,2,16,0.12891099997796118
83000,3,17,0.1321646999567747
83000,4,16,0.12885569996433333
83000,5,17,0.12888029997702688
83000,6,16,0.13196500000776723
83000,7,16,0.1359523000428453
83000,8,17,0.1338998000137508
83000,9,17,0.1273215999826789
83000,10,17,0.126997500017751
84000,1,17,0.12850819999584928
84000,2,16,0.13143710000440478
84000,3,16,0.12811799999326468
84000,4,17,0.1316262999898754
84000,5,17,0.13062980002723634
84000,6,17,0.13024879997828975
84000,7,16,0.12984490004600957
84000,8,17,0.1302690000156872
84000,9,17,0.13164149998920038
84000,10,17,0.1332469999906607
85000,1,17,0.13495850004255772
85000,2,17,0.13696069997968152
85000,3,16,0.13767580001149327
85000,4,17,0.1337000000057742
85000,5,16,0.13116329995682463
85000,6,16,0.12935529998503625
85000,7,17,0.13248820003354922
85000,8,17,0.1394563999492675
85000,9,17,0.13248179998481646
85000,10,17,0.13308960001450032
86000,1,17,0.1391684000263922
86000,2,17,0.139332499995362
86000,3,16,0.13688509998610243
86000,4,16,0.13747980003245175
86000,5,17,0.13122460001613945
86000,6,17,0.13062589999753982
86000,7,17,0.1415145000210032
86000,8,17,0.13196010002866387
86000,9,17,0.13423490000423044
86000,10,17,0.13459800003329292
87000,1,17,0.1361058999900706
87000,2,16,0.13388010003836825
87000,3,17,0.13484700000844896
87000,4,16,0.13311309996061027
87000,5,17,0.1364251000341028
87000,6,17,0.1345448999782093
87000,7,16,0.13592279999284074
87000,8,16,0.13490100001217797
87000,9,17,0.1363792999763973
87000,10,17,0.14253169996663928
88000,1,16,0.13330700004007667
88000,2,16,0.14191299997037277
88000,3,17,0.14116920001106337
