n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
10000,1,4,14,5001,4,14,10000
10000,2,4,14,5001,4,14,10000
10000,3,4,14,5001,4,14,10000
10000,4,4,14,5001,4,14,10000
10000,5,4,14,5001,4,14,10000
10000,6,4,14,5001,4,14,10000
10000,7,4,14,5001,4,14,10000
10000,8,4,14,5001,4,14,10000
10000,9,4,14,5001,4,14,10000
10000,10,4,14,5001,4,14,10000
10000,11,4,14,5001,4,14,10000
10000,12,4,14,5001,4,14,10000
10000,13,4,14,5001,4,14,10000
10000,14,4,14,5001,4,14,10000
10000,15,4,14,5001,4,14,10000
10000,16,4,14,5001,4,14,10000
10000,17,4,14,5001,4,14,10000
10000,18,4,14,5001,4,14,10000
10000,19,4,14,5001,4,14,10000
10000,20,4,14,5001,4,14,10000
20000,1,4,14,10001,4,14,20000
20000,2,4,14,10001,4,14,20000
20000,3,4,14,10001,4,14,20000
20000,4,4,14,10001,4,14,20000
20000,5,4,14,10001,4,14,20000
20000,6,4,14,10001,4,14,20000
20000,7,4,14,10001,4,14,20000
20000,8,4,14,10001,4,14,20000
20000,9,4,14,10001,4,14,20000
20000,10,4,14,10001,4,14,20000
20000,11,4,14,10001,4,14,20000
20000,12,4,14,10001,4,14,20000
20000,13,4,14,10001,4,14,20000
20000,14,4,14,10001,4,14,20000
20000,15,4,14,10001,4,14,20000
20000,16,4,14,10001,4,14,20000
20000,17,4,14,10001,4,14,20000
20000,18,4,14,10001,4,14,20000
20000,19,4,14,10001,4,14,20000
20000,20,4,14,10001,4,14,20000
30000,1,4,14,15001,4,14,30000
30000,2,4,14,15001,4,14,30000
30000,3,4,14,15001,4,14,30000
30000,4,4,14,15001,4,14,30000
30000,5,4,14,15001,4,14,30000
30000,6,4,14,15001,4,14,30000
30000,7,4,14,15001,4,14,30000
30000,8,4,14,15001,4,14,30000
30000,9,4,14,15001,4,14,30000
30000,10,4,14,15001,4,14,30000
30000,11,4,14,15001,4,14,30000
30000,12,4,14,15001,4,14,30000
30000,13,4,14,15001,4,14,30000
30000,14,4,14,15001,4,14,30000
30000,15,4,14,15001,4,14,30000
30000,16,4,14,15001,4,14,30000
30000,17,4,14,15001,4,14,30000
30000,18,4,14,15001,4,14,30000
30000,19,4,14,15001,4,14,30000
30000,20,4,14,15001,4,14,30000
40000,1,4,14,20001,4,14,40000
40000,2,4,14,20001,4,14,40000
40000,3,4,14,20001,4,14,40000
40000,4,4,14,20001,4,14,40000
40000,5,4,14,20001,4,14,40000
40000,6,4,14,20001,4,14,40000
40000,7,4,14,20001,4,14,40000
40000,8,4,14,20001,4,14,40000
40000,9,4,14,20001,4,14,40000
40000,10,4,14,20001,4,14,40000
40000,11,4,14,20001,4,14,40000
