n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
40000,12,4,14,20001,4,14,40000
40000,13,4,14,20001,4,14,40000
40000,14,4,14,20001,4,14,40000
40000,15,4,14,20001,4,14,40000
40000,16,4,14,20001,4,14,40000
40000,17,4,14,20001,4,14,40000
40000,18,4,14,20001,4,14,40000
40000,19,4,14,20001,4,14,40000
40000,20,4,14,20001,4,14,40000
50000,1,4,14,25001,4,14,50000
50000,2,4,14,25001,4,14,50000
50000,3,4,14,25001,4,14,50000
50000,4,4,14,25001,4,14,50000
50000,5,4,14,25001,4,14,50000
50000,6,4,14,25001,4,14,50000
50000,7,4,14,25001,4,14,50000
50000,8,4,14,25001,4,14,50000
50000,9,4,14,25001,4,14,50000
50000,10,4,14,25001,4,14,50000
50000,11,4,14,25001,4,14,50000
50000,12,4,14,25001,4,14,50000
50000,13,4,14,25001,4,14,50000
50000,14,4,14,25001,4,14,50000
50000,15,4,14,25001,4,14,50000
50000,16,4,14,25001,4,14,50000
50000,17,4,14,25001,4,14,50000
50000,18,4,14,25001,4,14,50000
50000,19,4,14,25001,4,14,50000
50000,20,4,14,25001,4,14,50000
60000,1,4,14,30001,4,14,60000
60000,2,4,14,30001,4,14,60000
60000,3,4,14,30001,4,14,60000
60000,4,4,14,30001,4,14,60000
60000,5,4,14,30001,4,14,60000
60000,6,4,14,30001,4,14,60000
60000,7,4,14,30001,4,14,60000
60000,8,4,14,30001,4,14,60000
60000,9,4,14,30001,4,14,60000
60000,10,4,14,30001,4,14,60000
60000,11,4,14,30001,4,14,60000
60000,12,4,14,30001,4,14,60000
60000,13,4,14,30001,4,14,60000
60000,14,4,14,30001,4,14,60000
60000,15,4,14,30001,4,14,60000
60000,16,4,14,30001,4,14,60000
60000,17,4,14,30001,4,14,60000
60000,18,4,14,30001,4,14,60000
60000,19,4,14,30001,4,14,60000
60000,20,4,14,30001,4,14,60000
70000,1,4,14,35001,4,14,70000
70000,2,4,14,35001,4,14,70000
70000,3,4,14,35001,4,14,70000
70000,4,4,14,35001,4,14,70000
70000,5,4,14,35001,4,14,70000
70000,6,4,14,35001,4,14,70000
70000,7,4,14,35001,4,14,70000
70000,8,4,14,35001,4,14,70000
70000,9,4,14,35001,4,14,70000
70000,10,4,14,35001,4,14,70000
70000,11,4,14,35001,4,14,70000
70000,12,4,14,35001,4,14,70000
70000,13,4,14,35001,4,14,70000
70000,14,4,14,35001,4,14,70000
70000,15,4,14,35001,4,14,70000
70000,16,4,14,35001,4,14,70000
70000,17,4,14,35001,4,14,70000
70000,18,4,14,35001,4,14,70000
70000,19,4,14,35001,4,14,70000
70000,20,4,14,35001,4,14,70000
80000,1,4,14,40001,4,14,80000
80000,2,4,14,40001,4,14,80000
80000,3,4,14,40001,4,14,80000
80000,4,4,14,40001,4,14,80000
80000,5,4,14,40001,4,14,80000
80000,6,4,14,40001,4,14,80000
80000,7,4,14,40001,4,14,80000
80000,8,4,14,40001,4,14,80000
80000,9,4,14,40001,4,14,80000
80000,10,4,14,40001,4,14,80000
80000,11,4,14,40001,4,14,80000
80000,12,4,14,40001,4,14,80000
80000,13,4,14,40001,4,14,80000
80000,14,4,14,40001,4,14,80000
80000,15,4,14,40001,4,14,80000
80000,16,4,14,40001,4,14,80000
80000,17,4,14,40001,4,14,80000
80000,18,4,14,40001,4,14,80000
80000,19,4,14,40001,4,14,80000
80000,20,4,14,40001,4,14,80000
90000,1,4,14,45001,4,14,90000
90000,2,4,14,45001,4,14,90000
90000,3,4,14,45001,4,14,90000
90000,4,4,14,45001,4,14,90000
90000,5,4,14,45001,4,14,90000
90000,6,4,14,45001,4,14,90000
90000,7,4,14,45001,4,14,90000
90000,8,4,14,45001,4,14,90000
90000,9,4,14,45001,4,14,90000
90000,10,4,14,45001,4,14,90000
90000,11,4,14,45001,4,14,90000
90000,12,4,14,45001,4,14,90000
90000,13,4,14,45001,4,14,90000
90000,14,4,14,45001,4,14,90000
90000,15,4,14,45001,4,14,90000
90000,16,4,14,45001,4,14,90000
90000,17,4,14,45001,4,14,90000
90000,18,4,14,45001,4,14,90000
90000,19,4,14,45001,4,14,90000
90000,20,4,14,45001,4,14,90000
100000,1,4,14,50001,4,14,100000
100000,3,4,14,50001,4,14,100000
100000,4,4,14,50001,4,14,100000
100000,6,4,14,50001,4,14,100000
100000,8,4,14,50001,4,14,100000
100000,9,4,14,50001,4,14,100000
100000,10,4,14,50001,4,14,100000
100000,12,4,14,50001,4,14,100000
100000,14,4,14,50001,4,14,100000
100000,16,4,14,50001,4,14,100000
100000,17,4,14,50001,4,14,100000
100000,18,4,14,50001,4,14,100000
100000,19,4,14,50001,4,14,100000
100000,20,4,14,50001,4,14,100000
