n,k,comparisons,swaps
45000,8,816243,443096
45000,9,850999,424203
45000,10,836774,433888
46000,1,872555,469769
46000,2,861750,476640
46000,3,843944,462280
46000,4,878822,496063
46000,5,874626,489982
46000,6,850744,471568
46000,7,867294,446710
46000,8,856472,472536
46000,9,881176,467697
46000,10,851986,471300
47000,1,880377,471059
47000,2,833390,461656
47000,3,896190,517837
47000,4,859580,425642
47000,5,917305,470677
47000,6,844368,450176
47000,7,846129,444341
47000,8,887605,542138
47000,9,869062,498432
47000,10,874222,497804
48000,1,922557,475808
48000,2,919999,433004
48000,3,884382,509331
48000,4,880073,492081
48000,5,873622,432814
48000,6,915107,521024
48000,7,844202,448346
48000,8,896892,519314
48000,9,872261,475840
48000,10,988757,557499
49000,1,889541,485774
49000,2,899730,490278
49000,3,883440,459000
49000,4,937801,511774
49000,5,977152,535260
49000,6,944858,539140
49000,7,902689,492260
49000,8,969601,479827
49000,9,964918,508786
49000,10,969051,578661
50000,1,959659,485083
50000,2,897732,484659
50000,3,977627,520295
50000,4,956253,565822
50000,5,914853,475983
50000,6,914704,469379
50000,7,929435,522111
50000,8,909804,507239
50000,9,909732,487489
50000,10,993206,531513
