n,k,comparisons,swaps
1000,1,10418,5862
1000,2,9884,5320
1000,3,10379,6230
1000,4,12409,7066
1000,5,10904,6501
1000,6,10961,6339
1000,7,11358,7291
1000,8,11322,7176
1000,9,10237,5592
1000,10,10683,5716
2000,1,24412,15591
2000,2,23924,13127
2000,3,25222,15925
2000,4,24084,13725
2000,5,23856,14652
2000,6,24402,13908
2000,7,24624,13259
2000,8,24834,14825
2000,9,23748,13335
2000,10,24364,13655
3000,1,40929,22395
3000,2,36404,19636
3000,3,38136,22140
3000,4,44625,28125
3000,5,38703,21767
3000,6,37832,20848
3000,7,38421,23798
3000,8,38813,23136
3000,9,39457,22922
3000,10,36997,21527
4000,1,52539,28802
4000,2,54238,27603
4000,3,53355,30238
4000,4,51842,30194
4000,5,51285,26886
4000,6,54846,31884
4000,7,54890,34182
4000,8,52799,29512
4000,9,53096,27612
4000,10,54025,31039
5000,1,69076,37553
5000,2,71486,38733
5000,3,68493,38098
5000,4,68984,38335
5000,5,67874,37928
5000,6,71733,35644
5000,7,66712,36203
5000,8,70664,39682
5000,9,70150,40148
5000,10,68902,38809
6000,1,90428,46834
6000,2,90074,51640
6000,3,90795,50288
6000,4,82117,48381
6000,5,83506,43110
6000,6,88908,52754
6000,7,88214,47888
6000,8,86346,47217
6000,9,81458,45212
6000,10,86098,47660
7000,1,113798,55577
7000,2,104363,53949
7000,3,121892,65718
7000,4,112962,58563
7000,5,100052,55626
7000,6,104477,58309
7000,7,106978,59574
7000,8,104152,58978
7000,9,107030,59948
7000,10,100924,57148
8000,1,122946,64718
8000,2,117517,65371
8000,3,114476,62234
8000,4,117857,68272
8000,5,123319,64680
8000,6,123758,67543
8000,7,118648,66591
8000,8,124124,64883
8000,9,123811,63982
8000,10,122173,72364
9000,1,136662,77184
9000,2,148608,83602
9000,3,134248,70951
9000,4,135030,68307
9000,5,162611,91490
9000,6,136102,74298
9000,7,135229,78783
9000,8,146811,66052
9000,9,134522,78394
9000,10,136154,78566
10000,1,167945,105806
10000,2,156220,87098
10000,3,152352,85208
10000,4,157012,90823
10000,5,150466,81451
10000,6,157893,80893
10000,7,157120,90885
10000,8,155600,78910
10000,9,156059,80169
10000,10,153646,77925
11000,1,165701,93961
11000,2,173359,99168
11000,3,176173,85249
11000,4,192077,93055
11000,5,173644,80744
11000,6,172478,95623
11000,7,168056,92782
11000,8,177954,100430
11000,9,170940,102316
11000,10,167482,91591
12000,1,195953,121670
12000,2,205732,103263
12000,3,188203,97191
12000,4,191682,116409
12000,5,196009,109372
12000,6,205768,104960
12000,7,182734,101498
12000,8,188506,104344
12000,9,203739,108486
12000,10,186863,108528
13000,1,218777,102759
13000,2,199345,111287
13000,3,201062,107837
13000,4,214808,128630
13000,5,207478,108109
13000,6,211374,109381
13000,7,204659,112815
13000,8,233939,129436
13000,9,202914,106436
13000,10,204361,118536
14000,1,229256,131369
14000,2,214142,115131
14000,3,234621,121545
14000,4,232544,138801
14000,5,220099,123418
14000,6,226692,137336
14000,7,221849,119976
14000,8,224266,116937
14000,9,222989,126361
14000,10,229385,120172
15000,1,249698,133764
15000,2,235165,137436
15000,3,241464,137342
15000,4,235674,124308
15000,5,251529,142577
15000,6,247990,135121
15000,7,241033,125291
15000,8,244484,138210
15000,9,230689,126504
15000,10,263933,141313
16000,1,277722,149215
16000,2,278808,161830
16000,3,266358,145449
16000,4,260633,139840
16000,5,260022,138709
16000,6,266356,142119
16000,7,275606,159716
16000,8,250457,144464
16000,9,243216,133662
16000,10,262030,153561
17000,1,289144,162123
17000,2,298414,150366
17000,3,289596,154388
17000,4,270461,151422
17000,5,297434,153560
17000,6,287385,167592
17000,7,273820,149668
17000,8,277615,147115
17000,9,288620,133436
17000,10,268437,145015
18000,1,291935,161655
18000,2,296527,168226
18000,3,292437,167234
18000,4,312823,173079
18000,5,306599,179464
18000,6,295093,151634
18000,7,295162,173539
18000,8,294406,149774
18000,9,309548,186252
18000,10,289977,166426
19000,1,320600,168846
19000,2,318859,172366
19000,3,314284,181990
19000,4,313498,184043
19000,5,344895,188848
19000,6,325962,172597
19000,7,327490,202560
19000,8,311259,183567
19000,9,332892,166533
19000,10,321758,159490
20000,1,336883,172390
20000,2,328832,175941
20000,3,345391,182563
20000,4,340139,199541
20000,5,333720,190903
20000,6,325617,167921
20000,7,334423,177770
20000,8,335907,178865
20000,9,340093,189227
20000,10,337743,188385
21000,1,366761,195003
21000,2,370933,187761
21000,3,353590,199164
21000,4,369962,202305
21000,5,354877,202266
21000,6,374210,209831
21000,7,357279,200689
21000,8,348274,186858
21000,9,355621,185838
21000,10,360888,191715
22000,1,376457,187173
22000,2,380951,202180
22000,3,386358,222135
22000,4,375814,200586
22000,5,382997,213761
22000,6,366098,198831
22000,7,389430,226095
22000,8,368083,187026
22000,9,379285,210984
22000,10,362886,199389
23000,1,408270,241348
23000,2,376288,211893
23000,3,380570,194903
23000,4,404533,218891
23000,5,386675,224801
23000,6,390945,201936
23000,7,380548,222092
23000,8,391680,209489
23000,9,390996,195482
23000,10,406523,227310
24000,1,410069,234901
24000,2,428403,250363
24000,3,414518,241245
24000,4,440026,254230
24000,5,437714,252432
24000,6,436032,255938
24000,7,423287,243887
24000,8,417222,230948
24000,9,411666,209297
24000,10,421292,209523
25000,1,438785,228371
25000,2,429412,234780
25000,3,431788,243825
25000,4,424131,233151
25000,5,440085,260369
25000,6,438565,250271
25000,7,421712,241059
25000,8,446890,269743
25000,9,437006,249255
25000,10,421817,227524
26000,1,455774,271136
26000,2,450350,266564
26000,3,458855,251510
26000,4,489718,272475
26000,5,443363,247148
26000,6,447771,217169
26000,7,486172,245698
26000,8,428086,247622
26000,9,443344,254285
26000,10,439401,235543
27000,1,482544,279021
27000,2,475765,270711
27000,3,455842,238585
27000,4,501363,289649
27000,5,489538,276580
27000,6,528905,277304
27000,7,471833,253289
27000,8,467421,251150
27000,9,494065,258871
27000,10,498751,261296
28000,1,492449,243838
28000,2,499878,291180
28000,3,473303,258059
28000,4,491870,265259
28000,5,504769,288834
28000,6,481564,250760
28000,7,467884,265632
28000,8,495612,285743
28000,9,498546,263019
28000,10,469696,253594
29000,1,518944,257349
29000,2,491084,275767
29000,3,533276,294706
29000,4,521163,293103
29000,5,507958,292394
29000,6,529535,277103
29000,7,526548,318816
29000,8,501495,260305
29000,9,544803,256412
29000,10,491326,260234
30000,1,524829,279186
30000,2,507557,271910
30000,3,577254,340543
30000,4,568244,312543
30000,5,522948,298592
30000,6,525503,268645
30000,7,531357,273915
30000,8,528476,287425
30000,9,565917,309119
30000,10,544635,307633
31000,1,536939,289313
31000,2,553590,324151
31000,3,568393,305405
31000,4,534704,298818
31000,5,572530,331557
31000,6,535039,286396
31000,7,527614,280066
31000,8,548917,281768
31000,9,540726,271025
31000,10,547493,293013
32000,1,545425,292676
32000,2,556508,321710
32000,3,560263,303552
32000,4,553327,305982
32000,5,562406,324451
32000,6,569744,311046
32000,7,555558,328612
32000,8,539949,294924
32000,9,613916,333210
32000,10,610724,292144
33000,1,565951,299829
33000,2,566519,311503
33000,3,568245,327341
33000,4,597407,299890
33000,5,587036,316407
33000,6,611493,351482
33000,7,571887,306606
33000,8,578310,311737
33000,9,620489,323445
33000,10,635940,348429
34000,1,621281,306239
34000,2,692450,380985
34000,3,636170,353569
34000,4,648859,350026
34000,5,605549,314126
34000,6,598534,325792
34000,7,602290,345029
34000,8,569322,300831
34000,9,615856,311589
34000,10,614262,326840
35000,1,620725,317018
35000,2,650074,353903
35000,3,622981,340478
35000,4,610497,304010
35000,5,630896,372628
35000,6,605871,326266
35000,7,619417,333693
35000,8,636924,347428
35000,9,615652,343258
35000,10,634615,333586
36000,1,667636,409236
36000,2,673381,374033
36000,3,648287,345517
36000,4,653499,332408
36000,5,666941,352690
36000,6,648199,329900
36000,7,639529,377752
36000,8,637901,344874
36000,9,657801,357058
36000,10,638689,346118
37000,1,665104,360009
37000,2,631018,354475
37000,3,662312,325253
37000,4,720426,401498
37000,5,694827,424174
37000,6,695880,369857
37000,7,665188,368983
37000,8,709578,384571
37000,9,627082,363799
37000,10,664045,362489
38000,1,659857,367352
38000,2,693859,345834
38000,3,676578,380161
38000,4,693136,349691
38000,5,668274,372358
38000,6,695795,356221
38000,7,699159,358064
38000,8,707446,371596
38000,9,674824,338798
38000,10,694270,369645
39000,1,708931,388192
39000,2,748583,440373
39000,3,709175,386496
39000,4,736279,401466
39000,5,714672,363816
39000,6,711437,389219
39000,7,724394,390273
39000,8,680027,371828
39000,9,727930,386330
39000,10,704465,364137
40000,1,752461,443147
40000,2,728467,396771
40000,3,786248,420548
40000,4,721888,404670
40000,5,705954,415044
40000,6,710741,367549
40000,7,753791,404794
40000,8,719820,397422
40000,9,752956,389450
40000,10,733823,397087
41000,1,745918,412705
41000,2,728589,377228
41000,3,761327,409072
41000,4,715944,415687
41000,5,757402,417254
41000,6,719485,396370
41000,7,784771,411282
41000,8,781556,391595
41000,9,756060,436855
41000,10,740007,434808
42000,1,742494,406494
42000,2,817441,479352
42000,3,767412,407174
42000,4,759064,432077
42000,5,787600,444440
42000,6,750604,393075
42000,7,753907,403802
42000,8,779044,450145
42000,9,759621,411343
42000,10,777785,433436
43000,1,799243,425050
43000,2,807936,398952
43000,3,770171,416699
43000,4,756673,412301
43000,5,809993,429978
43000,6,754832,385809
43000,7,808226,442754
43000,8,778231,455400
43000,9,806048,444150
43000,10,834342,440591
44000,1,800041,446696
44000,2,820120,433960
44000,3,827131,475800
44000,4,857828,451833
44000,5,809494,395214
44000,6,848935,453381
44000,7,820415,458834
44000,8,839524,468825
44000,9,796253,445757
44000,10,756278,398452
45000,1,832514,456723
45000,2,846927,470216
45000,3,825956,493676
45000,4,844921,418776
45000,5,914843,513179
45000,6,821085,461646
45000,7,848928,455116
