n,k,comparisons,swaps
50,56,277,142
50,57,268,126
50,58,242,118
50,59,252,140
50,60,229,117
50,61,229,130
50,62,310,113
50,63,232,111
50,64,232,124
50,65,229,130
50,66,256,118
50,67,257,110
50,68,250,156
50,69,327,119
50,70,231,155
50,71,264,156
50,72,277,134
50,73,259,150
50,74,222,129
50,75,228,115
50,76,225,117
50,77,232,116
50,78,233,147
50,79,289,161
50,80,221,144
50,81,243,149
50,82,277,105
50,83,234,128
50,84,260,128
50,85,232,128
50,86,262,117
50,87,246,125
50,88,262,132
50,89,264,131
50,90,246,115
50,91,252,137
50,92,248,126
50,93,223,129
50,94,243,108
50,95,219,126
50,96,264,112
50,97,225,147
50,98,268,126
50,99,238,125
50,100,224,129
