n,k,comparisons,swaps
10,1,28,16
10,2,24,24
10,3,20,19
10,4,23,16
10,5,26,14
10,6,26,15
10,7,24,21
10,8,23,18
10,9,24,14
10,10,29,20
10,11,20,20
10,12,21,22
10,13,23,19
10,14,23,18
10,15,23,19
10,16,23,19
10,17,23,13
10,18,22,13
10,19,24,15
10,20,34,15
10,21,22,19
10,22,22,14
10,23,23,21
10,24,22,16
10,25,24,16
10,26,27,13
10,27,24,16
10,28,21,13
10,29,27,12
10,30,25,17
10,31,24,18
10,32,25,12
10,33,22,17
10,34,22,21
10,35,31,16
10,36,21,22
10,37,25,14
10,38,27,16
10,39,22,18
10,40,21,20
10,41,23,17
10,42,24,16
10,43,26,16
10,44,21,20
10,45,23,22
10,46,20,18
10,47,22,20
10,48,24,20
10,49,25,18
10,50,19,15
10,51,28,15
10,52,28,15
10,53,27,23
10,54,21,15
10,55,27,19
10,56,25,15
10,57,24,15
10,58,25,14
10,59,21,17
10,60,23,15
10,61,27,12
10,62,23,15
10,63,24,17
10,64,24,16
10,65,26,23
10,66,20,18
10,67,22,14
10,68,27,13
10,69,21,18
10,70,24,16
10,71,25,19
10,72,24,13
10,73,21,17
10,74,28,12
10,75,27,19
10,76,27,19
10,77,24,15
10,78,23,23
10,79,20,14
10,80,23,17
10,81,24,16
10,82,33,15
10,83,26,17
10,84,21,16
10,85,26,15
10,86,23,14
10,87,22,16
10,88,21,17
10,89,23,16
10,90,23,16
10,91,29,15
10,92,26,17
10,93,23,17
10,94,36,12
10,95,22,21
10,96,24,14
10,97,26,17
10,98,23,16
10,99,20,17
10,100,27,14
20,1,71,30
20,2,66,36
20,3,73,40
20,4,63,42
20,5,76,48
20,6,62,50
20,7,78,46
20,8,65,42
20,9,63,46
20,10,68,37
20,11,63,39
20,12,59,38
20,13,68,40
20,14,66,34
20,15,73,45
20,16,66,45
20,17,70,45
20,18,64,51
20,19,66,38
20,20,74,38
20,21,67,40
20,22,69,47
20,23,75,48
20,24,61,41
20,25,89,31
20,26,76,32
20,27,81,30
20,28,63,40
20,29,72,35
20,30,67,39
20,31,65,44
20,32,70,41
20,33,63,50
20,34,64,40
20,35,68,35
20,36,63,39
20,37,76,48
20,38,73,43
20,39,63,42
20,40,67,46
20,41,66,42
20,42,72,41
20,43,79,30
20,44,63,42
20,45,71,45
20,46,67,42
20,47,65,40
20,48,65,40
20,49,64,44
20,50,75,32
20,51,74,37
20,52,60,42
20,53,73,35
20,54,79,43
20,55,75,33
20,56,65,39
20,57,68,35
20,58,59,35
20,59,63,34
20,60,67,39
20,61,66,38
20,62,70,38
20,63,66,36
20,64,70,40
20,65,68,48
20,66,73,30
20,67,59,41
20,68,63,37
20,69,76,40
20,70,73,32
20,71,67,34
20,72,66,44
20,73,71,41
20,74,76,37
20,75,69,35
20,76,60,38
20,77,72,54
20,78,65,45
20,79,69,42
20,80,69,40
20,81,72,35
20,82,67,49
20,83,62,47
20,84,71,42
20,85,66,40
20,86,71,37
20,87,67,43
20,88,75,39
20,89,65,40
20,90,68,50
20,91,70,37
20,92,68,37
20,93,66,41
20,94,66,44
20,95,73,46
20,96,86,37
20,97,67,38
20,98,71,42
20,99,60,47
20,100,73,40
30,1,137,79
30,2,121,78
30,3,118,81
30,4,104,65
30,5,130,70
30,6,130,63
30,7,133,99
30,8,129,72
30,9,117,65
30,10,112,68
30,11,126,62
30,12,138,81
30,13,127,60
30,14,121,85
30,15,112,71
30,16,117,82
30,17,114,78
30,18,112,80
30,19,122,68
30,20,110,69
30,21,136,61
30,22,114,65
30,23,113,83
30,24,133,60
30,25,136,54
30,26,136,61
30,27,143,58
30,28,115,69
30,29,114,58
30,30,111,58
30,31,123,61
30,32,117,77
30,33,132,63
30,34,108,65
30,35,133,93
30,36,134,103
30,37,110,65
30,38,131,63
30,39,115,70
30,40,146,53
30,41,119,56
30,42,126,68
30,43,142,90
30,44,149,63
30,45,111,62
30,46,121,60
30,47,119,63
30,48,119,70
30,49,128,62
30,50,116,60
30,51,123,68
30,52,131,61
30,53,116,71
30,54,121,84
30,55,125,73
30,56,115,64
30,57,113,72
30,58,146,68
30,59,110,74
30,60,146,61
30,61,122,81
30,62,119,79
30,63,118,66
30,64,115,66
30,65,128,56
30,66,114,68
30,67,111,76
30,68,120,78
30,69,120,69
30,70,139,96
30,71,119,89
30,72,118,66
30,73,121,68
30,74,111,71
30,75,122,57
30,76,115,64
30,77,130,84
30,78,141,66
30,79,137,70
30,80,133,73
30,81,117,66
30,82,111,73
30,83,136,72
30,84,128,83
30,85,118,74
30,86,123,63
30,87,123,63
30,88,121,66
30,89,126,84
30,90,117,77
30,91,117,72
30,92,112,65
30,93,124,73
30,94,136,61
30,95,131,81
30,96,120,72
30,97,146,74
30,98,109,65
30,99,155,110
30,100,117,62
40,1,182,84
40,2,188,106
40,3,187,104
40,4,218,81
40,5,181,126
40,6,190,101
40,7,191,100
40,8,172,105
40,9,168,98
40,10,190,92
40,11,155,105
40,12,185,108
40,13,190,103
40,14,188,86
40,15,162,88
40,16,170,102
40,17,159,87
40,18,178,105
40,19,177,91
40,20,168,95
40,21,195,78
40,22,174,86
40,23,186,78
40,24,184,88
40,25,175,91
40,26,234,81
40,27,188,108
40,28,182,98
40,29,185,90
40,30,200,93
40,31,190,106
40,32,179,86
40,33,185,95
40,34,188,78
40,35,244,97
40,36,186,112
40,37,169,127
40,38,181,113
40,39,171,89
40,40,201,102
40,41,181,85
40,42,198,110
40,43,172,96
40,44,195,83
40,45,184,90
40,46,202,93
40,47,211,84
40,48,194,118
40,49,171,87
40,50,178,95
40,51,163,89
40,52,183,91
40,53,206,88
40,54,243,113
40,55,173,120
40,56,169,116
40,57,221,86
40,58,181,102
40,59,194,80
40,60,211,95
40,61,180,99
40,62,173,79
40,63,168,81
40,64,217,83
40,65,162,98
40,66,188,107
40,67,176,105
40,68,177,102
40,69,204,121
40,70,174,104
40,71,208,121
40,72,200,88
40,73,172,109
40,74,185,83
40,75,196,115
40,76,201,84
40,77,216,70
40,78,182,103
40,79,175,100
40,80,189,111
40,81,195,81
40,82,174,102
40,83,184,117
40,84,181,108
40,85,185,98
40,86,203,163
40,87,163,101
40,88,186,107
40,89,191,90
40,90,189,83
40,91,174,104
40,92,178,108
40,93,187,78
40,94,187,94
40,95,218,75
40,96,176,96
40,97,202,110
40,98,186,92
40,99,180,93
40,100,178,81
50,1,259,150
50,2,233,109
50,3,228,116
50,4,257,124
50,5,264,103
50,6,267,107
50,7,293,108
50,8,231,115
50,9,298,130
50,10,261,114
50,11,259,123
50,12,281,132
50,13,265,145
50,14,224,124
50,15,282,138
50,16,269,114
50,17,259,129
50,18,247,114
50,19,239,109
50,20,238,105
50,21,233,112
50,22,298,139
50,23,218,121
50,24,265,116
50,25,235,133
50,26,237,108
50,27,289,101
50,28,234,111
50,29,266,153
50,30,227,124
50,31,237,123
50,32,281,127
50,33,251,127
50,34,243,125
50,35,251,140
50,36,236,122
50,37,243,111
50,38,231,106
50,39,251,119
50,40,225,148
50,41,235,142
50,42,239,130
50,43,262,117
50,44,255,128
50,45,243,145
50,46,237,150
50,47,225,131
50,48,242,166
50,49,236,124
50,50,257,111
50,51,262,120
50,52,262,105
50,53,239,139
50,54,247,133
50,55,244,117
