n,k,comparisons,swaps
20000,5,349776,200024
20000,6,337587,184364
20000,7,369398,188538
20000,8,351609,186167
20000,9,342007,199729
20000,10,326893,179696
21000,1,348550,186881
21000,2,361624,197438
21000,3,362214,184409
21000,4,346541,179229
21000,5,363020,192818
21000,6,359111,188445
21000,7,362918,184416
21000,8,352803,192688
21000,9,354385,207990
21000,10,356448,187651
22000,1,383933,205702
22000,2,377178,205821
22000,3,413559,240965
22000,4,386887,211751
22000,5,399785,228069
22000,6,409856,222736
22000,7,421315,224235
22000,8,359296,175607
22000,9,378638,209234
22000,10,364819,195367
23000,1,409787,205124
23000,2,401121,220824
23000,3,385228,208112
23000,4,397727,220323
23000,5,393334,218956
23000,6,405938,213126
23000,7,395699,206212
23000,8,388961,209491
23000,9,381657,199537
23000,10,392424,222307
24000,1,428645,214537
24000,2,438737,215024
24000,3,425469,243548
24000,4,424613,244215
24000,5,429605,238202
24000,6,412935,221832
24000,7,415960,221181
24000,8,430896,239534
24000,9,406182,218049
24000,10,412406,225814
25000,1,454469,256703
25000,2,422799,208253
25000,3,442716,237160
25000,4,423517,213051
25000,5,434939,225723
25000,6,431579,225518
25000,7,430433,227750
25000,8,445269,240296
25000,9,435841,230912
25000,10,423583,224515
26000,1,457753,252392
26000,2,441013,219469
26000,3,474757,274447
26000,4,449246,224099
26000,5,463370,232612
26000,6,501064,273893
26000,7,488836,239153
26000,8,445540,240988
26000,9,463816,257709
26000,10,431763,232983
27000,1,483234,251587
27000,2,477545,273284
27000,3,464306,246852
27000,4,473881,248709
27000,5,456845,241862
27000,6,490870,250574
27000,7,465506,251452
27000,8,475239,234051
27000,9,467112,251149
27000,10,498558,297709
28000,1,523478,309933
28000,2,505020,281498
28000,3,488920,279182
28000,4,485763,250263
28000,5,494715,251356
28000,6,528107,269775
28000,7,473198,248005
28000,8,498377,242741
28000,9,519163,259844
28000,10,493312,280259
29000,1,494934,262535
29000,2,505411,287561
29000,3,517598,274237
29000,4,504744,260716
29000,5,524800,301510
29000,6,496735,261669
29000,7,484080,260899
29000,8,501577,260232
29000,9,521105,275659
29000,10,513536,260107
30000,1,528802,258168
30000,2,526691,286712
30000,3,539297,292111
30000,4,575742,272303
30000,5,521404,266025
30000,6,511638,288013
30000,7,533223,283821
30000,8,524765,268309
30000,9,554380,283399
30000,10,601928,306862
31000,1,525633,271201
31000,2,536204,270417
31000,3,542802,292074
31000,4,552042,295091
31000,5,560240,281151
31000,6,547308,304719
31000,7,542423,285042
31000,8,533909,267174
31000,9,533715,267259
31000,10,553185,272248
32000,1,576967,305929
32000,2,610886,340779
32000,3,576853,297893
32000,4,555268,286342
32000,5,603420,333569
32000,6,566504,274071
32000,7,579482,278527
32000,8,608910,336855
32000,9,571860,284680
32000,10,576148,323492
33000,1,565148,293633
33000,2,609188,355778
33000,3,586182,315984
33000,4,588987,325132
33000,5,596088,303242
33000,6,600870,312038
33000,7,602217,335905
33000,8,596632,302372
33000,9,596112,327666
33000,10,597960,337149
34000,1,599059,309686
34000,2,644957,318307
34000,3,629273,351591
34000,4,634822,357033
34000,5,596324,336285
34000,6,625723,349077
34000,7,606690,329050
34000,8,614663,320366
34000,9,621860,344519
34000,10,605569,315643
35000,1,659591,339915
35000,2,650339,326574
35000,3,654686,345308
35000,4,619092,346399
35000,5,648092,354183
35000,6,610707,317442
35000,7,650766,353056
35000,8,648526,341171
35000,9,675700,379268
35000,10,687824,350230
36000,1,717360,302805
36000,2,697202,400875
36000,3,679412,339315
36000,4,649211,343666
36000,5,652207,362816
36000,6,705580,390909
36000,7,654942,328969
36000,8,692742,341747
36000,9,660979,362103
36000,10,667503,344388
37000,1,649395,338220
37000,2,678419,346177
37000,3,643409,356225
37000,4,679637,358157
37000,5,653736,343228
37000,6,682479,363680
37000,7,712315,376463
37000,8,727079,357565
37000,9,663219,347786
37000,10,646529,344297
38000,1,672583,375009
38000,2,692508,351369
38000,3,680039,347952
38000,4,676739,344107
38000,5,725423,379784
38000,6,681678,374499
38000,7,717831,371920
38000,8,741542,369872
38000,9,692823,372877
38000,10,675434,358660
39000,1,693225,387474
39000,2,718181,354893
39000,3,691793,350540
39000,4,688101,375215
39000,5,729945,391057
39000,6,755324,380287
39000,7,711525,387489
39000,8,714569,357462
39000,9,712777,369441
39000,10,739165,393071
40000,1,757094,417145
40000,2,735610,388629
40000,3,730685,371609
40000,4,747060,357057
40000,5,708088,358985
40000,6,763386,448071
40000,7,731179,384081
40000,8,754058,348085
40000,9,705751,373737
40000,10,739331,381870
41000,1,746528,382532
41000,2,756217,407729
41000,3,768665,391782
41000,4,743346,395377
41000,5,758864,367150
41000,6,736950,393410
41000,7,763229,398233
41000,8,741709,385601
41000,9,752385,421559
41000,10,756808,431713
42000,1,797808,391603
42000,2,747947,398365
42000,3,756071,415371
42000,4,791503,448433
42000,5,777739,365884
42000,6,790175,442349
42000,7,746345,405198
42000,8,746827,395661
42000,9,819441,453747
42000,10,766100,390145
43000,1,812836,435329
43000,2,782718,409856
43000,3,808232,383818
43000,4,804931,438077
43000,5,785719,373543
43000,6,797301,391399
43000,7,795328,418654
43000,8,829820,424880
43000,9,783290,422957
43000,10,781378,400215
44000,1,788548,425596
44000,2,902783,495064
44000,3,871493,424039
44000,4,814140,436260
44000,5,784889,406320
44000,6,806672,437834
44000,7,791802,425788
44000,8,873334,525101
44000,9,824113,419555
44000,10,814135,435680
45000,1,817910,421211
45000,2,878118,478257
45000,3,826877,439978
45000,4,883584,434273
45000,5,816668,435753
45000,6,825495,433291
45000,7,795546,418313
45000,8,856543,438920
45000,9,844130,442936
45000,10,820580,403970
46000,1,809887,429830
46000,2,895010,451038
46000,3,820422,418682
46000,4,813551,406464
46000,5,875187,426300
46000,6,840482,443197
46000,7,845316,431859
46000,8,907712,491582
46000,9,867145,435311
46000,10,812036,421107
47000,1,889643,459382
47000,2,906997,473785
47000,3,888992,453548
47000,4,992339,592969
47000,5,856990,459760
47000,6,888944,434162
47000,7,909993,481139
47000,8,860572,465370
47000,9,833740,448560
47000,10,857425,430976
48000,1,904978,451077
48000,2,922922,471435
48000,3,961468,489087
48000,4,895353,490316
48000,5,948496,484982
48000,6,917380,464328
48000,7,934461,490270
48000,8,958317,526866
48000,9,871770,464151
48000,10,880548,469618
49000,1,878448,451969
49000,2,893170,486434
49000,3,942858,461741
49000,4,894580,453642
49000,5,946349,454709
49000,6,921793,486591
49000,7,968695,516648
49000,8,892102,455605
49000,9,905840,479447
49000,10,879870,484560
50000,1,926352,438781
50000,2,961884,541380
50000,3,980037,481269
50000,4,924551,464115
50000,5,984349,503545
50000,6,943602,506710
50000,7,927052,454078
50000,8,1001802,555327
50000,9,935667,484350
50000,10,953818,530240
