n,k,comparisons,swaps
1000,1,10799,6149
2000,1,26253,13550
3000,1,40159,21864
4000,1,53713,30987
5000,1,69731,35240
6000,1,93567,53013
7000,1,109309,54436
8000,1,120292,66013
9000,1,142553,77827
10000,1,169990,102596
11000,1,175637,96200
12000,1,188995,101343
13000,1,225358,128637
14000,1,225614,114916
15000,1,246421,121813
16000,1,265258,149395
17000,1,280754,149170
18000,1,306919,169188
19000,1,321117,156730
20000,1,352676,167927
21000,1,368099,189458
22000,1,370493,181309
23000,1,434904,251029
24000,1,413881,231461
25000,1,417635,235972
26000,1,438817,232953
27000,1,471345,244158
28000,1,512568,270703
29000,1,503227,258167
30000,1,518690,298159
31000,1,535050,287181
32000,1,601918,304006
33000,1,598607,310229
34000,1,635485,305715
35000,1,650008,352428
36000,1,636058,353216
37000,1,666271,349874
38000,1,735106,397438
39000,1,719552,384793
40000,1,751627,441170
41000,1,782126,412927
42000,1,757006,395759
43000,1,774098,407743
44000,1,795543,466629
45000,1,858420,470878
46000,1,870103,417561
47000,1,898759,451885
48000,1,950963,563104
49000,1,1017132,529011
50000,1,925213,493870
