n,k,comparisons,swaps
10000,74,40717016,40636964
10000,75,40908848,40798773
10000,76,32934380,32854326
10000,77,32938624,32848569
10000,78,66329565,66269528
10000,79,49635957,49575923
10000,80,59849086,59789056
10000,81,21085918,20965845
10000,82,74165190,74105165
10000,83,24134932,24024854
10000,84,55127499,55077474
10000,85,35746748,35676594
10000,86,20529936,20419861
10000,87,28564000,28463920
10000,88,24808064,24687928
10000,89,45066016,44955944
10000,90,36343367,36203286
10000,91,60163978,60103928
10000,92,45782664,45732640
10000,93,69048813,68998788
10000,94,38083052,37952981
10000,95,39965916,39865850
10000,96,31904381,31764279
10000,97,31926048,31805961
10000,98,23937835,23857782
10000,99,30380664,30320626
10000,100,25819667,25719599
11000,1,61643153,61544095
11000,2,43364912,43276860
11000,3,28672681,28584626
11000,4,49921507,49855468
11000,5,24131643,24032572
11000,6,21441455,21298328
11000,7,75868752,75802714
11000,8,36360531,36261438
11000,9,28433279,28312202
11000,10,35536070,35470035
11000,11,32179109,32091055
11000,12,58605204,58506156
11000,13,30854098,30744044
11000,14,31428972,31351891
11000,15,19146690,18981586
11000,16,19934525,19802442
11000,17,32097011,31964925
11000,18,28841831,28753777
11000,19,27231281,27110216
11000,20,30488353,30378283
11000,21,75721923,75677901
11000,22,44437216,44305135
11000,23,42307678,42164589
11000,24,27056329,26913251
11000,25,48880418,48781331
11000,26,42150556,42040463
11000,27,22872590,22762521
11000,28,35205481,35007353
11000,29,30245554,30102439
11000,30,32878247,32768181
11000,31,52767690,52668635
11000,32,46303572,46237536
11000,33,31861080,31773026
11000,34,26851615,26752508
11000,35,47097536,46998478
11000,36,40763640,40686595
11000,37,54655011,54599981
11000,38,25591629,25481560
11000,39,28048083,27960030
11000,40,49598907,49521860
11000,41,33240719,33108648
11000,42,44050106,43984068
11000,43,43675332,43565261
11000,44,45852506,45764451
11000,45,35207782,35130737
11000,46,46521277,46422220
11000,47,41786295,41720258
11000,48,28591122,28525083
11000,49,39612803,39502745
11000,50,46334294,46268257
11000,51,25589009,25434922
11000,52,77846387,77791356
11000,53,39369665,39237581
11000,54,63550718,63484685
11000,55,38671676,38539597
11000,56,72865420,72777385
11000,57,35322703,35190627
