n,k,comparisons,swaps
11000,7,174302,61864
11000,8,165750,64808
11000,9,176560,61317
11000,10,168231,58631
12000,1,179198,68284
12000,2,173916,68350
12000,3,176979,66860
12000,4,179505,65433
12000,5,184294,73425
12000,6,183734,65193
12000,7,180259,75152
12000,8,178909,72472
12000,9,177661,65805
12000,10,181785,64918
13000,1,200154,71548
13000,2,204676,70274
13000,3,200514,83192
13000,4,194225,75330
13000,5,197638,79827
13000,6,199297,74207
13000,7,194315,74262
13000,8,211532,79478
13000,9,205593,70578
13000,10,199683,72251
14000,1,218184,79183
14000,2,215375,86668
14000,3,218814,82713
14000,4,211292,77664
14000,5,229004,77874
14000,6,216524,84395
14000,7,217000,79798
14000,8,217494,80234
14000,9,229178,78038
14000,10,215806,79815
15000,1,242431,100925
15000,2,242581,83256
15000,3,241263,90283
15000,4,230110,80370
15000,5,227955,93027
15000,6,243184,82555
15000,7,234200,94344
15000,8,269826,91686
15000,9,240167,84103
15000,10,240617,89877
16000,1,240789,98244
16000,2,256139,101836
16000,3,242991,91510
16000,4,254981,101395
16000,5,256709,97065
16000,6,248169,88373
16000,7,243772,89946
16000,8,264725,95195
16000,9,248176,91982
16000,10,265662,88475
17000,1,265576,100571
17000,2,287122,93217
17000,3,271588,91494
17000,4,263544,104751
17000,5,274214,100855
17000,6,260961,94749
17000,7,288189,95314
17000,8,271913,95281
17000,9,265546,99799
17000,10,272065,96324
18000,1,300261,118152
18000,2,283196,101811
18000,3,273288,105183
18000,4,281639,106029
18000,5,283549,111416
18000,6,288991,118620
18000,7,301330,97047
18000,8,282812,105575
18000,9,311291,111197
18000,10,290119,112725
19000,1,296865,112026
19000,2,306734,113056
19000,3,300495,119955
19000,4,318455,106052
19000,5,304556,110111
19000,6,307140,110902
19000,7,298858,111810
19000,8,297258,117039
19000,9,313073,110027
19000,10,313531,128082
20000,1,316276,123480
20000,2,329930,121379
20000,3,318791,121465
20000,4,335654,115655
20000,5,320819,113233
20000,6,320580,110406
20000,7,323296,115393
20000,8,333914,125196
20000,9,323522,118117
20000,10,323024,126296
21000,1,345098,138242
21000,2,341463,124247
21000,3,343905,126072
21000,4,332400,137029
21000,5,340315,140155
21000,6,342956,137112
21000,7,337622,130762
21000,8,340385,120602
21000,9,357463,119481
21000,10,350751,126645
22000,1,365197,134842
22000,2,355024,152246
22000,3,349635,130286
22000,4,352048,138691
22000,5,346064,134353
22000,6,377011,125144
22000,7,350661,140097
22000,8,356578,134882
22000,9,353636,144236
22000,10,352611,138263
23000,1,391717,163513
23000,2,379824,160084
23000,3,392824,147623
23000,4,386330,129058
23000,5,408326,136456
23000,6,379210,163011
23000,7,382540,151598
23000,8,377509,144898
23000,9,375754,138644
23000,10,373965,147789
24000,1,403269,140995
24000,2,389510,141882
24000,3,396204,149206
24000,4,410027,144082
24000,5,388812,143239
24000,6,389672,162427
24000,7,390629,153465
24000,8,401071,144642
24000,9,387784,152632
24000,10,399185,153945
25000,1,409945,148708
25000,2,401515,150263
25000,3,430818,145857
25000,4,398915,145907
25000,5,436526,163413
25000,6,436914,147411
25000,7,408043,154349
25000,8,419337,176624
25000,9,413987,152350
25000,10,408185,160982
26000,1,452226,159261
26000,2,460311,152118
26000,3,441010,156609
26000,4,421950,165695
26000,5,426237,169297
26000,6,417707,168907
26000,7,438363,153123
26000,8,452006,170694
26000,9,444920,153010
26000,10,432265,156243
27000,1,480451,164149
27000,2,446507,178837
27000,3,439702,163562
27000,4,445978,180410
27000,5,437837,172221
27000,6,439903,162574
27000,7,450852,162711
27000,8,448725,182082
27000,9,450492,166162
27000,10,445874,168472
28000,1,463586,189917
28000,2,487298,191852
28000,3,480192,171627
28000,4,475180,204096
28000,5,463394,180478
28000,6,474090,168764
28000,7,450007,177360
28000,8,462205,169338
28000,9,468677,171651
28000,10,476204,171728
29000,1,508509,184458
29000,2,472546,186721
29000,3,509199,187584
29000,4,504294,174999
29000,5,511370,167793
29000,6,496223,170151
29000,7,489787,175189
29000,8,499584,187450
29000,9,492664,185658
29000,10,484169,180818
30000,1,495214,188634
30000,2,517362,209083
30000,3,499153,178419
30000,4,500794,195890
30000,5,527672,192403
30000,6,497791,177736
30000,7,506210,179535
30000,8,502418,188917
30000,9,510905,195241
30000,10,492603,184935
31000,1,509739,191529
31000,2,530258,183463
31000,3,518052,196455
31000,4,511695,192479
31000,5,534166,182295
31000,6,548179,195990
31000,7,540491,194393
31000,8,520373,199906
31000,9,522727,191162
31000,10,522828,198263
32000,1,541523,210204
32000,2,562768,192627
32000,3,555598,200710
32000,4,552512,206670
32000,5,550953,201747
32000,6,565962,219949
32000,7,541673,198802
32000,8,563485,200829
32000,9,546204,189408
32000,10,569486,205925
33000,1,576128,196599
33000,2,569318,210805
33000,3,555714,205377
33000,4,551097,211577
33000,5,557899,209727
33000,6,579089,214155
33000,7,559864,205866
33000,8,539424,213862
33000,9,548210,224516
33000,10,581812,239652
34000,1,583057,201599
34000,2,589979,205577
34000,3,565526,209568
34000,4,575263,227008
34000,5,605598,206440
34000,6,562005,206321
34000,7,565956,230045
34000,8,607497,210509
34000,9,599339,232111
34000,10,571182,212538
35000,1,600993,217411
35000,2,628415,231180
35000,3,637851,225829
35000,4,591918,226308
35000,5,631672,214839
35000,6,577521,216529
35000,7,603622,233351
35000,8,585146,236900
35000,9,594464,222919
35000,10,585810,224527
36000,1,614740,251728
36000,2,602547,219283
36000,3,627077,207824
36000,4,639846,240330
36000,5,635125,235446
36000,6,635251,215315
36000,7,647033,237077
36000,8,632564,231958
36000,9,637110,224754
36000,10,638858,245053
37000,1,636024,221000
37000,2,615480,230671
37000,3,640882,245225
37000,4,622069,237016
37000,5,711556,225049
37000,6,624204,245691
37000,7,649606,226048
37000,8,649407,231827
37000,9,661195,227468
37000,10,650681,259201
38000,1,672485,263920
38000,2,675472,227024
38000,3,661909,245054
38000,4,662992,249498
38000,5,648890,250619
38000,6,665294,237179
38000,7,645814,230732
38000,8,639975,240602
38000,9,661318,234364
38000,10,668263,266272
39000,1,690781,238388
39000,2,676012,254420
39000,3,672739,235247
39000,4,697622,254232
39000,5,677131,246462
39000,6,668403,271553
39000,7,686443,250060
39000,8,690938,259998
39000,9,659591,240616
39000,10,700901,253192
40000,1,715001,272079
40000,2,696279,267235
40000,3,687202,251298
40000,4,714613,263148
40000,5,681837,263664
40000,6,694265,271173
40000,7,691748,255610
40000,8,707531,283450
40000,9,679676,272088
40000,10,695290,250936
41000,1,710657,295180
41000,2,712638,271160
41000,3,737195,270363
41000,4,766790,263708
41000,5,691677,269276
41000,6,706806,297240
41000,7,716324,274184
41000,8,708209,274825
41000,9,712823,274567
41000,10,709356,261438
42000,1,745321,272874
42000,2,737626,268306
42000,3,763637,259724
42000,4,767940,291068
42000,5,722524,257670
42000,6,726207,257714
42000,7,746268,282695
42000,8,744123,280177
42000,9,734460,267077
42000,10,775464,258977
43000,1,761344,323442
43000,2,748446,299844
43000,3,745486,288424
43000,4,730079,285768
43000,5,739695,277086
43000,6,771747,286705
43000,7,769621,285262
43000,8,760977,280137
43000,9,759578,272347
43000,10,772939,276402
44000,1,791088,311186
44000,2,785004,295042
44000,3,758524,296581
44000,4,781033,284746
44000,5,769140,323223
44000,6,856594,272780
44000,7,787766,266071
44000,8,794776,284905
44000,9,738673,276152
44000,10,774952,283638
45000,1,794798,280404
45000,2,794781,293110
45000,3,800122,296507
45000,4,766545,291227
45000,5,782897,278211
45000,6,799734,271937
45000,7,807394,314650
45000,8,816132,273664
45000,9,851640,297217
45000,10,784036,306728
46000,1,802031,284919
46000,2,799198,312389
46000,3,796730,311959
46000,4,809645,325409
46000,5,845941,346107
46000,6,840140,306018
46000,7,812710,299165
46000,8,796781,288453
46000,9,802760,300290
46000,10,861211,289396
47000,1,808553,303370
47000,2,885310,310266
47000,3,836091,308318
47000,4,826957,302560
47000,5,860990,312594
47000,6,810993,326548
47000,7,833296,325967
47000,8,839622,313699
47000,9,820705,309236
47000,10,813906,304643
48000,1,845129,314819
48000,2,851256,297466
48000,3,861625,343092
48000,4,877924,304861
48000,5,854061,300551
48000,6,884182,336535
48000,7,815704,326660
48000,8,894848,331405
48000,9,881908,323820
48000,10,840017,324240
49000,1,872322,314083
49000,2,855099,351645
49000,3,907665,333033
49000,4,905121,325864
49000,5,872944,315156
49000,6,861060,316778
49000,7,857284,326226
49000,8,904353,329507
49000,9,870534,323074
49000,10,926891,331878
50000,1,880796,318679
50000,2,879048,327704
50000,3,932265,313794
50000,4,913663,327214
50000,5,904160,334750
50000,6,882644,314028
50000,7,927078,307743
50000,8,887682,358266
50000,9,885008,323856
50000,10,919662,360568
