n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
10000,1,5009,2513,4999,19843,9930,9999
10000,2,4974,2495,4999,19709,9863,9999
10000,3,4945,2481,4999,19967,9992,9999
10000,4,4980,2498,4999,19761,9889,9999
10000,5,4952,2484,4999,19819,9918,9999
10000,6,4970,2493,4999,19783,9900,9999
10000,7,4996,2506,4999,19877,9947,9999
10000,8,4997,2507,4999,19773,9895,9999
10000,9,4980,2498,4999,19493,9755,9999
10000,10,5044,2530,4999,19721,9869,9999
10000,11,5040,2528,4999,19715,9866,9999
10000,12,5079,2548,4999,19933,9975,9999
10000,13,4965,2491,4999,19761,9889,9999
10000,14,5018,2517,4999,19757,9887,9999
10000,15,5013,2515,4999,19755,9886,9999
10000,16,4997,2507,4999,19685,9851,9999
10000,17,5064,2540,4999,19801,9909,9999
10000,18,4960,2488,4999,19835,9926,9999
10000,19,5027,2522,4999,19865,9941,9999
10000,20,4987,2502,4999,19629,9823,9999
20000,1,10028,5022,9999,39449,19733,19999
20000,2,10047,5032,9999,39679,19848,19999
20000,3,10038,5027,9999,39797,19907,19999
20000,4,10006,5011,9999,39665,19841,19999
20000,5,9961,4989,9999,39889,19953,19999
20000,6,9871,4944,9999,39569,19793,19999
20000,7,10089,5053,9999,39563,19790,19999
20000,8,10034,5025,9999,39699,19858,19999
20000,9,9978,4997,9999,39721,19869,19999
20000,10,9931,4974,9999,39893,19955,19999
20000,11,9959,4988,9999,39451,19734,19999
20000,12,9997,5007,9999,39673,19845,19999
20000,13,9995,5006,9999,39623,19820,19999
20000,14,9937,4977,9999,39833,19925,19999
20000,15,10013,5015,9999,39865,19941,19999
20000,16,10070,5043,9999,39827,19922,19999
20000,17,10024,5020,9999,39879,19948,19999
20000,18,10057,5037,9999,39605,19811,19999
20000,19,9960,4988,9999,39807,19912,19999
20000,20,10103,5060,9999,39759,19888,19999
30000,1,14925,7471,14999,59603,29810,29999
30000,2,14913,7465,14999,59843,29930,29999
30000,3,14924,7470,14999,58971,29494,29999
30000,4,15012,7514,14999,59645,29831,29999
30000,5,14939,7478,14999,59247,29632,29999
30000,6,14905,7461,14999,59571,29794,29999
30000,7,14923,7470,14999,59809,29913,29999
30000,8,15024,7520,14999,59157,29587,29999
30000,9,14968,7492,14999,59689,29853,29999
30000,10,14966,7491,14999,59775,29896,29999
30000,11,14992,7504,14999,59965,29991,29999
30000,12,14976,7496,14999,59745,29881,29999
30000,13,14993,7505,14999,59539,29778,29999
30000,14,14985,7501,14999,59809,29913,29999
30000,15,15020,7518,14999,59619,29818,29999
