n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
30000,16,15048,7532,14999,59575,29796,29999
30000,17,14980,7498,14999,59165,29591,29999
30000,18,14912,7464,14999,59555,29786,29999
30000,19,15070,7543,14999,59909,29963,29999
30000,20,15027,7522,14999,59503,29760,29999
40000,1,20084,10050,19999,79353,39685,39999
40000,2,19966,9991,19999,79707,39862,39999
40000,3,20140,10078,19999,79599,39808,39999
40000,4,20013,10015,19999,79171,39594,39999
40000,5,20032,10024,19999,79713,39865,39999
40000,6,20095,10056,19999,79467,39742,39999
40000,7,20046,10031,19999,79541,39779,39999
40000,8,19947,9982,19999,79545,39781,39999
40000,9,19888,9952,19999,79395,39706,39999
40000,10,19951,9984,19999,79513,39765,39999
40000,11,20067,10042,19999,79787,39902,39999
40000,12,19955,9986,19999,79349,39683,39999
40000,13,19977,9997,19999,79127,39572,39999
40000,14,20059,10038,19999,79511,39764,39999
40000,15,20032,10024,19999,79469,39743,39999
40000,16,20026,10021,19999,79849,39933,39999
40000,17,20078,10047,19999,79077,39547,39999
40000,18,19972,9994,19999,79727,39872,39999
40000,19,19989,10003,19999,79251,39634,39999
40000,20,19948,9982,19999,79579,39798,39999
50000,1,24863,12440,24999,99861,49939,49999
50000,2,24838,12427,24999,99803,49910,49999
50000,3,25030,12523,24999,99471,49744,49999
50000,4,25145,12581,24999,98897,49457,49999
50000,5,24954,12485,24999,99137,49577,49999
50000,6,25113,12565,24999,99423,49720,49999
50000,7,25073,12545,24999,99867,49942,49999
50000,8,24995,12506,24999,99681,49849,49999
50000,9,25006,12511,24999,99011,49514,49999
50000,10,25066,12541,24999,99131,49574,49999
50000,11,24959,12488,24999,99315,49666,49999
50000,12,25026,12521,24999,99335,49676,49999
50000,13,25034,12525,24999,98763,49390,49999
50000,14,24884,12450,24999,99433,49725,49999
50000,15,25086,12551,24999,99423,49720,49999
50000,16,25018,12517,24999,99435,49726,49999
50000,17,25048,12532,24999,99569,49793,49999
50000,18,25090,12553,24999,99857,49937,49999
50000,19,24991,12504,24999,99627,49822,49999
50000,20,25088,12552,24999,99881,49949,49999
60000,1,29930,14973,29999,118939,59478,59999
60000,2,30077,15047,29999,119035,59526,59999
60000,3,30014,15015,29999,119349,59683,59999
60000,4,30023,15020,29999,119329,59673,59999
60000,5,30049,15033,29999,119265,59641,59999
60000,6,29890,14953,29999,119709,59863,59999
60000,7,30016,15016,29999,119215,59616,59999
60000,8,29971,14994,29999,119169,59593,59999
60000,9,30077,15047,29999,119495,59756,59999
60000,10,30144,15080,29999,119741,59879,59999
60000,11,29960,14988,29999,119503,59760,59999
60000,12,29806,14911,29999,119005,59511,59999
60000,13,30098,15057,29999,119485,59751,59999
60000,14,29913,14965,29999,118433,59225,59999
60000,15,30027,15022,29999,119523,59770,59999
60000,16,29941,14979,29999,119657,59837,59999
60000,17,30095,15056,29999,119707,59862,59999
60000,18,29975,14996,29999,119419,59718,59999
60000,19,30005,15011,29999,119431,59724,59999
60000,20,30093,15055,29999,119445,59731,59999
70000,1,35064,17540,34999,139859,69936,69999
70000,2,34966,17491,34999,139313,69665,69999
70000,3,35038,17527,34999,139513,69765,69999
70000,4,35072,17544,34999,139265,69641,69999
70000,5,34983,17500,34999,139415,69716,69999
70000,6,35112,17564,34999,139475,69746,69999
70000,7,35050,17533,34999,138637,69327,69999
70000,8,35010,17513,34999,139361,69689,69999
70000,9,34949,17483,34999,139579,69796,69999
70000,10,35019,17518,34999,138989,69503,69999
70000,11,35040,17528,34999,139851,69934,69999
70000,12,35166,17591,34999,138599,69308,69999
70000,13,35033,17525,34999,139447,69732,69999
70000,14,35046,17531,34999,139695,69856,69999
70000,15,35016,17516,34999,139537,69777,69999
70000,16,34950,17483,34999,139347,69682,69999
70000,17,34868,17442,34999,139447,69732,69999
70000,18,34948,17482,34999,139831,69924,69999
70000,19,35117,17567,34999,139931,69974,69999
70000,20,35019,17518,34999,139623,69820,69999
80000,1,39791,19904,39999,158969,79493,79999
80000,2,40113,20065,39999,159887,79952,79999
80000,3,39942,19979,39999,159439,79728,79999
80000,4,39835,19926,39999,159203,79610,79999
80000,5,40044,20030,39999,159123,79570,79999
80000,6,39979,19998,39999,158669,79343,79999
80000,7,39705,19861,39999,159401,79709,79999
80000,8,40147,20082,39999,159877,79947,79999
80000,9,40017,20017,39999,159581,79799,79999
80000,10,39872,19944,39999,158673,79345,79999
80000,11,40152,20084,39999,159183,79600,79999
80000,12,40017,20017,39999,159625,79821,79999
80000,13,39924,19970,39999,159595,79806,79999
80000,14,39824,19920,39999,158885,79451,79999
80000,15,39946,19981,39999,159421,79719,79999
80000,16,40001,20009,39999,159125,79571,79999
80000,17,40055,20036,39999,159147,79582,79999
80000,18,40124,20070,39999,159655,79836,79999
80000,19,40000,20008,39999,158469,79243,79999
80000,20,39996,20006,39999,159715,79866,79999
90000,1,45055,22536,44999,179805,89911,89999
90000,2,44982,22499,44999,179597,89807,89999
90000,3,44968,22492,44999,179287,89652,89999
90000,4,45140,22578,44999,178297,89157,89999
90000,5,44877,22447,44999,179295,89656,89999
90000,6,45026,22521,44999,179561,89789,89999
90000,7,45088,22552,44999,179157,89587,89999
90000,8,44804,22410,44999,179415,89716,89999
90000,9,44902,22459,44999,179595,89806,89999
90000,10,44913,22465,44999,179295,89656,89999
90000,11,45005,22511,44999,179571,89794,89999
90000,12,45202,22609,44999,179033,89525,89999
90000,13,44915,22466,44999,179741,89879,89999
90000,14,44937,22477,44999,179521,89769,89999
90000,15,44906,22461,44999,179205,89611,89999
90000,16,44824,22420,44999,179141,89579,89999
90000,17,44939,22478,44999,178795,89404,89999
90000,18,44932,22474,44999,179225,89621,89999
90000,19,45046,22531,44999,178523,89270,89999
90000,20,45046,22531,44999,178985,89501,89999
100000,1,50001,24924,49999,198731,99374,99999
100000,2,50034,25007,49999,199877,99945,99999
100000,3,50231,24967,49999,199101,99559,99999
100000,4,50005,24892,49999,199715,99866,99999
100000,5,50262,24980,49999,199025,99521,99999
100000,6,50423,24997,49999,198727,99372,99999
100000,7,50034,24959,49999,198949,99483,99999
100000,8,50023,24968,49999,199163,99590,99999
100000,9,50231,25092,49999,199185,99601,99999
100000,10,50000,25044,49999,199085,99551,99999
100000,11,50000,25028,49999,199299,99658,99999
100000,12,50002,24896,49999,199393,99705,99999
100000,13,50004,25070,49999,199547,99782,99999
100000,14,50012,24959,49999,198683,99350,99999
100000,15,50017,24996,49999,199019,99518,99999
100000,16,50001,25047,49999,199181,99599,99999
100000,17,50023,25019,49999,199153,99585,99999
100000,18,50200,24944,49999,199077,99547,99999
100000,19,50002,25034,49999,199095,99556,99999
100000,20,50021,25022,49999,198715,99366,99999
