n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
10000,1,27,30,27,49,59,31
10000,2,27,31,28,57,62,32
10000,3,27,30,30,63,63,34
10000,4,25,30,26,49,60,30
10000,5,25,30,26,49,61,30
10000,6,24,29,26,49,61,29
10000,7,25,30,26,49,58,29
10000,8,24,29,24,47,59,29
10000,9,25,29,24,47,55,28
10000,10,26,30,27,53,60,32
10000,11,26,30,30,57,63,35
10000,12,27,30,27,51,58,30
10000,13,25,30,26,47,60,29
10000,14,25,29,25,47,57,30
10000,15,24,29,26,47,60,31
10000,16,24,29,24,45,57,29
10000,17,24,29,26,49,58,31
10000,18,25,29,25,49,59,29
10000,19,25,30,26,51,59,32
10000,20,26,30,27,51,59,31
20000,1,28,31,30,53,61,36
20000,2,30,32,31,59,64,35
20000,3,29,31,29,57,63,32
20000,4,27,31,30,55,65,34
20000,5,28,31,28,53,63,31
20000,6,28,31,30,59,62,34
20000,7,28,31,30,55,63,35
20000,8,27,31,27,53,60,33
20000,9,27,31,29,55,62,35
20000,10,28,31,29,57,63,34
20000,11,30,32,32,61,68,36
20000,12,27,31,27,51,61,31
20000,13,31,33,33,63,65,38
20000,14,29,32,29,55,63,33
20000,15,29,31,30,55,64,36
20000,16,30,32,34,67,65,39
20000,17,27,31,30,57,63,33
20000,18,28,31,30,57,63,34
20000,19,28,31,29,55,62,35
20000,20,28,31,31,59,67,35
30000,1,29,32,29,55,63,33
30000,2,31,33,33,63,68,36
30000,3,30,32,32,61,65,36
30000,4,30,32,32,61,66,36
30000,5,30,32,30,57,65,34
30000,6,31,33,32,63,69,37
30000,7,28,31,29,55,63,32
30000,8,31,33,36,73,68,40
30000,9,30,32,33,63,67,38
30000,10,29,32,31,59,64,37
30000,11,31,33,34,63,68,37
30000,12,30,32,33,63,66,37
30000,13,31,33,32,59,64,38
30000,14,34,34,33,65,69,38
30000,15,29,32,30,61,62,33
30000,16,29,32,33,67,65,38
30000,17,29,32,31,61,64,35
30000,18,27,31,28,53,61,32
30000,19,30,32,30,57,64,35
30000,20,27,31,30,53,65,35
40000,1,29,32,31,61,69,37
40000,2,34,34,35,65,71,39
40000,3,33,34,33,61,65,38
40000,4,31,33,31,63,69,37
40000,5,33,33,34,69,73,38
40000,6,30,32,29,55,66,33
40000,7,29,32,31,61,64,36
40000,8,32,33,32,61,70,37
40000,9,31,33,32,59,68,36
40000,10,32,33,36,67,71,40
40000,11,32,33,31,61,64,35
40000,12,31,33,32,61,66,36
40000,13,31,33,31,57,65,37
40000,14,31,33,34,67,71,39
40000,15,32,33,31,57,67,34
40000,16,30,32,33,61,65,39
40000,17,31,33,33,65,68,36
40000,18,29,32,30,55,62,36
40000,19,31,33,34,67,68,39
40000,20,32,33,35,67,70,41
50000,1,30,32,30,57,67,35
50000,2,31,33,37,73,71,43
50000,3,32,33,32,61,66,36
50000,4,33,34,35,69,69,40
50000,5,31,33,32,59,67,37
50000,6,33,34,36,71,76,40
50000,7,32,33,32,63,67,37
50000,8,31,33,31,57,67,36
50000,9,33,34,33,65,66,37
50000,10,33,34,35,69,70,41
50000,11,32,33,31,61,66,36
50000,12,31,33,32,61,67,36
50000,13,31,33,38,73,70,42
50000,14,34,34,35,67,68,39
50000,15,30,32,30,55,64,37
50000,16,31,33,33,63,68,36
50000,17,32,33,32,65,65,37
50000,18,32,33,32,61,65,38
50000,19,31,33,33,65,71,37
50000,20,31,33,32,61,65,37
60000,1,33,34,34,65,68,38
60000,2,33,33,37,75,72,41
60000,3,32,33,31,61,70,36
60000,4,33,34,33,63,67,37
60000,5,32,33,32,63,67,39
60000,6,34,34,36,67,74,41
60000,7,32,33,33,61,70,37
60000,8,33,34,34,65,69,38
60000,9,31,33,31,61,67,36
60000,10,33,34,35,67,67,38
60000,11,31,33,32,63,68,36
60000,12,35,35,35,69,72,39
60000,13,34,34,38,75,73,44
60000,14,34,34,37,71,71,41
60000,15,33,34,34,65,73,39
60000,16,34,34,35,71,73,39
60000,17,36,35,36,69,70,42
60000,18,35,35,38,75,75,43
60000,19,32,33,32,61,66,39
60000,20,35,35,37,71,70,41
70000,1,33,34,34,65,66,38
70000,2,34,34,37,71,72,43
70000,3,34,34,35,67,71,39
70000,4,33,34,37,71,69,42
70000,5,32,33,33,63,67,38
70000,6,32,33,35,69,69,39
70000,7,34,34,34,69,68,39
70000,8,31,33,34,65,69,40
70000,9,34,34,36,71,69,41
70000,10,35,35,37,69,70,42
70000,11,32,33,34,65,68,39
70000,12,34,34,39,73,73,45
70000,13,35,34,36,71,69,39
70000,14,33,34,35,71,67,39
70000,15,32,33,34,63,68,38
70000,16,35,35,37,75,69,40
70000,17,31,33,33,65,67,38
70000,18,33,34,33,63,69,37
70000,19,33,34,36,73,73,42
70000,20,34,34,36,69,69,40
80000,1,32,33,32,63,68,37
80000,2,35,34,36,71,72,41
80000,3,35,35,37,75,71,42
80000,4,33,34,35,65,69,39
80000,5,32,33,32,61,67,37
80000,6,34,34,38,77,69,42
80000,7,33,34,33,61,67,36
80000,8,36,35,35,71,69,40
80000,9,32,33,33,65,68,37
80000,10,34,34,36,67,70,40
80000,11,34,34,35,69,68,39
80000,12,35,35,36,71,70,39
80000,13,32,33,33,61,70,37
80000,14,37,36,41,79,72,45
80000,15,36,35,37,71,72,41
80000,16,35,35,34,67,68,38
80000,17,34,34,37,69,70,41
80000,18,34,34,35,69,71,39
80000,19,35,35,36,69,70,40
80000,20,33,34,36,67,68,39
90000,1,35,35,36,69,72,42
90000,2,34,34,37,69,70,41
90000,3,34,34,35,69,68,39
90000,4,33,34,33,65,66,37
90000,5,34,34,36,71,71,39
90000,6,36,35,37,69,72,40
90000,7,33,34,36,67,69,42
90000,8,35,35,36,71,70,40
90000,9,38,36,42,83,77,46
90000,10,35,35,36,69,72,40
90000,11,35,35,35,69,73,39
90000,12,35,35,35,67,73,39
90000,13,35,34,36,69,70,41
90000,14,36,35,37,71,69,42
90000,15,33,34,34,69,68,38
90000,16,33,34,35,69,73,38
90000,17,32,33,34,63,67,40
90000,18,34,34,34,65,70,38
90000,19,33,34,34,63,68,38
90000,20,35,35,36,73,70,40
100000,1,36,35,37,73,72,41
